PC: 0x0000000080000000, INSTR: 0x08005637, REG x12: 0x0000000008005000
PC: 0x0000000080002390, INSTR: 0xff010113, REG x2: 0x000000008004fe20
PC: 0x0000000080002394, INSTR: 0x01113023, MEM 0x000000008004fe20: 0xffffffff80028ec7
PC: 0x0000000080002398, INSTR: 0xff010113, REG x2: 0x000000008004fe10
PC: 0x000000008000239c, INSTR: 0x01f13023, MEM 0x000000008004fe10: 0x0000000000000000
PC: 0x00000000800023a0, INSTR: 0xff010113, REG x2: 0x000000008004fe00
PC: 0x00000000800023a4, INSTR: 0x00013023, MEM 0x000000008004fe00: 0x0000000000000000
PC: 0x00000000800023a8, INSTR: 0xff010113, REG x2: 0x000000008004fdf0
PC: 0x00000000800023ac, INSTR: 0x01a13023, MEM 0x000000008004fdf0: 0x0000000000000000
PC: 0x00000000800023b0, INSTR: 0x40025237, REG x4: 0x0000000040025000
PC: 0x00000000800023b4, INSTR: 0x00121213, REG x4: 0x000000008004a000
PC: 0x00000000800023b8, INSTR: 0x70420213, REG x4: 0x000000008004a704
PC: 0x00000000800023bc, INSTR: 0x25c23783, REG x15: 0x0000000000000000, MEM 0x000000008004a960
PC: 0x00000000800023c0, INSTR: 0x40023fb7, REG x31: 0x0000000040023000
PC: 0x00000000800023c4, INSTR: 0x001f9f93, REG x31: 0x0000000080046000
PC: 0x00000000800023c8, INSTR: 0xd62f8f93, REG x31: 0x0000000080045d62
PC: 0x00000000800023cc, INSTR: 0x6acfdf03, REG x30: 0x0000000000000000, MEM 0x000000008004640e
PC: 0x00000000800023d0, INSTR: 0x00800d37, REG x26: 0x0000000000800000
PC: 0x00000000800023d4, INSTR: 0x46dd0d1b, REG x26: 0x000000000080046d
PC: 0x00000000800023d8, INSTR: 0x008d1d13, REG x26: 0x0000000080046d00
PC: 0x00000000800023dc, INSTR: 0x720d3503, REG x10: 0x0000000000000000, MEM 0x0000000080047420
PC: 0x00000000800023e0, INSTR: 0x000805b7, REG x11: 0x0000000000080000
PC: 0x00000000800023e4, INSTR: 0x04d5859b, REG x11: 0x000000000008004d
PC: 0x00000000800023e8, INSTR: 0x00c59593, REG x11: 0x000000008004d000
PC: 0x00000000800023ec, INSTR: 0x7c158593, REG x11: 0x000000008004d7c1
PC: 0x00000000800023f0, INSTR: 0x5d75b003, MEM 0x000000008004dd98
PC: 0x00000000800023f4, INSTR: 0x08003cb7, REG x25: 0x0000000008003000
PC: 0x00000000800023f8, INSTR: 0x004c9c93, REG x25: 0x0000000080030000
PC: 0x00000000800023fc, INSTR: 0x475c8c93, REG x25: 0x0000000080030475
PC: 0x0000000080002400, INSTR: 0x683cbb83, REG x23: 0x0000000000000000, MEM 0x0000000080030af8
PC: 0x0000000080002404, INSTR: 0x040011b7, REG x3: 0x0000000004001000
PC: 0x0000000080002408, INSTR: 0x00519193, REG x3: 0x0000000080020000
PC: 0x000000008000240c, INSTR: 0xc7618193, REG x3: 0x000000008001fc76
PC: 0x0000000080002410, INSTR: 0x5d21b483, REG x9: 0x0000000000000000, MEM 0x0000000080020248
PC: 0x0000000080002414, INSTR: 0x08003337, REG x6: 0x0000000008003000
PC: 0x0000000080002418, INSTR: 0x00431313, REG x6: 0x0000000080030000
PC: 0x000000008000241c, INSTR: 0xa2c30313, REG x6: 0x000000008002fa2c
PC: 0x0000000080002420, INSTR: 0xfdc33183, REG x3: 0x0000000000000000, MEM 0x000000008002fa08
PC: 0x0000000080002424, INSTR: 0x20011cb7, REG x25: 0x0000000020011000
PC: 0x0000000080002428, INSTR: 0x002c9c93, REG x25: 0x0000000080044000
PC: 0x000000008000242c, INSTR: 0xe14c8c93, REG x25: 0x0000000080043e14
PC: 0x0000000080002430, INSTR: 0xe44cb883, REG x17: 0x0000000000000000, MEM 0x0000000080043c58
PC: 0x0000000080002434, INSTR: 0x20011e37, REG x28: 0x0000000020011000
PC: 0x0000000080002438, INSTR: 0x002e1e13, REG x28: 0x0000000080044000
PC: 0x000000008000243c, INSTR: 0xcc3e0e13, REG x28: 0x0000000080043cc3
PC: 0x0000000080002440, INSTR: 0x195e3403, REG x8: 0x0000000000000000, MEM 0x0000000080043e58
PC: 0x0000000080002444, INSTR: 0x01489933, REG x18: 0x0000000000000000
PC: 0x0000000080002448, INSTR: 0x00013d03, REG x26: 0x0000000000000000, MEM 0x000000008004fdf0
PC: 0x000000008000244c, INSTR: 0x01010113, REG x2: 0x000000008004fe00
PC: 0x0000000080002450, INSTR: 0x00013003, MEM 0x000000008004fe00
PC: 0x0000000080002454, INSTR: 0x01010113, REG x2: 0x000000008004fe10
PC: 0x0000000080002458, INSTR: 0x00013f83, REG x31: 0x0000000000000000, MEM 0x000000008004fe10
PC: 0x000000008000245c, INSTR: 0x01010113, REG x2: 0x000000008004fe20
PC: 0x0000000080002460, INSTR: 0x00013883, REG x17: 0xffffffff80028ec7, MEM 0x000000008004fe20
PC: 0x0000000080002464, INSTR: 0x01010113, REG x2: 0x000000008004fe30
PC: 0x0000000080002468, INSTR: 0x00013503, REG x10: 0x0000000080036d55, MEM 0x000000008004fe30
PC: 0x000000008000246c, INSTR: 0x01010113, REG x2: 0x000000008004fe40
PC: 0x0000000080002470, INSTR: 0x00013183, REG x3: 0x0000000000000000, MEM 0x000000008004fe40
PC: 0x0000000080002474, INSTR: 0x01010113, REG x2: 0x000000008004fe50
PC: 0x0000000080002478, INSTR: 0x00013783, REG x15: 0x0000000000000000, MEM 0x000000008004fe50
PC: 0x000000008000247c, INSTR: 0x01010113, REG x2: 0x000000008004fe60
PC: 0x0000000080002480, INSTR: 0x00013403, REG x8: 0x0000000080030c63, MEM 0x000000008004fe60
PC: 0x0000000080002484, INSTR: 0x01010113, REG x2: 0x000000008004fe70
PC: 0x0000000080002488, INSTR: 0x00013303, REG x6: 0x0000000000000000, MEM 0x000000008004fe70
PC: 0x000000008000248c, INSTR: 0x01010113, REG x2: 0x000000008004fe80
PC: 0x0000000080002490, INSTR: 0x00013c83, REG x25: 0x00000000000006b7, MEM 0x000000008004fe80
PC: 0x0000000080002494, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x0000000080002498, INSTR: 0x00013903, REG x18: 0x0000000080043b13, MEM 0x000000008004fe90
PC: 0x000000008000249c, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x00000000800024a0, INSTR: 0x00013583, REG x11: 0x0000000080041bfd, MEM 0x000000008004fea0
PC: 0x00000000800024a4, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x00000000800024a8, INSTR: 0x00013f03, REG x30: 0x0000000000000000, MEM 0x000000008004feb0
PC: 0x00000000800024ac, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x00000000800024b0, INSTR: 0x00013203, REG x4: 0x0000000000000000, MEM 0x000000008004fec0
PC: 0x00000000800024b4, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x00000000800024b8, INSTR: 0x00013b83, REG x23: 0x0000000000000000, MEM 0x000000008004fed0
PC: 0x00000000800024bc, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x00000000800024c0, INSTR: 0x00013483, REG x9: 0xfffffffffff00083, MEM 0x000000008004fee0
PC: 0x00000000800024c4, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x00000000800024c8, INSTR: 0x00013e03, REG x28: 0x000000008004d51b, MEM 0x000000008004fef0
PC: 0x00000000800024cc, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x00000000800024d0, INSTR: 0x00008067
PC: 0x0000000080000964, INSTR: 0x0040006f
PC: 0x0000000080000968, INSTR: 0x000809b7, REG x19: 0x0000000000080000
PC: 0x000000008000096c, INSTR: 0x04d9899b, REG x19: 0x000000000008004d
PC: 0x0000000080000970, INSTR: 0x00c99993, REG x19: 0x000000008004d000
PC: 0x0000000080000974, INSTR: 0x8e598993, REG x19: 0x000000008004c8e5
PC: 0x0000000080000978, INSTR: 0xba39b603, REG x12: 0x0000000000000000, MEM 0x000000008004c488
PC: 0x000000008000097c, INSTR: 0x40023b37, REG x22: 0x0000000040023000
PC: 0x0000000080000980, INSTR: 0x001b1b13, REG x22: 0x0000000080046000
PC: 0x0000000080000984, INSTR: 0xc57b0b13, REG x22: 0x0000000080045c57
PC: 0x0000000080000988, INSTR: 0xba1b3503, REG x10: 0x0000000000000000, MEM 0x00000000800457f8
PC: 0x000000008000098c, INSTR: 0x400177b7, REG x15: 0x0000000040017000
PC: 0x0000000080000990, INSTR: 0x00179793, REG x15: 0x000000008002e000
PC: 0x0000000080000994, INSTR: 0x93178793, REG x15: 0x000000008002d931
PC: 0x0000000080000998, INSTR: 0xadf7b183, REG x3: 0x0000000000000000, MEM 0x000000008002d410
PC: 0x000000008000099c, INSTR: 0x4001b637, REG x12: 0x000000004001b000
PC: 0x00000000800009a0, INSTR: 0x00161613, REG x12: 0x0000000080036000
PC: 0x00000000800009a4, INSTR: 0xa6860613, REG x12: 0x0000000080035a68
PC: 0x00000000800009a8, INSTR: 0x32863383, REG x7: 0x0000000000000000, MEM 0x0000000080035d90
PC: 0x00000000800009ac, INSTR: 0x6b8010ef, REG x1: 0x00000000800009b0
PC: 0x0000000080002064, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x0000000080002068, INSTR: 0x01513023, MEM 0x000000008004fef0: 0x0000000000000000
PC: 0x000000008000206c, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x0000000080002070, INSTR: 0x01013023, MEM 0x000000008004fee0: 0x00000000800024d4
PC: 0x0000000080002074, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x0000000080002078, INSTR: 0x01713023, MEM 0x000000008004fed0: 0x0000000000000000
PC: 0x000000008000207c, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x0000000080002080, INSTR: 0x00413023, MEM 0x000000008004fec0: 0x0000000000000000
PC: 0x0000000080002084, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x0000000080002088, INSTR: 0x01b13023, MEM 0x000000008004feb0: 0x0000000080020a6d
PC: 0x000000008000208c, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x0000000080002090, INSTR: 0x00f13023, MEM 0x000000008004fea0: 0x000000008002d931
PC: 0x0000000080002094, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x0000000080002098, INSTR: 0x00313023, MEM 0x000000008004fe90: 0x0000000000000000
PC: 0x000000008000209c, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x00000000800020a0, INSTR: 0x01d13023, MEM 0x000000008004fe80: 0x000000008004507c
PC: 0x00000000800020a4, INSTR: 0xff010113, REG x2: 0x000000008004fe70
PC: 0x00000000800020a8, INSTR: 0x00a13023, MEM 0x000000008004fe70: 0x0000000000000000
PC: 0x00000000800020ac, INSTR: 0xff010113, REG x2: 0x000000008004fe60
PC: 0x00000000800020b0, INSTR: 0x01813023, MEM 0x000000008004fe60: 0x0000000000000004
PC: 0x00000000800020b4, INSTR: 0xff010113, REG x2: 0x000000008004fe50
PC: 0x00000000800020b8, INSTR: 0x00c13023, MEM 0x000000008004fe50: 0x0000000080035a68
PC: 0x00000000800020bc, INSTR: 0xff010113, REG x2: 0x000000008004fe40
PC: 0x00000000800020c0, INSTR: 0x01313023, MEM 0x000000008004fe40: 0x000000008004c8e5
PC: 0x00000000800020c4, INSTR: 0xff010113, REG x2: 0x000000008004fe30
PC: 0x00000000800020c8, INSTR: 0x00013023, MEM 0x000000008004fe30: 0x0000000000000000
PC: 0x00000000800020cc, INSTR: 0xff010113, REG x2: 0x000000008004fe20
PC: 0x00000000800020d0, INSTR: 0x01a13023, MEM 0x000000008004fe20: 0x0000000000000000
PC: 0x00000000800020d4, INSTR: 0x42935513, REG x10: 0x0000000000000000
PC: 0x00000000800020d8, INSTR: 0x200131b7, REG x3: 0x0000000020013000
PC: 0x00000000800020dc, INSTR: 0x00219193, REG x3: 0x000000008004c000
PC: 0x00000000800020e0, INSTR: 0xabc18193, REG x3: 0x000000008004babc
PC: 0x00000000800020e4, INSTR: 0xa141ba83, REG x21: 0x0000000000000000, MEM 0x000000008004b4d0
PC: 0x00000000800020e8, INSTR: 0x008c9c1b, REG x24: 0x000000000006b700
PC: 0x00000000800020ec, INSTR: 0x40015eb7, REG x29: 0x0000000040015000
PC: 0x00000000800020f0, INSTR: 0x001e9e93, REG x29: 0x000000008002a000
PC: 0x00000000800020f4, INSTR: 0x27ae8e93, REG x29: 0x000000008002a27a
PC: 0x00000000800020f8, INSTR: 0x9a6eb003, MEM 0x0000000080029c20
PC: 0x00000000800020fc, INSTR: 0x4001f7b7, REG x15: 0x000000004001f000
PC: 0x0000000080002100, INSTR: 0x6457879b, REG x15: 0x000000004001f645
PC: 0x0000000080002104, INSTR: 0x00179793, REG x15: 0x000000008003ec8a
PC: 0x0000000080002108, INSTR: 0x9a67bd03, REG x26: 0x0000000000000000, MEM 0x000000008003e630
PC: 0x000000008000210c, INSTR: 0x20009637, REG x12: 0x0000000020009000
PC: 0x0000000080002110, INSTR: 0xd0b6061b, REG x12: 0x0000000020008d0b
PC: 0x0000000080002114, INSTR: 0x00261613, REG x12: 0x000000008002342c
PC: 0x0000000080002118, INSTR: 0xa7c63503, REG x10: 0x0000000000000000, MEM 0x0000000080022ea8
PC: 0x000000008000211c, INSTR: 0x20013db7, REG x27: 0x0000000020013000
PC: 0x0000000080002120, INSTR: 0x002d9d93, REG x27: 0x000000008004c000
PC: 0x0000000080002124, INSTR: 0xf84d8d93, REG x27: 0x000000008004bf84
PC: 0x0000000080002128, INSTR: 0xddcdbe83, REG x29: 0x0000000000000000, MEM 0x000000008004bd60
PC: 0x000000008000212c, INSTR: 0x40021eb7, REG x29: 0x0000000040021000
PC: 0x0000000080002130, INSTR: 0x001e9e93, REG x29: 0x0000000080042000
PC: 0x0000000080002134, INSTR: 0x6d7e8e93, REG x29: 0x00000000800426d7
PC: 0x0000000080002138, INSTR: 0x529ebb83, REG x23: 0x0000000000000000, MEM 0x0000000080042c00
PC: 0x000000008000213c, INSTR: 0x00080237, REG x4: 0x0000000000080000
PC: 0x0000000080002140, INSTR: 0x0272021b, REG x4: 0x0000000000080027
PC: 0x0000000080002144, INSTR: 0x00c21213, REG x4: 0x0000000080027000
PC: 0x0000000080002148, INSTR: 0x26d20213, REG x4: 0x000000008002726d
PC: 0x000000008000214c, INSTR: 0x8db23983, REG x19: 0x0000000000000000, MEM 0x0000000080026b48
PC: 0x0000000080002150, INSTR: 0x164ca813, REG x16: 0x0000000000000000
PC: 0x0000000080002154, INSTR: 0x00013d03, REG x26: 0x0000000000000000, MEM 0x000000008004fe20
PC: 0x0000000080002158, INSTR: 0x01010113, REG x2: 0x000000008004fe30
PC: 0x000000008000215c, INSTR: 0x00013003, MEM 0x000000008004fe30
PC: 0x0000000080002160, INSTR: 0x01010113, REG x2: 0x000000008004fe40
PC: 0x0000000080002164, INSTR: 0x00013983, REG x19: 0x000000008004c8e5, MEM 0x000000008004fe40
PC: 0x0000000080002168, INSTR: 0x01010113, REG x2: 0x000000008004fe50
PC: 0x000000008000216c, INSTR: 0x00013603, REG x12: 0x0000000080035a68, MEM 0x000000008004fe50
PC: 0x0000000080002170, INSTR: 0x01010113, REG x2: 0x000000008004fe60
PC: 0x0000000080002174, INSTR: 0x00013c03, REG x24: 0x0000000000000004, MEM 0x000000008004fe60
PC: 0x0000000080002178, INSTR: 0x01010113, REG x2: 0x000000008004fe70
PC: 0x000000008000217c, INSTR: 0x00013503, REG x10: 0x0000000000000000, MEM 0x000000008004fe70
PC: 0x0000000080002180, INSTR: 0x01010113, REG x2: 0x000000008004fe80
PC: 0x0000000080002184, INSTR: 0x00013e83, REG x29: 0x000000008004507c, MEM 0x000000008004fe80
PC: 0x0000000080002188, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x000000008000218c, INSTR: 0x00013183, REG x3: 0x0000000000000000, MEM 0x000000008004fe90
PC: 0x0000000080002190, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x0000000080002194, INSTR: 0x00013783, REG x15: 0x000000008002d931, MEM 0x000000008004fea0
PC: 0x0000000080002198, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x000000008000219c, INSTR: 0x00013d83, REG x27: 0x0000000080020a6d, MEM 0x000000008004feb0
PC: 0x00000000800021a0, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x00000000800021a4, INSTR: 0x00013203, REG x4: 0x0000000000000000, MEM 0x000000008004fec0
PC: 0x00000000800021a8, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x00000000800021ac, INSTR: 0x00013b83, REG x23: 0x0000000000000000, MEM 0x000000008004fed0
PC: 0x00000000800021b0, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x00000000800021b4, INSTR: 0x00013803, REG x16: 0x00000000800024d4, MEM 0x000000008004fee0
PC: 0x00000000800021b8, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x00000000800021bc, INSTR: 0x00013a83, REG x21: 0x0000000000000000, MEM 0x000000008004fef0
PC: 0x00000000800021c0, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x00000000800021c4, INSTR: 0x00008067
PC: 0x00000000800009b0, INSTR: 0x00785463
PC: 0x00000000800009b8, INSTR: 0x2000fab7, REG x21: 0x000000002000f000
PC: 0x00000000800009bc, INSTR: 0x002a9a93, REG x21: 0x000000008003c000
PC: 0x00000000800009c0, INSTR: 0x72da8a93, REG x21: 0x000000008003c72d
PC: 0x00000000800009c4, INSTR: 0xf23aef03, REG x30: 0x0000000000000000, MEM 0x000000008003c650
PC: 0x00000000800009c8, INSTR: 0x227c6c97, REG x25: 0x00000000a27c69c8
PC: 0x00000000800009cc, INSTR: 0x400212b7, REG x5: 0x0000000040021000
PC: 0x00000000800009d0, INSTR: 0x00129293, REG x5: 0x0000000080042000
PC: 0x00000000800009d4, INSTR: 0x29928293, REG x5: 0x0000000080042299
PC: 0x00000000800009d8, INSTR: 0x0c72bb03, REG x22: 0x0000000000000000, MEM 0x0000000080042360
PC: 0x00000000800009dc, INSTR: 0x000806b7, REG x13: 0x0000000000080000
PC: 0x00000000800009e0, INSTR: 0x04d6869b, REG x13: 0x000000000008004d
PC: 0x00000000800009e4, INSTR: 0x00c69693, REG x13: 0x000000008004d000
PC: 0x00000000800009e8, INSTR: 0x5a368693, REG x13: 0x000000008004d5a3
PC: 0x00000000800009ec, INSTR: 0xe856ae03, REG x28: 0x0000000000000000, MEM 0x000000008004d428
PC: 0x00000000800009f0, INSTR: 0x40015637, REG x12: 0x0000000040015000
PC: 0x00000000800009f4, INSTR: 0x00161613, REG x12: 0x000000008002a000
PC: 0x00000000800009f8, INSTR: 0xb4d60613, REG x12: 0x0000000080029b4d
PC: 0x00000000800009fc, INSTR: 0x04363c83, REG x25: 0x0000000000000000, MEM 0x0000000080029b90
PC: 0x0000000080000a00, INSTR: 0x20009bb7, REG x23: 0x0000000020009000
PC: 0x0000000080000a04, INSTR: 0x002b9b93, REG x23: 0x0000000080024000
PC: 0x0000000080000a08, INSTR: 0xee2b8b93, REG x23: 0x0000000080023ee2
PC: 0x0000000080000a0c, INSTR: 0xf1ebb783, REG x15: 0x0000000000000000, MEM 0x0000000080023e00
PC: 0x0000000080000a10, INSTR: 0x00080d37, REG x26: 0x0000000000080000
PC: 0x0000000080000a14, INSTR: 0x049d0d1b, REG x26: 0x0000000000080049
PC: 0x0000000080000a18, INSTR: 0x00cd1d13, REG x26: 0x0000000080049000
PC: 0x0000000080000a1c, INSTR: 0xed7d0d13, REG x26: 0x0000000080048ed7
PC: 0x0000000080000a20, INSTR: 0x729d3983, REG x19: 0x0000000000000000, MEM 0x0000000080049600
PC: 0x0000000080000a24, INSTR: 0x2000b6b7, REG x13: 0x000000002000b000
PC: 0x0000000080000a28, INSTR: 0x00269693, REG x13: 0x000000008002c000
PC: 0x0000000080000a2c, INSTR: 0x14f68693, REG x13: 0x000000008002c14f
PC: 0x0000000080000a30, INSTR: 0x3216b383, REG x7: 0x0000000000000000, MEM 0x000000008002c470
PC: 0x0000000080000a34, INSTR: 0x08004cb7, REG x25: 0x0000000008004000
PC: 0x0000000080000a38, INSTR: 0x923c8c9b, REG x25: 0x0000000008003923
PC: 0x0000000080000a3c, INSTR: 0x004c9c93, REG x25: 0x0000000080039230
PC: 0x0000000080000a40, INSTR: 0xf50cbf83, REG x31: 0x0000000000000000, MEM 0x0000000080039180
PC: 0x0000000080000a44, INSTR: 0x40027e37, REG x28: 0x0000000040027000
PC: 0x0000000080000a48, INSTR: 0x001e1e13, REG x28: 0x000000008004e000
PC: 0x0000000080000a4c, INSTR: 0x09de0e13, REG x28: 0x000000008004e09d
PC: 0x0000000080000a50, INSTR: 0x8c3e3f83, REG x31: 0x0000000000000000, MEM 0x000000008004d960
PC: 0x0000000080000a54, INSTR: 0x3f542437, REG x8: 0x000000003f542000
PC: 0x0000000080000a58, INSTR: 0x4001b9b7, REG x19: 0x000000004001b000
PC: 0x0000000080000a5c, INSTR: 0x00199993, REG x19: 0x0000000080036000
PC: 0x0000000080000a60, INSTR: 0x7b998993, REG x19: 0x00000000800367b9
PC: 0x0000000080000a64, INSTR: 0x3779b003, MEM 0x0000000080036b30
PC: 0x0000000080000a68, INSTR: 0x2000f437, REG x8: 0x000000002000f000
PC: 0x0000000080000a6c, INSTR: 0x00241413, REG x8: 0x000000008003c000
PC: 0x0000000080000a70, INSTR: 0x0b340413, REG x8: 0x000000008003c0b3
PC: 0x0000000080000a74, INSTR: 0x91543803, REG x16: 0x0000000000000000, MEM 0x000000008003b9c8
PC: 0x0000000080000a78, INSTR: 0x2000dd37, REG x26: 0x000000002000d000
PC: 0x0000000080000a7c, INSTR: 0x002d1d13, REG x26: 0x0000000080034000
PC: 0x0000000080000a80, INSTR: 0xca2d0d13, REG x26: 0x0000000080033ca2
PC: 0x0000000080000a84, INSTR: 0xccad6083, REG x1: 0x0000000000000000, MEM 0x000000008003396c
PC: 0x0000000080000a88, INSTR: 0x000809b7, REG x19: 0x0000000000080000
PC: 0x0000000080000a8c, INSTR: 0x0479899b, REG x19: 0x0000000000080047
PC: 0x0000000080000a90, INSTR: 0x00c99993, REG x19: 0x0000000080047000
PC: 0x0000000080000a94, INSTR: 0x01d98993, REG x19: 0x000000008004701d
PC: 0x0000000080000a98, INSTR: 0xc239bb03, REG x22: 0x0000000000000000, MEM 0x0000000080046c40
PC: 0x0000000080000a9c, INSTR: 0x400236b7, REG x13: 0x0000000040023000
PC: 0x0000000080000aa0, INSTR: 0x00169693, REG x13: 0x0000000080046000
PC: 0x0000000080000aa4, INSTR: 0x94a68693, REG x13: 0x000000008004594a
PC: 0x0000000080000aa8, INSTR: 0x1b66da83, REG x21: 0x0000000000000000, MEM 0x0000000080045b00
PC: 0x0000000080000aac, INSTR: 0x40017837, REG x16: 0x0000000040017000
PC: 0x0000000080000ab0, INSTR: 0x7098081b, REG x16: 0x0000000040017709
PC: 0x0000000080000ab4, INSTR: 0x00181813, REG x16: 0x000000008002ee12
PC: 0x0000000080000ab8, INSTR: 0x18883723, MEM 0x000000008002efa0: 0x000000008003c0b3
PC: 0x0000000080000abc, INSTR: 0x40027ab7, REG x21: 0x0000000040027000
PC: 0x0000000080000ac0, INSTR: 0x001a9a93, REG x21: 0x000000008004e000
PC: 0x0000000080000ac4, INSTR: 0x51fa8a93, REG x21: 0x000000008004e51f
PC: 0x0000000080000ac8, INSTR: 0x7a9abb83, REG x23: 0x0000000000000000, MEM 0x000000008004ecc8
PC: 0x0000000080000acc, INSTR: 0x400238b7, REG x17: 0x0000000040023000
PC: 0x0000000080000ad0, INSTR: 0x00189893, REG x17: 0x0000000080046000
PC: 0x0000000080000ad4, INSTR: 0xec388893, REG x17: 0x0000000080045ec3
PC: 0x0000000080000ad8, INSTR: 0xe2d8bd03, REG x26: 0x0000000000000000, MEM 0x0000000080045cf0
PC: 0x0000000080000adc, INSTR: 0x40017fb7, REG x31: 0x0000000040017000
PC: 0x0000000080000ae0, INSTR: 0x001f9f93, REG x31: 0x000000008002e000
PC: 0x0000000080000ae4, INSTR: 0xc78f8f93, REG x31: 0x000000008002dc78
PC: 0x0000000080000ae8, INSTR: 0x148fba03, REG x20: 0x0000000000000000, MEM 0x000000008002ddc0
PC: 0x0000000080000aec, INSTR: 0x00def463
PC: 0x0000000080000af0, INSTR: 0x0040006f
PC: 0x0000000080000af4, INSTR: 0x00a34463
PC: 0x0000000080000af8, INSTR: 0x0040006f
PC: 0x0000000080000afc, INSTR: 0x06412093, REG x1: 0x0000000000000000
PC: 0x0000000080000b00, INSTR: 0x40023f37, REG x30: 0x0000000040023000
PC: 0x0000000080000b04, INSTR: 0x001f1f13, REG x30: 0x0000000080046000
PC: 0x0000000080000b08, INSTR: 0xf93f0f13, REG x30: 0x0000000080045f93
PC: 0x0000000080000b0c, INSTR: 0x6d3f18a3, MEM 0x0000000080046664: 0x000000000000701d
PC: 0x0000000080000b10, INSTR: 0x10009c37, REG x24: 0x0000000010009000
PC: 0x0000000080000b14, INSTR: 0x003c1c13, REG x24: 0x0000000080048000
PC: 0x0000000080000b18, INSTR: 0x94cc0c13, REG x24: 0x000000008004794c
PC: 0x0000000080000b1c, INSTR: 0xe5bc05a3, MEM 0x0000000080047797: 0x000000000000006d
PC: 0x0000000080000b20, INSTR: 0x21e1a713, REG x14: 0x0000000000000001
PC: 0x0000000080000b24, INSTR: 0x01f6501b
PC: 0x0000000080000b28, INSTR: 0x00e2a733, REG x14: 0x0000000000000000
PC: 0x0000000080000b2c, INSTR: 0x00080a37, REG x20: 0x0000000000080000
PC: 0x0000000080000b30, INSTR: 0x039a0a1b, REG x20: 0x0000000000080039
PC: 0x0000000080000b34, INSTR: 0x00ca1a13, REG x20: 0x0000000080039000
PC: 0x0000000080000b38, INSTR: 0x21ba0a13, REG x20: 0x000000008003921b
PC: 0x0000000080000b3c, INSTR: 0x6c2a04a3, MEM 0x00000000800398e4: 0x0000000000000000
PC: 0x0000000080000b40, INSTR: 0x040015b7, REG x11: 0x0000000004001000
PC: 0x0000000080000b44, INSTR: 0x00559593, REG x11: 0x0000000080020000
PC: 0x0000000080000b48, INSTR: 0x56058593, REG x11: 0x0000000080020560
PC: 0x0000000080000b4c, INSTR: 0xf185b083, REG x1: 0x0000000000000000, MEM 0x0000000080020478
PC: 0x0000000080000b50, INSTR: 0x01391db3, REG x27: 0x1000876260000000
PC: 0x0000000080000b54, INSTR: 0x000809b7, REG x19: 0x0000000000080000
PC: 0x0000000080000b58, INSTR: 0x0339899b, REG x19: 0x0000000000080033
PC: 0x0000000080000b5c, INSTR: 0x00c99993, REG x19: 0x0000000080033000
PC: 0x0000000080000b60, INSTR: 0x0e198993, REG x19: 0x00000000800330e1
PC: 0x0000000080000b64, INSTR: 0x60a9a7a3, MEM 0x00000000800336f0: 0x0000000000000000
PC: 0x0000000080000b68, INSTR: 0x10005b37, REG x22: 0x0000000010005000
PC: 0x0000000080000b6c, INSTR: 0xd3bb0b1b, REG x22: 0x0000000010004d3b
PC: 0x0000000080000b70, INSTR: 0x003b1b13, REG x22: 0x00000000800269d8
PC: 0x0000000080000b74, INSTR: 0x678b3b03, REG x22: 0x0000000000000000, MEM 0x0000000080027050
PC: 0x0000000080000b78, INSTR: 0x20013537, REG x10: 0x0000000020013000
PC: 0x0000000080000b7c, INSTR: 0x00251513, REG x10: 0x000000008004c000
PC: 0x0000000080000b80, INSTR: 0x14250513, REG x10: 0x000000008004c142
PC: 0x0000000080000b84, INSTR: 0x83653783, REG x15: 0x0000000000000000, MEM 0x000000008004b978
PC: 0x0000000080000b88, INSTR: 0x007de233, REG x4: 0x1000876260000000
