PC: 0x0000000080000000, INSTR: 0x080055b7, REG x11: 0x0000000008005000
PC: 0x0000000080000608, INSTR: 0x0040006f
PC: 0x000000008000060c, INSTR: 0x00a6d3b3, REG x7: 0x0000000000000000
PC: 0x0000000080000610, INSTR: 0xf60c84e3
PC: 0x0000000080000614, INSTR: 0x0040006f
PC: 0x0000000080000618, INSTR: 0x01b06b33, REG x22: 0x9c256e49debe5819
PC: 0x000000008000061c, INSTR: 0x40095c1b, REG x24: 0x0000000000000001
PC: 0x0000000080000620, INSTR: 0x01470463
PC: 0x0000000080000624, INSTR: 0x0040006f
PC: 0x0000000080000628, INSTR: 0x02321f13, REG x30: 0x0000000000000000
PC: 0x000000008000062c, INSTR: 0x2f740e93, REG x29: 0x27dda16406b88d1c
PC: 0x0000000080000630, INSTR: 0xe20206e3
PC: 0x000000008000045c, INSTR: 0x00168693, REG x13: 0x0000000000000002
PC: 0x0000000080000460, INSTR: 0x0026d213, REG x4: 0x0000000000000000
PC: 0x0000000080000464, INSTR: 0x11df0063
PC: 0x0000000080000468, INSTR: 0x0040006f
PC: 0x000000008000046c, INSTR: 0x005e573b, REG x14: 0x0000000000000000
PC: 0x0000000080000470, INSTR: 0x00000293, REG x5: 0x0000000000000000
PC: 0x0000000080000474, INSTR: 0x00000593, REG x11: 0x0000000000000000
PC: 0x0000000080000478, INSTR: 0x0040006f
PC: 0x000000008000047c, INSTR: 0x151010ef, REG x1: 0x0000000080000480
PC: 0x0000000080001dcc, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x0000000080001dd0, INSTR: 0x00913023, MEM 0x000000008004fef0: 0xecc0deba3a03ebb3
PC: 0x0000000080001dd4, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001dd8, INSTR: 0x00b13023, MEM 0x000000008004fee0: 0x0000000000000000
PC: 0x0000000080001ddc, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x0000000080001de0, INSTR: 0x00613023, MEM 0x000000008004fed0: 0x000000008002cfd0
PC: 0x0000000080001de4, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001de8, INSTR: 0x00d13023, MEM 0x000000008004fec0: 0x0000000000000002
PC: 0x0000000080001dec, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x0000000080001df0, INSTR: 0x00113023, MEM 0x000000008004feb0: 0x0000000080000480
PC: 0x0000000080001df4, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001df8, INSTR: 0x00813023, MEM 0x000000008004fea0: 0x27dda16406b88a25
PC: 0x0000000080001dfc, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x0000000080001e00, INSTR: 0x00f13023, MEM 0x000000008004fe90: 0x55f9d40c4f6d5aae
PC: 0x0000000080001e04, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x0000000080001e08, INSTR: 0x01d13023, MEM 0x000000008004fe80: 0x27dda16406b88d1c
PC: 0x0000000080001e0c, INSTR: 0xff010113, REG x2: 0x000000008004fe70
PC: 0x0000000080001e10, INSTR: 0x00a13023, MEM 0x000000008004fe70: 0x000000008004db3c
PC: 0x0000000080001e14, INSTR: 0xff010113, REG x2: 0x000000008004fe60
PC: 0x0000000080001e18, INSTR: 0x01313023, MEM 0x000000008004fe60: 0x0000000000000000
PC: 0x0000000080001e1c, INSTR: 0xff010113, REG x2: 0x000000008004fe50
PC: 0x0000000080001e20, INSTR: 0x00713023, MEM 0x000000008004fe50: 0x0000000000000000
PC: 0x0000000080001e24, INSTR: 0x00000993, REG x19: 0x0000000000000000
PC: 0x0000000080001e28, INSTR: 0x00000593, REG x11: 0x0000000000000000
PC: 0x0000000080001e2c, INSTR: 0x0040006f
PC: 0x0000000080001e30, INSTR: 0x00198993, REG x19: 0x0000000000000001
PC: 0x0000000080001e34, INSTR: 0x0029d593, REG x11: 0x0000000000000000
PC: 0x0000000080001e38, INSTR: 0xfe058ce3
PC: 0x0000000080001e30, INSTR: 0x00198993, REG x19: 0x0000000000000002
PC: 0x0000000080001e34, INSTR: 0x0029d593, REG x11: 0x0000000000000000
PC: 0x0000000080001e38, INSTR: 0xfe058ce3
PC: 0x0000000080001e30, INSTR: 0x00198993, REG x19: 0x0000000000000003
PC: 0x0000000080001e34, INSTR: 0x0029d593, REG x11: 0x0000000000000000
PC: 0x0000000080001e38, INSTR: 0xfe058ce3
PC: 0x0000000080001e30, INSTR: 0x00198993, REG x19: 0x0000000000000004
PC: 0x0000000080001e34, INSTR: 0x0029d593, REG x11: 0x0000000000000001
PC: 0x0000000080001e38, INSTR: 0xfe058ce3
PC: 0x0000000080001e3c, INSTR: 0x0040006f
PC: 0x0000000080001e40, INSTR: 0x00000e93, REG x29: 0x0000000000000000
PC: 0x0000000080001e44, INSTR: 0x00000793, REG x15: 0x0000000000000000
PC: 0x0000000080001e48, INSTR: 0x0040006f
PC: 0x0000000080001e4c, INSTR: 0x001e8e93, REG x29: 0x0000000000000001
PC: 0x0000000080001e50, INSTR: 0x002ed793, REG x15: 0x0000000000000000
PC: 0x0000000080001e54, INSTR: 0xfe078ce3
PC: 0x0000000080001e4c, INSTR: 0x001e8e93, REG x29: 0x0000000000000002
PC: 0x0000000080001e50, INSTR: 0x002ed793, REG x15: 0x0000000000000000
PC: 0x0000000080001e54, INSTR: 0xfe078ce3
PC: 0x0000000080001e4c, INSTR: 0x001e8e93, REG x29: 0x0000000000000003
PC: 0x0000000080001e50, INSTR: 0x002ed793, REG x15: 0x0000000000000000
PC: 0x0000000080001e54, INSTR: 0xfe078ce3
PC: 0x0000000080001e4c, INSTR: 0x001e8e93, REG x29: 0x0000000000000004
PC: 0x0000000080001e50, INSTR: 0x002ed793, REG x15: 0x0000000000000001
PC: 0x0000000080001e54, INSTR: 0xfe078ce3
PC: 0x0000000080001e58, INSTR: 0x0040006f
PC: 0x0000000080001e5c, INSTR: 0x04650e63
PC: 0x0000000080001e60, INSTR: 0x0040006f
PC: 0x0000000080001e64, INSTR: 0x40023537, REG x10: 0x0000000040023000
PC: 0x0000000080001e68, INSTR: 0x00151513, REG x10: 0x0000000080046000
PC: 0x0000000080001e6c, INSTR: 0x39d50513, REG x10: 0x000000008004639d
PC: 0x0000000080001e70, INSTR: 0x622510a3, MEM 0x00000000800469be: 0x000000000000fe50
PC: 0x0000000080001e74, INSTR: 0x5c0000ef, REG x1: 0x0000000080001e78
PC: 0x0000000080002434, INSTR: 0xff010113, REG x2: 0x000000008004fe40
PC: 0x0000000080002438, INSTR: 0x01e13023, MEM 0x000000008004fe40: 0x0000000000000000
PC: 0x000000008000243c, INSTR: 0xff010113, REG x2: 0x000000008004fe30
PC: 0x0000000080002440, INSTR: 0x01213023, MEM 0x000000008004fe30: 0x0000000000000001
PC: 0x0000000080002444, INSTR: 0xff010113, REG x2: 0x000000008004fe20
PC: 0x0000000080002448, INSTR: 0x00813023, MEM 0x000000008004fe20: 0x27dda16406b88a25
PC: 0x000000008000244c, INSTR: 0xff010113, REG x2: 0x000000008004fe10
PC: 0x0000000080002450, INSTR: 0x01613023, MEM 0x000000008004fe10: 0x9c256e49debe5819
PC: 0x0000000080002454, INSTR: 0xff010113, REG x2: 0x000000008004fe00
PC: 0x0000000080002458, INSTR: 0x00a13023, MEM 0x000000008004fe00: 0x000000008004639d
PC: 0x000000008000245c, INSTR: 0xff010113, REG x2: 0x000000008004fdf0
PC: 0x0000000080002460, INSTR: 0x01813023, MEM 0x000000008004fdf0: 0x0000000000000001
PC: 0x0000000080002464, INSTR: 0xff010113, REG x2: 0x000000008004fde0
PC: 0x0000000080002468, INSTR: 0x00513023, MEM 0x000000008004fde0: 0x0000000000000000
PC: 0x000000008000246c, INSTR: 0xff010113, REG x2: 0x000000008004fdd0
PC: 0x0000000080002470, INSTR: 0x00e13023, MEM 0x000000008004fdd0: 0x0000000000000000
PC: 0x0000000080002474, INSTR: 0x00000293, REG x5: 0x0000000000000000
PC: 0x0000000080002478, INSTR: 0x00400b13, REG x22: 0x0000000000000004
PC: 0x000000008000247c, INSTR: 0x0040006f
PC: 0x0000000080002480, INSTR: 0x39986713, REG x14: 0x0000000000000399
PC: 0x0000000080002484, INSTR: 0x00128293, REG x5: 0x0000000000000001
PC: 0x0000000080002488, INSTR: 0x01298463
PC: 0x000000008000248c, INSTR: 0x0040006f
PC: 0x0000000080002490, INSTR: 0x01f49463
PC: 0x0000000080002498, INSTR: 0xff62e4e3
PC: 0x0000000080002480, INSTR: 0x39986713, REG x14: 0x0000000000000399
PC: 0x0000000080002484, INSTR: 0x00128293, REG x5: 0x0000000000000002
PC: 0x0000000080002488, INSTR: 0x01298463
PC: 0x000000008000248c, INSTR: 0x0040006f
PC: 0x0000000080002490, INSTR: 0x01f49463
PC: 0x0000000080002498, INSTR: 0xff62e4e3
PC: 0x0000000080002480, INSTR: 0x39986713, REG x14: 0x0000000000000399
PC: 0x0000000080002484, INSTR: 0x00128293, REG x5: 0x0000000000000003
PC: 0x0000000080002488, INSTR: 0x01298463
PC: 0x000000008000248c, INSTR: 0x0040006f
PC: 0x0000000080002490, INSTR: 0x01f49463
PC: 0x0000000080002498, INSTR: 0xff62e4e3
PC: 0x0000000080002480, INSTR: 0x39986713, REG x14: 0x0000000000000399
PC: 0x0000000080002484, INSTR: 0x00128293, REG x5: 0x0000000000000004
PC: 0x0000000080002488, INSTR: 0x01298463
PC: 0x000000008000248c, INSTR: 0x0040006f
PC: 0x0000000080002490, INSTR: 0x01f49463
PC: 0x0000000080002498, INSTR: 0xff62e4e3
PC: 0x000000008000249c, INSTR: 0x0040006f
PC: 0x00000000800024a0, INSTR: 0x044f8063
PC: 0x00000000800024a4, INSTR: 0x0040006f
PC: 0x00000000800024a8, INSTR: 0x3ff5f413, REG x8: 0x0000000000000001
PC: 0x00000000800024ac, INSTR: 0x2000d937, REG x18: 0x000000002000d000
PC: 0x00000000800024b0, INSTR: 0x00291913, REG x18: 0x0000000080034000
PC: 0x00000000800024b4, INSTR: 0xf4c90913, REG x18: 0x0000000080033f4c
PC: 0x00000000800024b8, INSTR: 0xa9495403, REG x8: 0x0000000000000000, MEM 0x00000000800339e0
PC: 0x00000000800024bc, INSTR: 0x00000513, REG x10: 0x0000000000000000
PC: 0x00000000800024c0, INSTR: 0x00000f13, REG x30: 0x0000000000000000
PC: 0x00000000800024c4, INSTR: 0x0040006f
PC: 0x00000000800024c8, INSTR: 0x00b8dc13, REG x24: 0x000000000010009f
PC: 0x00000000800024cc, INSTR: 0x0158573b, REG x14: 0x0000000000000000
PC: 0x00000000800024d0, INSTR: 0x00150513, REG x10: 0x0000000000000001
PC: 0x00000000800024d4, INSTR: 0x00255f13, REG x30: 0x0000000000000000
PC: 0x00000000800024d8, INSTR: 0xfe0f08e3
PC: 0x00000000800024c8, INSTR: 0x00b8dc13, REG x24: 0x000000000010009f
PC: 0x00000000800024cc, INSTR: 0x0158573b, REG x14: 0x0000000000000000
PC: 0x00000000800024d0, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x00000000800024d4, INSTR: 0x00255f13, REG x30: 0x0000000000000000
PC: 0x00000000800024d8, INSTR: 0xfe0f08e3
PC: 0x00000000800024c8, INSTR: 0x00b8dc13, REG x24: 0x000000000010009f
PC: 0x00000000800024cc, INSTR: 0x0158573b, REG x14: 0x0000000000000000
PC: 0x00000000800024d0, INSTR: 0x00150513, REG x10: 0x0000000000000003
PC: 0x00000000800024d4, INSTR: 0x00255f13, REG x30: 0x0000000000000000
PC: 0x00000000800024d8, INSTR: 0xfe0f08e3
PC: 0x00000000800024c8, INSTR: 0x00b8dc13, REG x24: 0x000000000010009f
PC: 0x00000000800024cc, INSTR: 0x0158573b, REG x14: 0x0000000000000000
PC: 0x00000000800024d0, INSTR: 0x00150513, REG x10: 0x0000000000000004
PC: 0x00000000800024d4, INSTR: 0x00255f13, REG x30: 0x0000000000000001
PC: 0x00000000800024d8, INSTR: 0xfe0f08e3
PC: 0x00000000800024dc, INSTR: 0x0040006f
PC: 0x00000000800024e0, INSTR: 0x00013703, REG x14: 0x0000000000000000, MEM 0x000000008004fdd0
PC: 0x00000000800024e4, INSTR: 0x01010113, REG x2: 0x000000008004fde0
PC: 0x00000000800024e8, INSTR: 0x00013283, REG x5: 0x0000000000000000, MEM 0x000000008004fde0
PC: 0x00000000800024ec, INSTR: 0x01010113, REG x2: 0x000000008004fdf0
PC: 0x00000000800024f0, INSTR: 0x00013c03, REG x24: 0x0000000000000001, MEM 0x000000008004fdf0
PC: 0x00000000800024f4, INSTR: 0x01010113, REG x2: 0x000000008004fe00
PC: 0x00000000800024f8, INSTR: 0x00013503, REG x10: 0x000000008004639d, MEM 0x000000008004fe00
PC: 0x00000000800024fc, INSTR: 0x01010113, REG x2: 0x000000008004fe10
PC: 0x0000000080002500, INSTR: 0x00013b03, REG x22: 0x9c256e49debe5819, MEM 0x000000008004fe10
PC: 0x0000000080002504, INSTR: 0x01010113, REG x2: 0x000000008004fe20
PC: 0x0000000080002508, INSTR: 0x00013403, REG x8: 0x27dda16406b88a25, MEM 0x000000008004fe20
PC: 0x000000008000250c, INSTR: 0x01010113, REG x2: 0x000000008004fe30
PC: 0x0000000080002510, INSTR: 0x00013903, REG x18: 0x0000000000000001, MEM 0x000000008004fe30
PC: 0x0000000080002514, INSTR: 0x01010113, REG x2: 0x000000008004fe40
PC: 0x0000000080002518, INSTR: 0x00013f03, REG x30: 0x0000000000000000, MEM 0x000000008004fe40
PC: 0x000000008000251c, INSTR: 0x01010113, REG x2: 0x000000008004fe50
PC: 0x0000000080002520, INSTR: 0x00008067
PC: 0x0000000080001e78, INSTR: 0x00000313, REG x6: 0x0000000000000000
PC: 0x0000000080001e7c, INSTR: 0x00000413, REG x8: 0x0000000000000000
PC: 0x0000000080001e80, INSTR: 0x0040006f
PC: 0x0000000080001e84, INSTR: 0x01b61493, REG x9: 0xfffffff810000000
PC: 0x0000000080001e88, INSTR: 0x00130313, REG x6: 0x0000000000000001
PC: 0x0000000080001e8c, INSTR: 0x00235413, REG x8: 0x0000000000000000
PC: 0x0000000080001e90, INSTR: 0xfe040ae3
PC: 0x0000000080001e84, INSTR: 0x01b61493, REG x9: 0xfffffff810000000
PC: 0x0000000080001e88, INSTR: 0x00130313, REG x6: 0x0000000000000002
PC: 0x0000000080001e8c, INSTR: 0x00235413, REG x8: 0x0000000000000000
PC: 0x0000000080001e90, INSTR: 0xfe040ae3
PC: 0x0000000080001e84, INSTR: 0x01b61493, REG x9: 0xfffffff810000000
PC: 0x0000000080001e88, INSTR: 0x00130313, REG x6: 0x0000000000000003
PC: 0x0000000080001e8c, INSTR: 0x00235413, REG x8: 0x0000000000000000
PC: 0x0000000080001e90, INSTR: 0xfe040ae3
PC: 0x0000000080001e84, INSTR: 0x01b61493, REG x9: 0xfffffff810000000
PC: 0x0000000080001e88, INSTR: 0x00130313, REG x6: 0x0000000000000004
PC: 0x0000000080001e8c, INSTR: 0x00235413, REG x8: 0x0000000000000001
PC: 0x0000000080001e90, INSTR: 0xfe040ae3
PC: 0x0000000080001e94, INSTR: 0x0040006f
PC: 0x0000000080001e98, INSTR: 0x4148d7b3, REG x15: 0x000000000010009f
PC: 0x0000000080001e9c, INSTR: 0x00400593, REG x11: 0x0000000000000004
PC: 0x0000000080001ea0, INSTR: 0x00100393, REG x7: 0x0000000000000001
PC: 0x0000000080001ea4, INSTR: 0x0040006f
PC: 0x0000000080001ea8, INSTR: 0x400f86b3, REG x13: 0x00000000020013fc
PC: 0x0000000080001eac, INSTR: 0xfff58593, REG x11: 0x0000000000000003
PC: 0x0000000080001eb0, INSTR: 0xfe75fce3
PC: 0x0000000080001ea8, INSTR: 0x400f86b3, REG x13: 0x00000000020013fc
PC: 0x0000000080001eac, INSTR: 0xfff58593, REG x11: 0x0000000000000002
PC: 0x0000000080001eb0, INSTR: 0xfe75fce3
PC: 0x0000000080001ea8, INSTR: 0x400f86b3, REG x13: 0x00000000020013fc
PC: 0x0000000080001eac, INSTR: 0xfff58593, REG x11: 0x0000000000000001
PC: 0x0000000080001eb0, INSTR: 0xfe75fce3
PC: 0x0000000080001ea8, INSTR: 0x400f86b3, REG x13: 0x00000000020013fc
PC: 0x0000000080001eac, INSTR: 0xfff58593, REG x11: 0x0000000000000000
PC: 0x0000000080001eb0, INSTR: 0xfe75fce3
PC: 0x0000000080001eb4, INSTR: 0x0040006f
PC: 0x0000000080001eb8, INSTR: 0x00013383, REG x7: 0x0000000000000000, MEM 0x000000008004fe50
PC: 0x0000000080001ebc, INSTR: 0x01010113, REG x2: 0x000000008004fe60
PC: 0x0000000080001ec0, INSTR: 0x00013983, REG x19: 0x0000000000000000, MEM 0x000000008004fe60
PC: 0x0000000080001ec4, INSTR: 0x01010113, REG x2: 0x000000008004fe70
PC: 0x0000000080001ec8, INSTR: 0x00013503, REG x10: 0x000000008004db3c, MEM 0x000000008004fe70
PC: 0x0000000080001ecc, INSTR: 0x01010113, REG x2: 0x000000008004fe80
PC: 0x0000000080001ed0, INSTR: 0x00013e83, REG x29: 0x27dda16406b88d1c, MEM 0x000000008004fe80
PC: 0x0000000080001ed4, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x0000000080001ed8, INSTR: 0x00013783, REG x15: 0x55f9d40c4f6d5aae, MEM 0x000000008004fe90
PC: 0x0000000080001edc, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001ee0, INSTR: 0x00013403, REG x8: 0x27dda16406b88a25, MEM 0x000000008004fea0
PC: 0x0000000080001ee4, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x0000000080001ee8, INSTR: 0x00013083, REG x1: 0x0000000080000480, MEM 0x000000008004feb0
PC: 0x0000000080001eec, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001ef0, INSTR: 0x00013683, REG x13: 0x0000000000000002, MEM 0x000000008004fec0
PC: 0x0000000080001ef4, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x0000000080001ef8, INSTR: 0x00013303, REG x6: 0x000000008002cfd0, MEM 0x000000008004fed0
PC: 0x0000000080001efc, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001f00, INSTR: 0x00013583, REG x11: 0x0000000000000000, MEM 0x000000008004fee0
PC: 0x0000000080001f04, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x0000000080001f08, INSTR: 0x00013483, REG x9: 0xecc0deba3a03ebb3, MEM 0x000000008004fef0
PC: 0x0000000080001f0c, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x0000000080001f10, INSTR: 0x00008067
PC: 0x0000000080000480, INSTR: 0x44f6031b, REG x6: 0x0000000000000351
PC: 0x0000000080000484, INSTR: 0x00128293, REG x5: 0x0000000000000001
PC: 0x0000000080000488, INSTR: 0x0022d593, REG x11: 0x0000000000000000
PC: 0x000000008000048c, INSTR: 0xfe0588e3
PC: 0x000000008000047c, INSTR: 0x151010ef, REG x1: 0x0000000080000480
PC: 0x0000000080001dcc, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x0000000080001dd0, INSTR: 0x00913023, MEM 0x000000008004fef0: 0xecc0deba3a03ebb3
PC: 0x0000000080001dd4, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001dd8, INSTR: 0x00b13023, MEM 0x000000008004fee0: 0x0000000000000000
PC: 0x0000000080001ddc, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x0000000080001de0, INSTR: 0x00613023, MEM 0x000000008004fed0: 0x0000000000000351
PC: 0x0000000080001de4, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001de8, INSTR: 0x00d13023, MEM 0x000000008004fec0: 0x0000000000000002
PC: 0x0000000080001dec, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x0000000080001df0, INSTR: 0x00113023, MEM 0x000000008004feb0: 0x0000000080000480
PC: 0x0000000080001df4, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001df8, INSTR: 0x00813023, MEM 0x000000008004fea0: 0x27dda16406b88a25
PC: 0x0000000080001dfc, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x0000000080001e00, INSTR: 0x00f13023, MEM 0x000000008004fe90: 0x55f9d40c4f6d5aae
PC: 0x0000000080001e04, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x0000000080001e08, INSTR: 0x01d13023, MEM 0x000000008004fe80: 0x27dda16406b88d1c
PC: 0x0000000080001e0c, INSTR: 0xff010113, REG x2: 0x000000008004fe70
PC: 0x0000000080001e10, INSTR: 0x00a13023, MEM 0x000000008004fe70: 0x000000008004db3c
PC: 0x0000000080001e14, INSTR: 0xff010113, REG x2: 0x000000008004fe60
PC: 0x0000000080001e18, INSTR: 0x01313023, MEM 0x000000008004fe60: 0x0000000000000000
PC: 0x0000000080001e1c, INSTR: 0xff010113, REG x2: 0x000000008004fe50
PC: 0x0000000080001e20, INSTR: 0x00713023, MEM 0x000000008004fe50: 0x0000000000000000
PC: 0x0000000080001e24, INSTR: 0x00000993, REG x19: 0x0000000000000000
PC: 0x0000000080001e28, INSTR: 0x00000593, REG x11: 0x0000000000000000
PC: 0x0000000080001e2c, INSTR: 0x0040006f
PC: 0x0000000080001e30, INSTR: 0x00198993, REG x19: 0x0000000000000001
PC: 0x0000000080001e34, INSTR: 0x0029d593, REG x11: 0x0000000000000000
PC: 0x0000000080001e38, INSTR: 0xfe058ce3
PC: 0x0000000080001e30, INSTR: 0x00198993, REG x19: 0x0000000000000002
PC: 0x0000000080001e34, INSTR: 0x0029d593, REG x11: 0x0000000000000000
PC: 0x0000000080001e38, INSTR: 0xfe058ce3
PC: 0x0000000080001e30, INSTR: 0x00198993, REG x19: 0x0000000000000003
PC: 0x0000000080001e34, INSTR: 0x0029d593, REG x11: 0x0000000000000000
PC: 0x0000000080001e38, INSTR: 0xfe058ce3
PC: 0x0000000080001e30, INSTR: 0x00198993, REG x19: 0x0000000000000004
PC: 0x0000000080001e34, INSTR: 0x0029d593, REG x11: 0x0000000000000001
PC: 0x0000000080001e38, INSTR: 0xfe058ce3
PC: 0x0000000080001e3c, INSTR: 0x0040006f
PC: 0x0000000080001e40, INSTR: 0x00000e93, REG x29: 0x0000000000000000
PC: 0x0000000080001e44, INSTR: 0x00000793, REG x15: 0x0000000000000000
PC: 0x0000000080001e48, INSTR: 0x0040006f
PC: 0x0000000080001e4c, INSTR: 0x001e8e93, REG x29: 0x0000000000000001
PC: 0x0000000080001e50, INSTR: 0x002ed793, REG x15: 0x0000000000000000
PC: 0x0000000080001e54, INSTR: 0xfe078ce3
PC: 0x0000000080001e4c, INSTR: 0x001e8e93, REG x29: 0x0000000000000002
PC: 0x0000000080001e50, INSTR: 0x002ed793, REG x15: 0x0000000000000000
PC: 0x0000000080001e54, INSTR: 0xfe078ce3
PC: 0x0000000080001e4c, INSTR: 0x001e8e93, REG x29: 0x0000000000000003
PC: 0x0000000080001e50, INSTR: 0x002ed793, REG x15: 0x0000000000000000
PC: 0x0000000080001e54, INSTR: 0xfe078ce3
PC: 0x0000000080001e4c, INSTR: 0x001e8e93, REG x29: 0x0000000000000004
PC: 0x0000000080001e50, INSTR: 0x002ed793, REG x15: 0x0000000000000001
PC: 0x0000000080001e54, INSTR: 0xfe078ce3
PC: 0x0000000080001e58, INSTR: 0x0040006f
PC: 0x0000000080001e5c, INSTR: 0x04650e63
PC: 0x0000000080001e60, INSTR: 0x0040006f
PC: 0x0000000080001e64, INSTR: 0x40023537, REG x10: 0x0000000040023000
PC: 0x0000000080001e68, INSTR: 0x00151513, REG x10: 0x0000000080046000
PC: 0x0000000080001e6c, INSTR: 0x39d50513, REG x10: 0x000000008004639d
PC: 0x0000000080001e70, INSTR: 0x622510a3, MEM 0x00000000800469be: 0x000000000000fe50
PC: 0x0000000080001e74, INSTR: 0x5c0000ef, REG x1: 0x0000000080001e78
PC: 0x0000000080002434, INSTR: 0xff010113, REG x2: 0x000000008004fe40
PC: 0x0000000080002438, INSTR: 0x01e13023, MEM 0x000000008004fe40: 0x0000000000000000
PC: 0x000000008000243c, INSTR: 0xff010113, REG x2: 0x000000008004fe30
PC: 0x0000000080002440, INSTR: 0x01213023, MEM 0x000000008004fe30: 0x0000000000000001
PC: 0x0000000080002444, INSTR: 0xff010113, REG x2: 0x000000008004fe20
PC: 0x0000000080002448, INSTR: 0x00813023, MEM 0x000000008004fe20: 0x27dda16406b88a25
PC: 0x000000008000244c, INSTR: 0xff010113, REG x2: 0x000000008004fe10
PC: 0x0000000080002450, INSTR: 0x01613023, MEM 0x000000008004fe10: 0x9c256e49debe5819
PC: 0x0000000080002454, INSTR: 0xff010113, REG x2: 0x000000008004fe00
PC: 0x0000000080002458, INSTR: 0x00a13023, MEM 0x000000008004fe00: 0x000000008004639d
PC: 0x000000008000245c, INSTR: 0xff010113, REG x2: 0x000000008004fdf0
PC: 0x0000000080002460, INSTR: 0x01813023, MEM 0x000000008004fdf0: 0x0000000000000001
PC: 0x0000000080002464, INSTR: 0xff010113, REG x2: 0x000000008004fde0
PC: 0x0000000080002468, INSTR: 0x00513023, MEM 0x000000008004fde0: 0x0000000000000001
PC: 0x000000008000246c, INSTR: 0xff010113, REG x2: 0x000000008004fdd0
PC: 0x0000000080002470, INSTR: 0x00e13023, MEM 0x000000008004fdd0: 0x0000000000000000
PC: 0x0000000080002474, INSTR: 0x00000293, REG x5: 0x0000000000000000
PC: 0x0000000080002478, INSTR: 0x00400b13, REG x22: 0x0000000000000004
PC: 0x000000008000247c, INSTR: 0x0040006f
PC: 0x0000000080002480, INSTR: 0x39986713, REG x14: 0x0000000000000399
PC: 0x0000000080002484, INSTR: 0x00128293, REG x5: 0x0000000000000001
PC: 0x0000000080002488, INSTR: 0x01298463
PC: 0x000000008000248c, INSTR: 0x0040006f
PC: 0x0000000080002490, INSTR: 0x01f49463
PC: 0x0000000080002498, INSTR: 0xff62e4e3
PC: 0x0000000080002480, INSTR: 0x39986713, REG x14: 0x0000000000000399
PC: 0x0000000080002484, INSTR: 0x00128293, REG x5: 0x0000000000000002
PC: 0x0000000080002488, INSTR: 0x01298463
PC: 0x000000008000248c, INSTR: 0x0040006f
PC: 0x0000000080002490, INSTR: 0x01f49463
PC: 0x0000000080002498, INSTR: 0xff62e4e3
PC: 0x0000000080002480, INSTR: 0x39986713, REG x14: 0x0000000000000399
PC: 0x0000000080002484, INSTR: 0x00128293, REG x5: 0x0000000000000003
PC: 0x0000000080002488, INSTR: 0x01298463
PC: 0x000000008000248c, INSTR: 0x0040006f
PC: 0x0000000080002490, INSTR: 0x01f49463
PC: 0x0000000080002498, INSTR: 0xff62e4e3
PC: 0x0000000080002480, INSTR: 0x39986713, REG x14: 0x0000000000000399
PC: 0x0000000080002484, INSTR: 0x00128293, REG x5: 0x0000000000000004
PC: 0x0000000080002488, INSTR: 0x01298463
PC: 0x000000008000248c, INSTR: 0x0040006f
PC: 0x0000000080002490, INSTR: 0x01f49463
PC: 0x0000000080002498, INSTR: 0xff62e4e3
PC: 0x000000008000249c, INSTR: 0x0040006f
PC: 0x00000000800024a0, INSTR: 0x044f8063
PC: 0x00000000800024a4, INSTR: 0x0040006f
PC: 0x00000000800024a8, INSTR: 0x3ff5f413, REG x8: 0x0000000000000001
PC: 0x00000000800024ac, INSTR: 0x2000d937, REG x18: 0x000000002000d000
PC: 0x00000000800024b0, INSTR: 0x00291913, REG x18: 0x0000000080034000
PC: 0x00000000800024b4, INSTR: 0xf4c90913, REG x18: 0x0000000080033f4c
PC: 0x00000000800024b8, INSTR: 0xa9495403, REG x8: 0x0000000000000000, MEM 0x00000000800339e0
