PC: 0x0000000080000000, INSTR: 0x080052b7, REG x5: 0x0000000008005000
PC: 0x00000000800004d4, INSTR: 0x39559703, REG x14: 0x0000000000000000, MEM 0x000000008004c1f8
PC: 0x00000000800004d8, INSTR: 0xad407a13, REG x20: 0x0000000000000000
PC: 0x00000000800004dc, INSTR: 0x00bf9463
PC: 0x00000000800004e4, INSTR: 0xa612c097, REG x1: 0x000000002612c4e4
PC: 0x00000000800004e8, INSTR: 0x0090f5b3, REG x11: 0x0000000000004004
PC: 0x00000000800004ec, INSTR: 0xc2da5297, REG x5: 0x0000000042da54ec
PC: 0x00000000800004f0, INSTR: 0x00e69cb3, REG x25: 0x20020c00b40a0000
PC: 0x00000000800004f4, INSTR: 0x013bf2b3, REG x5: 0xb1219a2485030000
PC: 0x00000000800004f8, INSTR: 0x41020633, REG x12: 0x562ffc51b2b9e9b6
PC: 0x00000000800004fc, INSTR: 0x40025537, REG x10: 0x0000000040025000
PC: 0x0000000080000500, INSTR: 0x00151513, REG x10: 0x000000008004a000
PC: 0x0000000080000504, INSTR: 0x84c50513, REG x10: 0x000000008004984c
PC: 0x0000000080000508, INSTR: 0xf3451423, MEM 0x0000000080049774: 0x0000000000000000
PC: 0x000000008000050c, INSTR: 0x0038f433, REG x8: 0x0000000000000000
PC: 0x0000000080000510, INSTR: 0x008cfa33, REG x20: 0x0000000000000000
PC: 0x0000000080000514, INSTR: 0x018dfa33, REG x20: 0x0000000044000000
PC: 0x0000000080000518, INSTR: 0xe2977a97, REG x21: 0x0000000062977518
PC: 0x000000008000051c, INSTR: 0x01cb7db3, REG x27: 0x0000000000000000
PC: 0x0000000080000520, INSTR: 0x41b30cb3, REG x25: 0x0000000000000000
PC: 0x0000000080000524, INSTR: 0x00798463
PC: 0x0000000080000528, INSTR: 0x0040006f
PC: 0x000000008000052c, INSTR: 0x01dcf6b3, REG x13: 0x0000000000000000
PC: 0x0000000080000530, INSTR: 0x00f37db3, REG x27: 0x0000000000000000
PC: 0x0000000080000534, INSTR: 0x2f90006f
PC: 0x000000008000102c, INSTR: 0x00197533, REG x10: 0x000000000400c400
PC: 0x0000000080001030, INSTR: 0xcb874293, REG x5: 0xfffffffffffffcb8
PC: 0x0000000080001034, INSTR: 0x00400a13, REG x20: 0x0000000000000004
PC: 0x0000000080001038, INSTR: 0x00100993, REG x19: 0x0000000000000001
PC: 0x000000008000103c, INSTR: 0x0040006f
PC: 0x0000000080001040, INSTR: 0x08003eb7, REG x29: 0x0000000008003000
PC: 0x0000000080001044, INSTR: 0x004e9e93, REG x29: 0x0000000080030000
PC: 0x0000000080001048, INSTR: 0x18ee8e93, REG x29: 0x000000008003018e
PC: 0x000000008000104c, INSTR: 0x718e85a3, MEM 0x0000000080030899: 0x0000000000000000
PC: 0x0000000080001050, INSTR: 0x00257233, REG x4: 0x000000000000c400
PC: 0x0000000080001054, INSTR: 0x012bf933, REG x18: 0x5edaef108401e000
PC: 0x0000000080001058, INSTR: 0x00d57033
PC: 0x000000008000105c, INSTR: 0x000800b7, REG x1: 0x0000000000080000
PC: 0x0000000080001060, INSTR: 0x0490809b, REG x1: 0x0000000000080049
PC: 0x0000000080001064, INSTR: 0x00c09093, REG x1: 0x0000000080049000
PC: 0x0000000080001068, INSTR: 0xd4908093, REG x1: 0x0000000080048d49
PC: 0x000000008000106c, INSTR: 0x92908923, MEM 0x000000008004867b: 0x000000000000000c
PC: 0x0000000080001070, INSTR: 0x005dfb33, REG x22: 0x0000000000000000
PC: 0x0000000080001074, INSTR: 0x4001d837, REG x16: 0x000000004001d000
PC: 0x0000000080001078, INSTR: 0xa298081b, REG x16: 0x000000004001ca29
PC: 0x000000008000107c, INSTR: 0x00181813, REG x16: 0x0000000080039452
PC: 0x0000000080001080, INSTR: 0xb8383323, MEM 0x0000000080038fd8: 0x2008210590080082
PC: 0x0000000080001084, INSTR: 0x0170f2b3, REG x5: 0x0000000080008000
PC: 0x0000000080001088, INSTR: 0x3c4bcf13, REG x30: 0xffffffffcd0be3c4
PC: 0x000000008000108c, INSTR: 0x425c3e13, REG x28: 0x0000000000000000
PC: 0x0000000080001090, INSTR: 0x018fed33, REG x26: 0xc169f43aee586b88
PC: 0x0000000080001094, INSTR: 0x414200bb, REG x1: 0x000000000000c3fc
PC: 0x0000000080001098, INSTR: 0x01c5fb33, REG x22: 0x0000000000000000
PC: 0x000000008000109c, INSTR: 0xfffa0a13, REG x20: 0x0000000000000003
PC: 0x00000000800010a0, INSTR: 0xfb3a50e3
PC: 0x0000000080001040, INSTR: 0x08003eb7, REG x29: 0x0000000008003000
PC: 0x0000000080001044, INSTR: 0x004e9e93, REG x29: 0x0000000080030000
PC: 0x0000000080001048, INSTR: 0x18ee8e93, REG x29: 0x000000008003018e
PC: 0x000000008000104c, INSTR: 0x718e85a3, MEM 0x0000000080030899: 0x0000000000000000
PC: 0x0000000080001050, INSTR: 0x00257233, REG x4: 0x000000000000c400
PC: 0x0000000080001054, INSTR: 0x012bf933, REG x18: 0x5edaef108401e000
PC: 0x0000000080001058, INSTR: 0x00d57033
PC: 0x000000008000105c, INSTR: 0x000800b7, REG x1: 0x0000000000080000
PC: 0x0000000080001060, INSTR: 0x0490809b, REG x1: 0x0000000000080049
PC: 0x0000000080001064, INSTR: 0x00c09093, REG x1: 0x0000000080049000
PC: 0x0000000080001068, INSTR: 0xd4908093, REG x1: 0x0000000080048d49
PC: 0x000000008000106c, INSTR: 0x92908923, MEM 0x000000008004867b: 0x000000000000000c
PC: 0x0000000080001070, INSTR: 0x005dfb33, REG x22: 0x0000000000000000
PC: 0x0000000080001074, INSTR: 0x4001d837, REG x16: 0x000000004001d000
PC: 0x0000000080001078, INSTR: 0xa298081b, REG x16: 0x000000004001ca29
PC: 0x000000008000107c, INSTR: 0x00181813, REG x16: 0x0000000080039452
PC: 0x0000000080001080, INSTR: 0xb8383323, MEM 0x0000000080038fd8: 0x2008210590080082
PC: 0x0000000080001084, INSTR: 0x0170f2b3, REG x5: 0x0000000080008000
PC: 0x0000000080001088, INSTR: 0x3c4bcf13, REG x30: 0xffffffffcd0be3c4
PC: 0x000000008000108c, INSTR: 0x425c3e13, REG x28: 0x0000000000000000
PC: 0x0000000080001090, INSTR: 0x018fed33, REG x26: 0xc169f43aee586b88
PC: 0x0000000080001094, INSTR: 0x414200bb, REG x1: 0x000000000000c3fd
PC: 0x0000000080001098, INSTR: 0x01c5fb33, REG x22: 0x0000000000000000
PC: 0x000000008000109c, INSTR: 0xfffa0a13, REG x20: 0x0000000000000002
PC: 0x00000000800010a0, INSTR: 0xfb3a50e3
PC: 0x0000000080001040, INSTR: 0x08003eb7, REG x29: 0x0000000008003000
PC: 0x0000000080001044, INSTR: 0x004e9e93, REG x29: 0x0000000080030000
PC: 0x0000000080001048, INSTR: 0x18ee8e93, REG x29: 0x000000008003018e
PC: 0x000000008000104c, INSTR: 0x718e85a3, MEM 0x0000000080030899: 0x0000000000000000
PC: 0x0000000080001050, INSTR: 0x00257233, REG x4: 0x000000000000c400
PC: 0x0000000080001054, INSTR: 0x012bf933, REG x18: 0x5edaef108401e000
PC: 0x0000000080001058, INSTR: 0x00d57033
PC: 0x000000008000105c, INSTR: 0x000800b7, REG x1: 0x0000000000080000
PC: 0x0000000080001060, INSTR: 0x0490809b, REG x1: 0x0000000000080049
PC: 0x0000000080001064, INSTR: 0x00c09093, REG x1: 0x0000000080049000
PC: 0x0000000080001068, INSTR: 0xd4908093, REG x1: 0x0000000080048d49
PC: 0x000000008000106c, INSTR: 0x92908923, MEM 0x000000008004867b: 0x000000000000000c
PC: 0x0000000080001070, INSTR: 0x005dfb33, REG x22: 0x0000000000000000
PC: 0x0000000080001074, INSTR: 0x4001d837, REG x16: 0x000000004001d000
PC: 0x0000000080001078, INSTR: 0xa298081b, REG x16: 0x000000004001ca29
PC: 0x000000008000107c, INSTR: 0x00181813, REG x16: 0x0000000080039452
PC: 0x0000000080001080, INSTR: 0xb8383323, MEM 0x0000000080038fd8: 0x2008210590080082
PC: 0x0000000080001084, INSTR: 0x0170f2b3, REG x5: 0x0000000080008000
PC: 0x0000000080001088, INSTR: 0x3c4bcf13, REG x30: 0xffffffffcd0be3c4
PC: 0x000000008000108c, INSTR: 0x425c3e13, REG x28: 0x0000000000000000
PC: 0x0000000080001090, INSTR: 0x018fed33, REG x26: 0xc169f43aee586b88
PC: 0x0000000080001094, INSTR: 0x414200bb, REG x1: 0x000000000000c3fe
PC: 0x0000000080001098, INSTR: 0x01c5fb33, REG x22: 0x0000000000000000
PC: 0x000000008000109c, INSTR: 0xfffa0a13, REG x20: 0x0000000000000001
PC: 0x00000000800010a0, INSTR: 0xfb3a50e3
PC: 0x0000000080001040, INSTR: 0x08003eb7, REG x29: 0x0000000008003000
PC: 0x0000000080001044, INSTR: 0x004e9e93, REG x29: 0x0000000080030000
PC: 0x0000000080001048, INSTR: 0x18ee8e93, REG x29: 0x000000008003018e
PC: 0x000000008000104c, INSTR: 0x718e85a3, MEM 0x0000000080030899: 0x0000000000000000
PC: 0x0000000080001050, INSTR: 0x00257233, REG x4: 0x000000000000c400
PC: 0x0000000080001054, INSTR: 0x012bf933, REG x18: 0x5edaef108401e000
PC: 0x0000000080001058, INSTR: 0x00d57033
PC: 0x000000008000105c, INSTR: 0x000800b7, REG x1: 0x0000000000080000
PC: 0x0000000080001060, INSTR: 0x0490809b, REG x1: 0x0000000000080049
PC: 0x0000000080001064, INSTR: 0x00c09093, REG x1: 0x0000000080049000
PC: 0x0000000080001068, INSTR: 0xd4908093, REG x1: 0x0000000080048d49
PC: 0x000000008000106c, INSTR: 0x92908923, MEM 0x000000008004867b: 0x000000000000000c
PC: 0x0000000080001070, INSTR: 0x005dfb33, REG x22: 0x0000000000000000
PC: 0x0000000080001074, INSTR: 0x4001d837, REG x16: 0x000000004001d000
PC: 0x0000000080001078, INSTR: 0xa298081b, REG x16: 0x000000004001ca29
PC: 0x000000008000107c, INSTR: 0x00181813, REG x16: 0x0000000080039452
PC: 0x0000000080001080, INSTR: 0xb8383323, MEM 0x0000000080038fd8: 0x2008210590080082
PC: 0x0000000080001084, INSTR: 0x0170f2b3, REG x5: 0x0000000080008000
PC: 0x0000000080001088, INSTR: 0x3c4bcf13, REG x30: 0xffffffffcd0be3c4
PC: 0x000000008000108c, INSTR: 0x425c3e13, REG x28: 0x0000000000000000
PC: 0x0000000080001090, INSTR: 0x018fed33, REG x26: 0xc169f43aee586b88
PC: 0x0000000080001094, INSTR: 0x414200bb, REG x1: 0x000000000000c3ff
PC: 0x0000000080001098, INSTR: 0x01c5fb33, REG x22: 0x0000000000000000
PC: 0x000000008000109c, INSTR: 0xfffa0a13, REG x20: 0x0000000000000000
PC: 0x00000000800010a0, INSTR: 0xfb3a50e3
PC: 0x00000000800010a4, INSTR: 0x0040006f
PC: 0x00000000800010a8, INSTR: 0xce03f893, REG x17: 0x3ebeff4dfcea04e0
PC: 0x00000000800010ac, INSTR: 0x00dbfb33, REG x22: 0x0000000000000000
PC: 0x00000000800010b0, INSTR: 0x01627cb3, REG x25: 0x0000000000000000
PC: 0x00000000800010b4, INSTR: 0x011d7eb3, REG x29: 0x0028f408ec480080
PC: 0x00000000800010b8, INSTR: 0x07797463
PC: 0x00000000800010bc, INSTR: 0x0040006f
PC: 0x00000000800010c0, INSTR: 0x00000513, REG x10: 0x0000000000000000
PC: 0x00000000800010c4, INSTR: 0x00400593, REG x11: 0x0000000000000004
PC: 0x00000000800010c8, INSTR: 0x0040006f
PC: 0x00000000800010cc, INSTR: 0x41130cb3, REG x25: 0xc14100b20315fb20
PC: 0x00000000800010d0, INSTR: 0xd98ae093, REG x1: 0xfffffffffffffd98
PC: 0x00000000800010d4, INSTR: 0x01c0f1b3, REG x3: 0x0000000000000000
PC: 0x00000000800010d8, INSTR: 0x01cedb3b, REG x22: 0xffffffffec480080
PC: 0x00000000800010dc, INSTR: 0x5192b397, REG x7: 0x00000000d192c0dc
PC: 0x00000000800010e0, INSTR: 0x010df933, REG x18: 0x0000000000000000
PC: 0x00000000800010e4, INSTR: 0x00da07b3, REG x15: 0x0000000000000000
PC: 0x00000000800010e8, INSTR: 0x00080737, REG x14: 0x0000000000080000
PC: 0x00000000800010ec, INSTR: 0x03f7071b, REG x14: 0x000000000008003f
PC: 0x00000000800010f0, INSTR: 0x00c71713, REG x14: 0x000000008003f000
PC: 0x00000000800010f4, INSTR: 0xe4b70713, REG x14: 0x000000008003ee4b
PC: 0x00000000800010f8, INSTR: 0x09d73d83, REG x27: 0x0000000000000000, MEM 0x000000008003eee8
PC: 0x00000000800010fc, INSTR: 0x003a7833, REG x16: 0x0000000000000000
PC: 0x0000000080001100, INSTR: 0x01ecf633, REG x12: 0xc14100b20101e300
PC: 0x0000000080001104, INSTR: 0x013dd293, REG x5: 0x0000000000000000
PC: 0x0000000080001108, INSTR: 0x00e0fb33, REG x22: 0x000000008003ec08
PC: 0x000000008000110c, INSTR: 0x005e78b3, REG x17: 0x0000000000000000
PC: 0x0000000080001110, INSTR: 0x0f88e413, REG x8: 0x00000000000000f8
PC: 0x0000000080001114, INSTR: 0x00150513, REG x10: 0x0000000000000001
PC: 0x0000000080001118, INSTR: 0xfab56ae3
PC: 0x00000000800010cc, INSTR: 0x41130cb3, REG x25: 0x0000000000000000
PC: 0x00000000800010d0, INSTR: 0xd98ae093, REG x1: 0xfffffffffffffd98
PC: 0x00000000800010d4, INSTR: 0x01c0f1b3, REG x3: 0x0000000000000000
PC: 0x00000000800010d8, INSTR: 0x01cedb3b, REG x22: 0xffffffffec480080
PC: 0x00000000800010dc, INSTR: 0x5192b397, REG x7: 0x00000000d192c0dc
PC: 0x00000000800010e0, INSTR: 0x010df933, REG x18: 0x0000000000000000
PC: 0x00000000800010e4, INSTR: 0x00da07b3, REG x15: 0x0000000000000000
PC: 0x00000000800010e8, INSTR: 0x00080737, REG x14: 0x0000000000080000
PC: 0x00000000800010ec, INSTR: 0x03f7071b, REG x14: 0x000000000008003f
PC: 0x00000000800010f0, INSTR: 0x00c71713, REG x14: 0x000000008003f000
PC: 0x00000000800010f4, INSTR: 0xe4b70713, REG x14: 0x000000008003ee4b
PC: 0x00000000800010f8, INSTR: 0x09d73d83, REG x27: 0x0000000000000000, MEM 0x000000008003eee8
PC: 0x00000000800010fc, INSTR: 0x003a7833, REG x16: 0x0000000000000000
PC: 0x0000000080001100, INSTR: 0x01ecf633, REG x12: 0x0000000000000000
PC: 0x0000000080001104, INSTR: 0x013dd293, REG x5: 0x0000000000000000
PC: 0x0000000080001108, INSTR: 0x00e0fb33, REG x22: 0x000000008003ec08
PC: 0x000000008000110c, INSTR: 0x005e78b3, REG x17: 0x0000000000000000
PC: 0x0000000080001110, INSTR: 0x0f88e413, REG x8: 0x00000000000000f8
PC: 0x0000000080001114, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x0000000080001118, INSTR: 0xfab56ae3
PC: 0x00000000800010cc, INSTR: 0x41130cb3, REG x25: 0x0000000000000000
PC: 0x00000000800010d0, INSTR: 0xd98ae093, REG x1: 0xfffffffffffffd98
PC: 0x00000000800010d4, INSTR: 0x01c0f1b3, REG x3: 0x0000000000000000
PC: 0x00000000800010d8, INSTR: 0x01cedb3b, REG x22: 0xffffffffec480080
PC: 0x00000000800010dc, INSTR: 0x5192b397, REG x7: 0x00000000d192c0dc
PC: 0x00000000800010e0, INSTR: 0x010df933, REG x18: 0x0000000000000000
PC: 0x00000000800010e4, INSTR: 0x00da07b3, REG x15: 0x0000000000000000
PC: 0x00000000800010e8, INSTR: 0x00080737, REG x14: 0x0000000000080000
PC: 0x00000000800010ec, INSTR: 0x03f7071b, REG x14: 0x000000000008003f
PC: 0x00000000800010f0, INSTR: 0x00c71713, REG x14: 0x000000008003f000
PC: 0x00000000800010f4, INSTR: 0xe4b70713, REG x14: 0x000000008003ee4b
PC: 0x00000000800010f8, INSTR: 0x09d73d83, REG x27: 0x0000000000000000, MEM 0x000000008003eee8
PC: 0x00000000800010fc, INSTR: 0x003a7833, REG x16: 0x0000000000000000
PC: 0x0000000080001100, INSTR: 0x01ecf633, REG x12: 0x0000000000000000
PC: 0x0000000080001104, INSTR: 0x013dd293, REG x5: 0x0000000000000000
PC: 0x0000000080001108, INSTR: 0x00e0fb33, REG x22: 0x000000008003ec08
PC: 0x000000008000110c, INSTR: 0x005e78b3, REG x17: 0x0000000000000000
PC: 0x0000000080001110, INSTR: 0x0f88e413, REG x8: 0x00000000000000f8
PC: 0x0000000080001114, INSTR: 0x00150513, REG x10: 0x0000000000000003
PC: 0x0000000080001118, INSTR: 0xfab56ae3
PC: 0x00000000800010cc, INSTR: 0x41130cb3, REG x25: 0x0000000000000000
PC: 0x00000000800010d0, INSTR: 0xd98ae093, REG x1: 0xfffffffffffffd98
PC: 0x00000000800010d4, INSTR: 0x01c0f1b3, REG x3: 0x0000000000000000
PC: 0x00000000800010d8, INSTR: 0x01cedb3b, REG x22: 0xffffffffec480080
PC: 0x00000000800010dc, INSTR: 0x5192b397, REG x7: 0x00000000d192c0dc
PC: 0x00000000800010e0, INSTR: 0x010df933, REG x18: 0x0000000000000000
PC: 0x00000000800010e4, INSTR: 0x00da07b3, REG x15: 0x0000000000000000
PC: 0x00000000800010e8, INSTR: 0x00080737, REG x14: 0x0000000000080000
PC: 0x00000000800010ec, INSTR: 0x03f7071b, REG x14: 0x000000000008003f
PC: 0x00000000800010f0, INSTR: 0x00c71713, REG x14: 0x000000008003f000
PC: 0x00000000800010f4, INSTR: 0xe4b70713, REG x14: 0x000000008003ee4b
PC: 0x00000000800010f8, INSTR: 0x09d73d83, REG x27: 0x0000000000000000, MEM 0x000000008003eee8
PC: 0x00000000800010fc, INSTR: 0x003a7833, REG x16: 0x0000000000000000
PC: 0x0000000080001100, INSTR: 0x01ecf633, REG x12: 0x0000000000000000
PC: 0x0000000080001104, INSTR: 0x013dd293, REG x5: 0x0000000000000000
PC: 0x0000000080001108, INSTR: 0x00e0fb33, REG x22: 0x000000008003ec08
PC: 0x000000008000110c, INSTR: 0x005e78b3, REG x17: 0x0000000000000000
PC: 0x0000000080001110, INSTR: 0x0f88e413, REG x8: 0x00000000000000f8
PC: 0x0000000080001114, INSTR: 0x00150513, REG x10: 0x0000000000000004
PC: 0x0000000080001118, INSTR: 0xfab56ae3
PC: 0x000000008000111c, INSTR: 0x0040006f
PC: 0x0000000080001120, INSTR: 0x0116d193, REG x3: 0x0000000000000000
PC: 0x0000000080001124, INSTR: 0x005f3933, REG x18: 0x0000000000000000
PC: 0x0000000080001128, INSTR: 0x00107033
PC: 0x000000008000112c, INSTR: 0x00737a33, REG x20: 0x0000000000000000
PC: 0x0000000080001130, INSTR: 0x008cf233, REG x4: 0x0000000000000000
PC: 0x0000000080001134, INSTR: 0x0041f033
PC: 0x0000000080001138, INSTR: 0x010f5a9b, REG x21: 0x000000000000cd0b
PC: 0x000000008000113c, INSTR: 0xb732bf97, REG x31: 0x000000003732c13c
PC: 0x0000000080001140, INSTR: 0x000d7eb3, REG x29: 0x0000000000000000
PC: 0x0000000080001144, INSTR: 0x40023937, REG x18: 0x0000000040023000
PC: 0x0000000080001148, INSTR: 0x00191913, REG x18: 0x0000000080046000
PC: 0x000000008000114c, INSTR: 0x23a90913, REG x18: 0x000000008004623a
PC: 0x0000000080001150, INSTR: 0x8ee96d03, REG x26: 0x0000000000000000, MEM 0x0000000080045b28
PC: 0x0000000080001154, INSTR: 0x02001c37, REG x24: 0x0000000002001000
PC: 0x0000000080001158, INSTR: 0x006c1c13, REG x24: 0x0000000080040000
PC: 0x000000008000115c, INSTR: 0xc8bc0c13, REG x24: 0x000000008003fc8b
PC: 0x0000000080001160, INSTR: 0x6d5c3a83, REG x21: 0x0000000000000000, MEM 0x0000000080040360
PC: 0x0000000080001164, INSTR: 0x10005a37, REG x20: 0x0000000010005000
PC: 0x0000000080001168, INSTR: 0x003a1a13, REG x20: 0x0000000080028000
PC: 0x000000008000116c, INSTR: 0x350a0a13, REG x20: 0x0000000080028350
PC: 0x0000000080001170, INSTR: 0x62ca1803, REG x16: 0x0000000000000000, MEM 0x000000008002897c
PC: 0x0000000080001174, INSTR: 0x00d87033
PC: 0x0000000080001178, INSTR: 0x01467733, REG x14: 0x0000000000000000
PC: 0x000000008000117c, INSTR: 0xe60ff06f
PC: 0x00000000800007dc, INSTR: 0x00cbd49b, REG x9: 0x00000000000cd0be
PC: 0x00000000800007e0, INSTR: 0x00307db3, REG x27: 0x0000000000000000
PC: 0x00000000800007e4, INSTR: 0x01effab3, REG x21: 0x000000000502c104
PC: 0x00000000800007e8, INSTR: 0x00000f93, REG x31: 0x0000000000000000
PC: 0x00000000800007ec, INSTR: 0x00400693, REG x13: 0x0000000000000004
PC: 0x00000000800007f0, INSTR: 0x0040006f
PC: 0x00000000800007f4, INSTR: 0x4001d437, REG x8: 0x000000004001d000
PC: 0x00000000800007f8, INSTR: 0x4a14041b, REG x8: 0x000000004001d4a1
PC: 0x00000000800007fc, INSTR: 0x00141413, REG x8: 0x000000008003a942
PC: 0x0000000080000800, INSTR: 0xb2b44f03, REG x30: 0x0000000000000000, MEM 0x000000008003a46d
PC: 0x0000000080000804, INSTR: 0x01dcf3b3, REG x7: 0x0000000000000000
PC: 0x0000000080000808, INSTR: 0x001f8f93, REG x31: 0x0000000000000001
PC: 0x000000008000080c, INSTR: 0xfedfe4e3
PC: 0x00000000800007f4, INSTR: 0x4001d437, REG x8: 0x000000004001d000
PC: 0x00000000800007f8, INSTR: 0x4a14041b, REG x8: 0x000000004001d4a1
PC: 0x00000000800007fc, INSTR: 0x00141413, REG x8: 0x000000008003a942
PC: 0x0000000080000800, INSTR: 0xb2b44f03, REG x30: 0x0000000000000000, MEM 0x000000008003a46d
PC: 0x0000000080000804, INSTR: 0x01dcf3b3, REG x7: 0x0000000000000000
PC: 0x0000000080000808, INSTR: 0x001f8f93, REG x31: 0x0000000000000002
PC: 0x000000008000080c, INSTR: 0xfedfe4e3
PC: 0x00000000800007f4, INSTR: 0x4001d437, REG x8: 0x000000004001d000
PC: 0x00000000800007f8, INSTR: 0x4a14041b, REG x8: 0x000000004001d4a1
PC: 0x00000000800007fc, INSTR: 0x00141413, REG x8: 0x000000008003a942
PC: 0x0000000080000800, INSTR: 0xb2b44f03, REG x30: 0x0000000000000000, MEM 0x000000008003a46d
PC: 0x0000000080000804, INSTR: 0x01dcf3b3, REG x7: 0x0000000000000000
PC: 0x0000000080000808, INSTR: 0x001f8f93, REG x31: 0x0000000000000003
PC: 0x000000008000080c, INSTR: 0xfedfe4e3
PC: 0x00000000800007f4, INSTR: 0x4001d437, REG x8: 0x000000004001d000
PC: 0x00000000800007f8, INSTR: 0x4a14041b, REG x8: 0x000000004001d4a1
PC: 0x00000000800007fc, INSTR: 0x00141413, REG x8: 0x000000008003a942
PC: 0x0000000080000800, INSTR: 0xb2b44f03, REG x30: 0x0000000000000000, MEM 0x000000008003a46d
PC: 0x0000000080000804, INSTR: 0x01dcf3b3, REG x7: 0x0000000000000000
PC: 0x0000000080000808, INSTR: 0x001f8f93, REG x31: 0x0000000000000004
PC: 0x000000008000080c, INSTR: 0xfedfe4e3
PC: 0x0000000080000810, INSTR: 0x0040006f
PC: 0x0000000080000814, INSTR: 0x01577433, REG x8: 0x0000000000000000
PC: 0x0000000080000818, INSTR: 0x014477b3, REG x15: 0x0000000000000000
PC: 0x000000008000081c, INSTR: 0x005e7a33, REG x20: 0x0000000000000000
PC: 0x0000000080000820, INSTR: 0x01e79333, REG x6: 0x0000000000000000
PC: 0x0000000080000824, INSTR: 0x01ed2db3, REG x27: 0x0000000000000000
PC: 0x0000000080000828, INSTR: 0x009f7e33, REG x28: 0x0000000000000000
PC: 0x000000008000082c, INSTR: 0x007ff233, REG x4: 0x0000000000000000
PC: 0x0000000080000830, INSTR: 0x400278b7, REG x17: 0x0000000040027000
PC: 0x0000000080000834, INSTR: 0x00189893, REG x17: 0x000000008004e000
PC: 0x0000000080000838, INSTR: 0x99688893, REG x17: 0x000000008004d996
PC: 0x000000008000083c, INSTR: 0x16188823, MEM 0x000000008004db06: 0x0000000000000098
PC: 0x0000000080000840, INSTR: 0x419e033b, REG x6: 0x0000000000000000
PC: 0x0000000080000844, INSTR: 0x00f47333, REG x6: 0x0000000000000000
PC: 0x0000000080000848, INSTR: 0x01a7e2b3, REG x5: 0x0000000000000000
PC: 0x000000008000084c, INSTR: 0x017dfab3, REG x21: 0x0000000000000000
PC: 0x0000000080000850, INSTR: 0x013371b3, REG x3: 0x0000000000000000
PC: 0x0000000080000854, INSTR: 0x02095a93, REG x21: 0x0000000000000000
PC: 0x0000000080000858, INSTR: 0x00400913, REG x18: 0x0000000000000004
PC: 0x000000008000085c, INSTR: 0x00100e93, REG x29: 0x0000000000000001
PC: 0x0000000080000860, INSTR: 0x0040006f
PC: 0x0000000080000864, INSTR: 0x0000f2b3, REG x5: 0x0000000000000000
PC: 0x0000000080000868, INSTR: 0x0148da3b, REG x20: 0xffffffff8004d996
PC: 0x000000008000086c, INSTR: 0x0079f5b3, REG x11: 0x0000000000000000
PC: 0x0000000080000870, INSTR: 0x0038f8b3, REG x17: 0x0000000000000000
PC: 0x0000000080000874, INSTR: 0x007190bb, REG x1: 0x0000000000000000
PC: 0x0000000080000878, INSTR: 0x1000acb7, REG x25: 0x000000001000a000
PC: 0x000000008000087c, INSTR: 0xdfdc8c9b, REG x25: 0x0000000010009dfd
PC: 0x0000000080000880, INSTR: 0x003c9c93, REG x25: 0x000000008004efe8
PC: 0x0000000080000884, INSTR: 0x658cd983, REG x19: 0x0000000000000000, MEM 0x000000008004f640
PC: 0x0000000080000888, INSTR: 0x007877b3, REG x15: 0x0000000000000000
PC: 0x000000008000088c, INSTR: 0x016b76b3, REG x13: 0x000000008003ec08
PC: 0x0000000080000890, INSTR: 0x004f75b3, REG x11: 0x0000000000000000
PC: 0x0000000080000894, INSTR: 0x000807b7, REG x15: 0x0000000000080000
PC: 0x0000000080000898, INSTR: 0x0357879b, REG x15: 0x0000000000080035
PC: 0x000000008000089c, INSTR: 0x00c79793, REG x15: 0x0000000080035000
PC: 0x00000000800008a0, INSTR: 0x21178793, REG x15: 0x0000000080035211
PC: 0x00000000800008a4, INSTR: 0x348795a3, MEM 0x000000008003555c: 0x0000000000000000
PC: 0x00000000800008a8, INSTR: 0x407b83bb, REG x7: 0xffffffffcd0be000
PC: 0x00000000800008ac, INSTR: 0x0107fb33, REG x22: 0x0000000000000000
PC: 0x00000000800008b0, INSTR: 0x0187f3b3, REG x7: 0x0000000080035001
PC: 0x00000000800008b4, INSTR: 0x00080637, REG x12: 0x0000000000080000
PC: 0x00000000800008b8, INSTR: 0x0376061b, REG x12: 0x0000000000080037
PC: 0x00000000800008bc, INSTR: 0x00c61613, REG x12: 0x0000000080037000
PC: 0x00000000800008c0, INSTR: 0xe2960613, REG x12: 0x0000000080036e29
PC: 0x00000000800008c4, INSTR: 0x60f66d83, REG x27: 0x0000000000000000, MEM 0x0000000080037438
PC: 0x00000000800008c8, INSTR: 0xfff90913, REG x18: 0x0000000000000003
PC: 0x00000000800008cc, INSTR: 0xf9d97ce3
PC: 0x0000000080000864, INSTR: 0x0000f2b3, REG x5: 0x0000000000000000
PC: 0x0000000080000868, INSTR: 0x0148da3b, REG x20: 0x0000000000000000
PC: 0x000000008000086c, INSTR: 0x0079f5b3, REG x11: 0x0000000000000000
PC: 0x0000000080000870, INSTR: 0x0038f8b3, REG x17: 0x0000000000000000
PC: 0x0000000080000874, INSTR: 0x007190bb, REG x1: 0x0000000000000000
PC: 0x0000000080000878, INSTR: 0x1000acb7, REG x25: 0x000000001000a000
PC: 0x000000008000087c, INSTR: 0xdfdc8c9b, REG x25: 0x0000000010009dfd
