PC: 0x0000000080000000, INSTR: 0x080056b7, REG x13: 0x0000000008005000
PC: 0x00000000800004dc, INSTR: 0x0477879b, REG x15: 0x0000000000080047
PC: 0x00000000800004e0, INSTR: 0x00c79793, REG x15: 0x0000000080047000
PC: 0x00000000800004e4, INSTR: 0xd5778793, REG x15: 0x0000000080046d57
PC: 0x00000000800004e8, INSTR: 0x60878ca3, MEM 0x0000000080047370: 0x0000000000000008
PC: 0x00000000800004ec, INSTR: 0x40027337, REG x6: 0x0000000040027000
PC: 0x00000000800004f0, INSTR: 0x9013031b, REG x6: 0x0000000040026901
PC: 0x00000000800004f4, INSTR: 0x00131313, REG x6: 0x000000008004d202
PC: 0x00000000800004f8, INSTR: 0xc2030123, MEM 0x000000008004ce24: 0x0000000000000000
PC: 0x00000000800004fc, INSTR: 0x699000ef, REG x1: 0x0000000080000500
PC: 0x0000000080001394, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x0000000080001398, INSTR: 0x01c13023, MEM 0x000000008004fef0: 0x00000000000001ef
PC: 0x000000008000139c, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x00000000800013a0, INSTR: 0x00913023, MEM 0x000000008004fee0: 0x9513855e842c35df
PC: 0x00000000800013a4, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x00000000800013a8, INSTR: 0x01913023, MEM 0x000000008004fed0: 0x0000000000000000
PC: 0x00000000800013ac, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x00000000800013b0, INSTR: 0x01b13023, MEM 0x000000008004fec0: 0x950621bbc185e6f6
PC: 0x00000000800013b4, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x00000000800013b8, INSTR: 0x01d13023, MEM 0x000000008004feb0: 0xec9a313e4defbe74
PC: 0x00000000800013bc, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x00000000800013c0, INSTR: 0x01f13023, MEM 0x000000008004fea0: 0x0000000080033fd9
PC: 0x00000000800013c4, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x00000000800013c8, INSTR: 0x00c13023, MEM 0x000000008004fe90: 0x0000000000000000
PC: 0x00000000800013cc, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x00000000800013d0, INSTR: 0x00e13023, MEM 0x000000008004fe80: 0x0000000000000001
PC: 0x00000000800013d4, INSTR: 0x40d85633, REG x12: 0x0000000000000000
PC: 0x00000000800013d8, INSTR: 0x41a1dfb3, REG x31: 0xffffffffffffff2a
PC: 0x00000000800013dc, INSTR: 0x41ae5cb3, REG x25: 0x00000000000001ef
PC: 0x00000000800013e0, INSTR: 0x41945fb3, REG x31: 0x0000000000000504
PC: 0x00000000800013e4, INSTR: 0x007d4eb3, REG x29: 0x099219ec6d471d60
PC: 0x00000000800013e8, INSTR: 0x400174b7, REG x9: 0x0000000040017000
PC: 0x00000000800013ec, INSTR: 0x00149493, REG x9: 0x000000008002e000
PC: 0x00000000800013f0, INSTR: 0xf7748493, REG x9: 0x000000008002df77
PC: 0x00000000800013f4, INSTR: 0x8444cd83, REG x27: 0x0000000000000000, MEM 0x000000008002d7bb
PC: 0x00000000800013f8, INSTR: 0x4140863b, REG x12: 0x0000000011e5ad4e
PC: 0x00000000800013fc, INSTR: 0x018c5733, REG x14: 0xe6a4000000000000
PC: 0x0000000080001400, INSTR: 0x41c9dfb3, REG x31: 0x00000000000043b4
PC: 0x0000000080001404, INSTR: 0x40dd5e33, REG x28: 0xffffffffaa3a8000
PC: 0x0000000080001408, INSTR: 0x00013703, REG x14: 0x0000000000000001, MEM 0x000000008004fe80
PC: 0x000000008000140c, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x0000000080001410, INSTR: 0x00013603, REG x12: 0x0000000000000000, MEM 0x000000008004fe90
PC: 0x0000000080001414, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001418, INSTR: 0x00013f83, REG x31: 0x0000000080033fd9, MEM 0x000000008004fea0
PC: 0x000000008000141c, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x0000000080001420, INSTR: 0x00013e83, REG x29: 0xec9a313e4defbe74, MEM 0x000000008004feb0
PC: 0x0000000080001424, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001428, INSTR: 0x00013d83, REG x27: 0x950621bbc185e6f6, MEM 0x000000008004fec0
PC: 0x000000008000142c, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x0000000080001430, INSTR: 0x00013c83, REG x25: 0x0000000000000000, MEM 0x000000008004fed0
PC: 0x0000000080001434, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001438, INSTR: 0x00013483, REG x9: 0x9513855e842c35df, MEM 0x000000008004fee0
PC: 0x000000008000143c, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x0000000080001440, INSTR: 0x00013e03, REG x28: 0x00000000000001ef, MEM 0x000000008004fef0
PC: 0x0000000080001444, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x0000000080001448, INSTR: 0x00008067
PC: 0x0000000080000500, INSTR: 0x0021f2b3, REG x5: 0x000000008004ff00
PC: 0x0000000080000504, INSTR: 0x400a5533, REG x10: 0xa44b713d6e1a57b2
PC: 0x0000000080000508, INSTR: 0x40a1d533, REG x10: 0xffffffffffffffff
PC: 0x000000008000050c, INSTR: 0x41fb5633, REG x12: 0xfffffff5b376e9b4
PC: 0x0000000080000510, INSTR: 0x08003e37, REG x28: 0x0000000008003000
PC: 0x0000000080000514, INSTR: 0x004e1e13, REG x28: 0x0000000080030000
PC: 0x0000000080000518, INSTR: 0xe2de0e13, REG x28: 0x000000008002fe2d
PC: 0x000000008000051c, INSTR: 0x5a3e3883, REG x17: 0x0000000000000000, MEM 0x00000000800303d0
PC: 0x0000000080000520, INSTR: 0xaa9aef13, REG x30: 0xfffffffffffffabb
PC: 0x0000000080000524, INSTR: 0x3c58c293, REG x5: 0x00000000000003c5
PC: 0x0000000080000528, INSTR: 0x41095833, REG x16: 0xcabfb44dd105e302
PC: 0x000000008000052c, INSTR: 0x08005b37, REG x22: 0x0000000008005000
PC: 0x0000000080000530, INSTR: 0x004b1b13, REG x22: 0x0000000080050000
PC: 0x0000000080000534, INSTR: 0xebab0b13, REG x22: 0x000000008004feba
PC: 0x0000000080000538, INSTR: 0xb80b3323, MEM 0x000000008004fa40: 0x0000000000000000
PC: 0x000000008000053c, INSTR: 0x0011149b, REG x9: 0x000000000009fe00
PC: 0x0000000080000540, INSTR: 0x00755e93, REG x29: 0x01ffffffffffffff
PC: 0x0000000080000544, INSTR: 0x008106bb, REG x13: 0x0000000013db0408
PC: 0x0000000080000548, INSTR: 0x415ad5b3, REG x11: 0x0000000000000000
PC: 0x000000008000054c, INSTR: 0x40ddd0b3, REG x1: 0xff950621bbc185e6
PC: 0x0000000080000550, INSTR: 0x4069dc33, REG x24: 0x08769f3c1f3a76dc
PC: 0x0000000080000554, INSTR: 0xfec0ce97, REG x29: 0x000000007ec0c554
PC: 0x0000000080000558, INSTR: 0x4057d933, REG x18: 0x000000000400236a
PC: 0x000000008000055c, INSTR: 0x40bfdf33, REG x30: 0x0000000080033fd9
PC: 0x0000000080000560, INSTR: 0x00d00463
PC: 0x0000000080000564, INSTR: 0x0040006f
PC: 0x0000000080000568, INSTR: 0x2310006f
PC: 0x0000000080000f98, INSTR: 0x0ec27e13, REG x28: 0x0000000000000000
PC: 0x0000000080000f9c, INSTR: 0x00871c33, REG x24: 0x0000000000000100
PC: 0x0000000080000fa0, INSTR: 0x4143d9b3, REG x19: 0xfffffffffffffd9b
PC: 0x0000000080000fa4, INSTR: 0x010284b3, REG x9: 0xcabfb44dd105e6c7
PC: 0x0000000080000fa8, INSTR: 0x0153fc33, REG x24: 0x0000000000000020
PC: 0x0000000080000fac, INSTR: 0x03b71013
PC: 0x0000000080000fb0, INSTR: 0x41175333, REG x6: 0x0000000000000001
PC: 0x0000000080000fb4, INSTR: 0x10009fb7, REG x31: 0x0000000010009000
PC: 0x0000000080000fb8, INSTR: 0x9e9f8f9b, REG x31: 0x00000000100089e9
PC: 0x0000000080000fbc, INSTR: 0x003f9f93, REG x31: 0x0000000080044f48
PC: 0x0000000080000fc0, INSTR: 0x6e6fd603, REG x12: 0x0000000000000000, MEM 0x000000008004562e
PC: 0x0000000080000fc4, INSTR: 0x40d15633, REG x12: 0x00000000008004ff
PC: 0x0000000080000fc8, INSTR: 0xecd0cb93, REG x23: 0x006af9de443e7b2b
PC: 0x0000000080000fcc, INSTR: 0x200121b7, REG x3: 0x0000000020012000
PC: 0x0000000080000fd0, INSTR: 0xa711819b, REG x3: 0x0000000020011a71
PC: 0x0000000080000fd4, INSTR: 0x00219193, REG x3: 0x00000000800469c4
PC: 0x0000000080000fd8, INSTR: 0xa381ed83, REG x27: 0x0000000000000000, MEM 0x00000000800463fc
PC: 0x0000000080000fdc, INSTR: 0x40011537, REG x10: 0x0000000040011000
PC: 0x0000000080000fe0, INSTR: 0x00151513, REG x10: 0x0000000080022000
PC: 0x0000000080000fe4, INSTR: 0xfe950513, REG x10: 0x0000000080021fe9
PC: 0x0000000080000fe8, INSTR: 0x75753fa3, MEM 0x0000000080022748: 0x006af9de443e7b2b
PC: 0x0000000080000fec, INSTR: 0x00921d13, REG x26: 0x0000000000000200
PC: 0x0000000080000ff0, INSTR: 0x4020d533, REG x10: 0xff950621bbc185e6
PC: 0x0000000080000ff4, INSTR: 0x9a787593, REG x11: 0xcabfb44dd105e102
PC: 0x0000000080000ff8, INSTR: 0x4128571b, REG x14: 0xfffffffffffff441
PC: 0x0000000080000ffc, INSTR: 0x00000793, REG x15: 0x0000000000000000
PC: 0x0000000080001000, INSTR: 0x00000393, REG x7: 0x0000000000000000
PC: 0x0000000080001004, INSTR: 0x0040006f
PC: 0x0000000080001008, INSTR: 0x01801d9b, REG x27: 0x0000000000000000
PC: 0x000000008000100c, INSTR: 0x417ad5b3, REG x11: 0x0000000000000000
PC: 0x0000000080001010, INSTR: 0x40025fb7, REG x31: 0x0000000040025000
PC: 0x0000000080001014, INSTR: 0x001f9f93, REG x31: 0x000000008004a000
PC: 0x0000000080001018, INSTR: 0x116f8f93, REG x31: 0x000000008004a116
PC: 0x000000008000101c, INSTR: 0xc0ef9403, REG x8: 0x0000000000000000, MEM 0x0000000080049d24
PC: 0x0000000080001020, INSTR: 0x41295bb3, REG x23: 0x0000000000000000
PC: 0x0000000080001024, INSTR: 0x01d39d33, REG x26: 0x0000000000000000
PC: 0x0000000080001028, INSTR: 0x01808b3b, REG x22: 0xffffffffbbc18606
PC: 0x000000008000102c, INSTR: 0x012d1eb3, REG x29: 0x0000000000000000
PC: 0x0000000080001030, INSTR: 0x40155c33, REG x24: 0xfffffffffffe5418
PC: 0x0000000080001034, INSTR: 0x4193dbb3, REG x23: 0x0000000000000000
PC: 0x0000000080001038, INSTR: 0x40e05933, REG x18: 0x0000000000000000
PC: 0x000000008000103c, INSTR: 0x400ad733, REG x14: 0x000000000000023a
PC: 0x0000000080001040, INSTR: 0x00178793, REG x15: 0x0000000000000001
PC: 0x0000000080001044, INSTR: 0x0027d393, REG x7: 0x0000000000000000
PC: 0x0000000080001048, INSTR: 0x00def463
PC: 0x000000008000104c, INSTR: 0x0040006f
PC: 0x0000000080001050, INSTR: 0xfa038ce3
PC: 0x0000000080001008, INSTR: 0x01801d9b, REG x27: 0x0000000000000000
PC: 0x000000008000100c, INSTR: 0x417ad5b3, REG x11: 0x000000000000023a
PC: 0x0000000080001010, INSTR: 0x40025fb7, REG x31: 0x0000000040025000
PC: 0x0000000080001014, INSTR: 0x001f9f93, REG x31: 0x000000008004a000
PC: 0x0000000080001018, INSTR: 0x116f8f93, REG x31: 0x000000008004a116
PC: 0x000000008000101c, INSTR: 0xc0ef9403, REG x8: 0x0000000000000000, MEM 0x0000000080049d24
PC: 0x0000000080001020, INSTR: 0x41295bb3, REG x23: 0x0000000000000000
PC: 0x0000000080001024, INSTR: 0x01d39d33, REG x26: 0x0000000000000000
PC: 0x0000000080001028, INSTR: 0x01808b3b, REG x22: 0xffffffffbbbfd9fe
PC: 0x000000008000102c, INSTR: 0x012d1eb3, REG x29: 0x0000000000000000
PC: 0x0000000080001030, INSTR: 0x40155c33, REG x24: 0xfffffffffffe5418
PC: 0x0000000080001034, INSTR: 0x4193dbb3, REG x23: 0x0000000000000000
PC: 0x0000000080001038, INSTR: 0x40e05933, REG x18: 0x0000000000000000
PC: 0x000000008000103c, INSTR: 0x400ad733, REG x14: 0x000000000000023a
PC: 0x0000000080001040, INSTR: 0x00178793, REG x15: 0x0000000000000002
PC: 0x0000000080001044, INSTR: 0x0027d393, REG x7: 0x0000000000000000
PC: 0x0000000080001048, INSTR: 0x00def463
PC: 0x000000008000104c, INSTR: 0x0040006f
PC: 0x0000000080001050, INSTR: 0xfa038ce3
PC: 0x0000000080001008, INSTR: 0x01801d9b, REG x27: 0x0000000000000000
PC: 0x000000008000100c, INSTR: 0x417ad5b3, REG x11: 0x000000000000023a
PC: 0x0000000080001010, INSTR: 0x40025fb7, REG x31: 0x0000000040025000
PC: 0x0000000080001014, INSTR: 0x001f9f93, REG x31: 0x000000008004a000
PC: 0x0000000080001018, INSTR: 0x116f8f93, REG x31: 0x000000008004a116
PC: 0x000000008000101c, INSTR: 0xc0ef9403, REG x8: 0x0000000000000000, MEM 0x0000000080049d24
PC: 0x0000000080001020, INSTR: 0x41295bb3, REG x23: 0x0000000000000000
PC: 0x0000000080001024, INSTR: 0x01d39d33, REG x26: 0x0000000000000000
PC: 0x0000000080001028, INSTR: 0x01808b3b, REG x22: 0xffffffffbbbfd9fe
PC: 0x000000008000102c, INSTR: 0x012d1eb3, REG x29: 0x0000000000000000
PC: 0x0000000080001030, INSTR: 0x40155c33, REG x24: 0xfffffffffffe5418
PC: 0x0000000080001034, INSTR: 0x4193dbb3, REG x23: 0x0000000000000000
PC: 0x0000000080001038, INSTR: 0x40e05933, REG x18: 0x0000000000000000
PC: 0x000000008000103c, INSTR: 0x400ad733, REG x14: 0x000000000000023a
PC: 0x0000000080001040, INSTR: 0x00178793, REG x15: 0x0000000000000003
PC: 0x0000000080001044, INSTR: 0x0027d393, REG x7: 0x0000000000000000
PC: 0x0000000080001048, INSTR: 0x00def463
PC: 0x000000008000104c, INSTR: 0x0040006f
PC: 0x0000000080001050, INSTR: 0xfa038ce3
PC: 0x0000000080001008, INSTR: 0x01801d9b, REG x27: 0x0000000000000000
PC: 0x000000008000100c, INSTR: 0x417ad5b3, REG x11: 0x000000000000023a
PC: 0x0000000080001010, INSTR: 0x40025fb7, REG x31: 0x0000000040025000
PC: 0x0000000080001014, INSTR: 0x001f9f93, REG x31: 0x000000008004a000
PC: 0x0000000080001018, INSTR: 0x116f8f93, REG x31: 0x000000008004a116
PC: 0x000000008000101c, INSTR: 0xc0ef9403, REG x8: 0x0000000000000000, MEM 0x0000000080049d24
PC: 0x0000000080001020, INSTR: 0x41295bb3, REG x23: 0x0000000000000000
PC: 0x0000000080001024, INSTR: 0x01d39d33, REG x26: 0x0000000000000000
PC: 0x0000000080001028, INSTR: 0x01808b3b, REG x22: 0xffffffffbbbfd9fe
PC: 0x000000008000102c, INSTR: 0x012d1eb3, REG x29: 0x0000000000000000
PC: 0x0000000080001030, INSTR: 0x40155c33, REG x24: 0xfffffffffffe5418
PC: 0x0000000080001034, INSTR: 0x4193dbb3, REG x23: 0x0000000000000000
PC: 0x0000000080001038, INSTR: 0x40e05933, REG x18: 0x0000000000000000
PC: 0x000000008000103c, INSTR: 0x400ad733, REG x14: 0x000000000000023a
PC: 0x0000000080001040, INSTR: 0x00178793, REG x15: 0x0000000000000004
PC: 0x0000000080001044, INSTR: 0x0027d393, REG x7: 0x0000000000000001
PC: 0x0000000080001048, INSTR: 0x00def463
PC: 0x000000008000104c, INSTR: 0x0040006f
PC: 0x0000000080001050, INSTR: 0xfa038ce3
PC: 0x0000000080001054, INSTR: 0x0040006f
PC: 0x0000000080001058, INSTR: 0x414add33, REG x26: 0x0000000000000000
PC: 0x000000008000105c, INSTR: 0x01d5561b, REG x12: 0x0000000000000005
PC: 0x0000000080001060, INSTR: 0x000804b7, REG x9: 0x0000000000080000
PC: 0x0000000080001064, INSTR: 0x03d4849b, REG x9: 0x000000000008003d
PC: 0x0000000080001068, INSTR: 0x00c49493, REG x9: 0x000000008003d000
PC: 0x000000008000106c, INSTR: 0x5ed48493, REG x9: 0x000000008003d5ed
PC: 0x0000000080001070, INSTR: 0xdf3493a3, MEM 0x000000008003d3d4: 0x000000000000fd9b
PC: 0x0000000080001074, INSTR: 0xfe51c3b7, REG x7: 0xfffffffffe51c000
PC: 0x0000000080001078, INSTR: 0x418a8d33, REG x26: 0x000000000001ae22
PC: 0x000000008000107c, INSTR: 0x41cdda33, REG x20: 0x0000000000000000
PC: 0x0000000080001080, INSTR: 0x014c5463
PC: 0x0000000080001084, INSTR: 0x0040006f
PC: 0x0000000080001088, INSTR: 0x40c2de33, REG x28: 0x000000000000001e
PC: 0x000000008000108c, INSTR: 0x20008eb7, REG x29: 0x0000000020008000
PC: 0x0000000080001090, INSTR: 0x54be8e9b, REG x29: 0x000000002000854b
PC: 0x0000000080001094, INSTR: 0x002e9e93, REG x29: 0x000000008002152c
PC: 0x0000000080001098, INSTR: 0x575e9d23, MEM 0x0000000080021aa6: 0x000000000000023a
PC: 0x000000008000109c, INSTR: 0x40295b33, REG x22: 0x0000000000000000
PC: 0x00000000800010a0, INSTR: 0x000802b7, REG x5: 0x0000000000080000
PC: 0x00000000800010a4, INSTR: 0x0372829b, REG x5: 0x0000000000080037
PC: 0x00000000800010a8, INSTR: 0x00c29293, REG x5: 0x0000000080037000
PC: 0x00000000800010ac, INSTR: 0x8a328293, REG x5: 0x00000000800368a3
PC: 0x00000000800010b0, INSTR: 0x3612e483, REG x9: 0x0000000000000000, MEM 0x0000000080036c04
PC: 0x00000000800010b4, INSTR: 0x4098da33, REG x20: 0x0000000000000000
PC: 0x00000000800010b8, INSTR: 0x418b5d33, REG x26: 0x0000000000000000
PC: 0x00000000800010bc, INSTR: 0x00080f37, REG x30: 0x0000000000080000
PC: 0x00000000800010c0, INSTR: 0x039f0f1b, REG x30: 0x0000000000080039
PC: 0x00000000800010c4, INSTR: 0x00cf1f13, REG x30: 0x0000000080039000
PC: 0x00000000800010c8, INSTR: 0xf2ff0f13, REG x30: 0x0000000080038f2f
PC: 0x00000000800010cc, INSTR: 0x823f5e03, REG x28: 0x0000000000000000, MEM 0x0000000080038752
PC: 0x00000000800010d0, INSTR: 0xa96caa13, REG x20: 0x0000000000000000
PC: 0x00000000800010d4, INSTR: 0x41c4d833, REG x16: 0x0000000000000000
PC: 0x00000000800010d8, INSTR: 0x40ec5233, REG x4: 0xffffffffffffffff
PC: 0x00000000800010dc, INSTR: 0x40013ab7, REG x21: 0x0000000040013000
PC: 0x00000000800010e0, INSTR: 0x001a9a93, REG x21: 0x0000000080026000
PC: 0x00000000800010e4, INSTR: 0xccaa8a93, REG x21: 0x0000000080025cca
PC: 0x00000000800010e8, INSTR: 0x9bba9023, MEM 0x000000008002566a: 0x0000000000000000
PC: 0x00000000800010ec, INSTR: 0x000800b7, REG x1: 0x0000000000080000
PC: 0x00000000800010f0, INSTR: 0x0290809b, REG x1: 0x0000000000080029
PC: 0x00000000800010f4, INSTR: 0x00c09093, REG x1: 0x0000000080029000
PC: 0x00000000800010f8, INSTR: 0xee508093, REG x1: 0x0000000080028ee5
PC: 0x00000000800010fc, INSTR: 0x98e091a3, MEM 0x0000000080028868: 0x000000000000023a
PC: 0x0000000080001100, INSTR: 0x40d9d433, REG x8: 0xfffffffffffffffd
PC: 0x0000000080001104, INSTR: 0x40cbdeb3, REG x29: 0x0000000000000000
PC: 0x0000000080001108, INSTR: 0x939ff06f
PC: 0x0000000080000a40, INSTR: 0x00400513, REG x10: 0x0000000000000004
PC: 0x0000000080000a44, INSTR: 0x00000613, REG x12: 0x0000000000000000
PC: 0x0000000080000a48, INSTR: 0x0040006f
PC: 0x0000000080000a4c, INSTR: 0xfff50513, REG x10: 0x0000000000000003
PC: 0x0000000080000a50, INSTR: 0xfec51ee3
PC: 0x0000000080000a4c, INSTR: 0xfff50513, REG x10: 0x0000000000000002
PC: 0x0000000080000a50, INSTR: 0xfec51ee3
PC: 0x0000000080000a4c, INSTR: 0xfff50513, REG x10: 0x0000000000000001
PC: 0x0000000080000a50, INSTR: 0xfec51ee3
PC: 0x0000000080000a4c, INSTR: 0xfff50513, REG x10: 0x0000000000000000
PC: 0x0000000080000a50, INSTR: 0xfec51ee3
PC: 0x0000000080000a54, INSTR: 0x0040006f
PC: 0x0000000080000a58, INSTR: 0x401fd633, REG x12: 0x0000000000000000
PC: 0x0000000080000a5c, INSTR: 0x4011d733, REG x14: 0x0000000000000000
PC: 0x0000000080000a60, INSTR: 0x40ac5833, REG x16: 0xfffffffffffe5418
PC: 0x0000000080000a64, INSTR: 0xbd755a17, REG x20: 0x000000003d755a64
PC: 0x0000000080000a68, INSTR: 0x010b4933, REG x18: 0xfffffffffffe5418
PC: 0x0000000080000a6c, INSTR: 0x41bc54b3, REG x9: 0xfffffffffffe5418
PC: 0x0000000080000a70, INSTR: 0x00301dbb, REG x27: 0x0000000000000000
PC: 0x0000000080000a74, INSTR: 0x6ff12517, REG x10: 0x00000000eff12a74
PC: 0x0000000080000a78, INSTR: 0x40019c37, REG x24: 0x0000000040019000
PC: 0x0000000080000a7c, INSTR: 0x9d1c0c1b, REG x24: 0x00000000400189d1
PC: 0x0000000080000a80, INSTR: 0x001c1c13, REG x24: 0x00000000800313a2
PC: 0x0000000080000a84, INSTR: 0xf4bc2f23, MEM 0x0000000080031300: 0x000000000000023a
PC: 0x0000000080000a88, INSTR: 0x40755db3, REG x27: 0x00000000eff12a74
PC: 0x0000000080000a8c, INSTR: 0x403fddb3, REG x27: 0x0000000008004a11
PC: 0x0000000080000a90, INSTR: 0x40295b33, REG x22: 0xfffffffffffe5418
PC: 0x0000000080000a94, INSTR: 0x41d0dab3, REG x21: 0x0000000080028ee5
PC: 0x0000000080000a98, INSTR: 0x41c8dbb3, REG x23: 0x0000000000000000
PC: 0x0000000080000a9c, INSTR: 0x00000393, REG x7: 0x0000000000000000
PC: 0x0000000080000aa0, INSTR: 0x00400e93, REG x29: 0x0000000000000004
PC: 0x0000000080000aa4, INSTR: 0x0040006f
PC: 0x0000000080000aa8, INSTR: 0x400236b7, REG x13: 0x0000000040023000
PC: 0x0000000080000aac, INSTR: 0x00169693, REG x13: 0x0000000080046000
PC: 0x0000000080000ab0, INSTR: 0x52e68693, REG x13: 0x000000008004652e
PC: 0x0000000080000ab4, INSTR: 0x57c6a723, MEM 0x0000000080046a9c: 0x0000000000000000
PC: 0x0000000080000ab8, INSTR: 0x41d05e33, REG x28: 0x0000000000000000
PC: 0x0000000080000abc, INSTR: 0x42b3ac93, REG x25: 0x0000000000000001
PC: 0x0000000080000ac0, INSTR: 0x01db85bb, REG x11: 0x0000000000000004
PC: 0x0000000080000ac4, INSTR: 0x414450b3, REG x1: 0xffffffffffffffff
PC: 0x0000000080000ac8, INSTR: 0xdf80ce37, REG x28: 0xffffffffdf80c000
PC: 0x0000000080000acc, INSTR: 0x01735713, REG x14: 0x0000000000000000
PC: 0x0000000080000ad0, INSTR: 0xbedb7193, REG x3: 0xfffffffffffe5008
PC: 0x0000000080000ad4, INSTR: 0x40fb8033
PC: 0x0000000080000ad8, INSTR: 0x00d9d733, REG x14: 0x000000000003ffff
PC: 0x0000000080000adc, INSTR: 0x413e5733, REG x14: 0xfffffffffffffffb
PC: 0x0000000080000ae0, INSTR: 0x414f5bb3, REG x23: 0x0000000000000000
PC: 0x0000000080000ae4, INSTR: 0x41cfdd33, REG x26: 0x000000008004a116
PC: 0x0000000080000ae8, INSTR: 0x00138393, REG x7: 0x0000000000000001
PC: 0x0000000080000aec, INSTR: 0xfbd3eee3
PC: 0x0000000080000aa8, INSTR: 0x400236b7, REG x13: 0x0000000040023000
PC: 0x0000000080000aac, INSTR: 0x00169693, REG x13: 0x0000000080046000
PC: 0x0000000080000ab0, INSTR: 0x52e68693, REG x13: 0x000000008004652e
PC: 0x0000000080000ab4, INSTR: 0x57c6a723, MEM 0x0000000080046a9c: 0x00000000df80c000
PC: 0x0000000080000ab8, INSTR: 0x41d05e33, REG x28: 0x0000000000000000
PC: 0x0000000080000abc, INSTR: 0x42b3ac93, REG x25: 0x0000000000000001
PC: 0x0000000080000ac0, INSTR: 0x01db85bb, REG x11: 0x0000000000000004
PC: 0x0000000080000ac4, INSTR: 0x414450b3, REG x1: 0xffffffffffffffff
PC: 0x0000000080000ac8, INSTR: 0xdf80ce37, REG x28: 0xffffffffdf80c000
PC: 0x0000000080000acc, INSTR: 0x01735713, REG x14: 0x0000000000000000
PC: 0x0000000080000ad0, INSTR: 0xbedb7193, REG x3: 0xfffffffffffe5008
PC: 0x0000000080000ad4, INSTR: 0x40fb8033
PC: 0x0000000080000ad8, INSTR: 0x00d9d733, REG x14: 0x000000000003ffff
PC: 0x0000000080000adc, INSTR: 0x413e5733, REG x14: 0xfffffffffffffffb
PC: 0x0000000080000ae0, INSTR: 0x414f5bb3, REG x23: 0x0000000000000000
PC: 0x0000000080000ae4, INSTR: 0x41cfdd33, REG x26: 0x000000008004a116
PC: 0x0000000080000ae8, INSTR: 0x00138393, REG x7: 0x0000000000000002
PC: 0x0000000080000aec, INSTR: 0xfbd3eee3
PC: 0x0000000080000aa8, INSTR: 0x400236b7, REG x13: 0x0000000040023000
PC: 0x0000000080000aac, INSTR: 0x00169693, REG x13: 0x0000000080046000
PC: 0x0000000080000ab0, INSTR: 0x52e68693, REG x13: 0x000000008004652e
PC: 0x0000000080000ab4, INSTR: 0x57c6a723, MEM 0x0000000080046a9c: 0x00000000df80c000
PC: 0x0000000080000ab8, INSTR: 0x41d05e33, REG x28: 0x0000000000000000
PC: 0x0000000080000abc, INSTR: 0x42b3ac93, REG x25: 0x0000000000000001
PC: 0x0000000080000ac0, INSTR: 0x01db85bb, REG x11: 0x0000000000000004
PC: 0x0000000080000ac4, INSTR: 0x414450b3, REG x1: 0xffffffffffffffff
PC: 0x0000000080000ac8, INSTR: 0xdf80ce37, REG x28: 0xffffffffdf80c000
PC: 0x0000000080000acc, INSTR: 0x01735713, REG x14: 0x0000000000000000
PC: 0x0000000080000ad0, INSTR: 0xbedb7193, REG x3: 0xfffffffffffe5008
PC: 0x0000000080000ad4, INSTR: 0x40fb8033
PC: 0x0000000080000ad8, INSTR: 0x00d9d733, REG x14: 0x000000000003ffff
PC: 0x0000000080000adc, INSTR: 0x413e5733, REG x14: 0xfffffffffffffffb
PC: 0x0000000080000ae0, INSTR: 0x414f5bb3, REG x23: 0x0000000000000000
PC: 0x0000000080000ae4, INSTR: 0x41cfdd33, REG x26: 0x000000008004a116
PC: 0x0000000080000ae8, INSTR: 0x00138393, REG x7: 0x0000000000000003
PC: 0x0000000080000aec, INSTR: 0xfbd3eee3
PC: 0x0000000080000aa8, INSTR: 0x400236b7, REG x13: 0x0000000040023000
PC: 0x0000000080000aac, INSTR: 0x00169693, REG x13: 0x0000000080046000
PC: 0x0000000080000ab0, INSTR: 0x52e68693, REG x13: 0x000000008004652e
PC: 0x0000000080000ab4, INSTR: 0x57c6a723, MEM 0x0000000080046a9c: 0x00000000df80c000
PC: 0x0000000080000ab8, INSTR: 0x41d05e33, REG x28: 0x0000000000000000
PC: 0x0000000080000abc, INSTR: 0x42b3ac93, REG x25: 0x0000000000000001
PC: 0x0000000080000ac0, INSTR: 0x01db85bb, REG x11: 0x0000000000000004
