PC: 0x0000000080000000, INSTR: 0x08005337, REG x6: 0x0000000008005000
PC: 0x0000000080000470, INSTR: 0x00199993, REG x19: 0x000000008004e000
PC: 0x0000000080000474, INSTR: 0x62498993, REG x19: 0x000000008004e624
PC: 0x0000000080000478, INSTR: 0xf0498f83, REG x31: 0x0000000000000000, MEM 0x000000008004e528
PC: 0x000000008000047c, INSTR: 0x01709b13, REG x22: 0xbd21420e35800000
PC: 0x0000000080000480, INSTR: 0x02ce1413, REG x8: 0x19b6100000000000
PC: 0x0000000080000484, INSTR: 0x428cd013
PC: 0x0000000080000488, INSTR: 0x029b9893, REG x17: 0xf3c56e0000000000
PC: 0x000000008000048c, INSTR: 0x01214a33, REG x20: 0xbeadf3894804ff00
PC: 0x0000000080000490, INSTR: 0x00bc9b1b, REG x22: 0x000000006f000000
PC: 0x0000000080000494, INSTR: 0x019f1913, REG x18: 0x0000000000000000
PC: 0x0000000080000498, INSTR: 0x200132b7, REG x5: 0x0000000020013000
PC: 0x000000008000049c, INSTR: 0x00229293, REG x5: 0x000000008004c000
PC: 0x00000000800004a0, INSTR: 0xb1d28293, REG x5: 0x000000008004bb1d
PC: 0x00000000800004a4, INSTR: 0x76b29f03, REG x30: 0x0000000000000000, MEM 0x000000008004c288
PC: 0x00000000800004a8, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x00000000800004ac, INSTR: 0x00255393, REG x7: 0x0000000000000000
PC: 0x00000000800004b0, INSTR: 0xfa0380e3
PC: 0x0000000080000450, INSTR: 0x00080637, REG x12: 0x0000000000080000
PC: 0x0000000080000454, INSTR: 0x0396061b, REG x12: 0x0000000000080039
PC: 0x0000000080000458, INSTR: 0x00c61613, REG x12: 0x0000000080039000
PC: 0x000000008000045c, INSTR: 0x31360613, REG x12: 0x0000000080039313
PC: 0x0000000080000460, INSTR: 0x07b60403, REG x8: 0x0000000000000000, MEM 0x000000008003938e
PC: 0x0000000080000464, INSTR: 0x00020ebb, REG x29: 0xffffffffef097246
PC: 0x0000000080000468, INSTR: 0x00e71b13, REG x22: 0x5a9cbe8586edc000
PC: 0x000000008000046c, INSTR: 0x400279b7, REG x19: 0x0000000040027000
PC: 0x0000000080000470, INSTR: 0x00199993, REG x19: 0x000000008004e000
PC: 0x0000000080000474, INSTR: 0x62498993, REG x19: 0x000000008004e624
PC: 0x0000000080000478, INSTR: 0xf0498f83, REG x31: 0x0000000000000000, MEM 0x000000008004e528
PC: 0x000000008000047c, INSTR: 0x01709b13, REG x22: 0xbd21420e35800000
PC: 0x0000000080000480, INSTR: 0x02ce1413, REG x8: 0x19b6100000000000
PC: 0x0000000080000484, INSTR: 0x428cd013
PC: 0x0000000080000488, INSTR: 0x029b9893, REG x17: 0xf3c56e0000000000
PC: 0x000000008000048c, INSTR: 0x01214a33, REG x20: 0x000000008004ff00
PC: 0x0000000080000490, INSTR: 0x00bc9b1b, REG x22: 0x000000006f000000
PC: 0x0000000080000494, INSTR: 0x019f1913, REG x18: 0x0000000000000000
PC: 0x0000000080000498, INSTR: 0x200132b7, REG x5: 0x0000000020013000
PC: 0x000000008000049c, INSTR: 0x00229293, REG x5: 0x000000008004c000
PC: 0x00000000800004a0, INSTR: 0xb1d28293, REG x5: 0x000000008004bb1d
PC: 0x00000000800004a4, INSTR: 0x76b29f03, REG x30: 0x0000000000000000, MEM 0x000000008004c288
PC: 0x00000000800004a8, INSTR: 0x00150513, REG x10: 0x0000000000000003
PC: 0x00000000800004ac, INSTR: 0x00255393, REG x7: 0x0000000000000000
PC: 0x00000000800004b0, INSTR: 0xfa0380e3
PC: 0x0000000080000450, INSTR: 0x00080637, REG x12: 0x0000000000080000
PC: 0x0000000080000454, INSTR: 0x0396061b, REG x12: 0x0000000000080039
PC: 0x0000000080000458, INSTR: 0x00c61613, REG x12: 0x0000000080039000
PC: 0x000000008000045c, INSTR: 0x31360613, REG x12: 0x0000000080039313
PC: 0x0000000080000460, INSTR: 0x07b60403, REG x8: 0x0000000000000000, MEM 0x000000008003938e
PC: 0x0000000080000464, INSTR: 0x00020ebb, REG x29: 0xffffffffef097246
PC: 0x0000000080000468, INSTR: 0x00e71b13, REG x22: 0x5a9cbe8586edc000
PC: 0x000000008000046c, INSTR: 0x400279b7, REG x19: 0x0000000040027000
PC: 0x0000000080000470, INSTR: 0x00199993, REG x19: 0x000000008004e000
PC: 0x0000000080000474, INSTR: 0x62498993, REG x19: 0x000000008004e624
PC: 0x0000000080000478, INSTR: 0xf0498f83, REG x31: 0x0000000000000000, MEM 0x000000008004e528
PC: 0x000000008000047c, INSTR: 0x01709b13, REG x22: 0xbd21420e35800000
PC: 0x0000000080000480, INSTR: 0x02ce1413, REG x8: 0x19b6100000000000
PC: 0x0000000080000484, INSTR: 0x428cd013
PC: 0x0000000080000488, INSTR: 0x029b9893, REG x17: 0xf3c56e0000000000
PC: 0x000000008000048c, INSTR: 0x01214a33, REG x20: 0x000000008004ff00
PC: 0x0000000080000490, INSTR: 0x00bc9b1b, REG x22: 0x000000006f000000
PC: 0x0000000080000494, INSTR: 0x019f1913, REG x18: 0x0000000000000000
PC: 0x0000000080000498, INSTR: 0x200132b7, REG x5: 0x0000000020013000
PC: 0x000000008000049c, INSTR: 0x00229293, REG x5: 0x000000008004c000
PC: 0x00000000800004a0, INSTR: 0xb1d28293, REG x5: 0x000000008004bb1d
PC: 0x00000000800004a4, INSTR: 0x76b29f03, REG x30: 0x0000000000000000, MEM 0x000000008004c288
PC: 0x00000000800004a8, INSTR: 0x00150513, REG x10: 0x0000000000000004
PC: 0x00000000800004ac, INSTR: 0x00255393, REG x7: 0x0000000000000001
PC: 0x00000000800004b0, INSTR: 0xfa0380e3
PC: 0x00000000800004b4, INSTR: 0x0040006f
PC: 0x00000000800004b8, INSTR: 0x1000a7b7, REG x15: 0x000000001000a000
PC: 0x00000000800004bc, INSTR: 0xa317879b, REG x15: 0x0000000010009a31
PC: 0x00000000800004c0, INSTR: 0x00379793, REG x15: 0x000000008004d188
PC: 0x00000000800004c4, INSTR: 0x7b97c283, REG x5: 0x0000000000000000, MEM 0x000000008004d941
PC: 0x00000000800004c8, INSTR: 0x40026db7, REG x27: 0x0000000040026000
PC: 0x00000000800004cc, INSTR: 0x8afd8d9b, REG x27: 0x00000000400258af
PC: 0x00000000800004d0, INSTR: 0x001d9d93, REG x27: 0x000000008004b15e
PC: 0x00000000800004d4, INSTR: 0x0fadee83, REG x29: 0x0000000000000000, MEM 0x000000008004b258
PC: 0x00000000800004d8, INSTR: 0x02879b93, REG x23: 0x04d1880000000000
PC: 0x00000000800004dc, INSTR: 0x02419c93, REG x25: 0x33bc508000000000
PC: 0x00000000800004e0, INSTR: 0x42f6d413, REG x8: 0x000000000000f2a2
PC: 0x00000000800004e4, INSTR: 0x03269d93, REG x27: 0xdbac000000000000
PC: 0x00000000800004e8, INSTR: 0x00000993, REG x19: 0x0000000000000000
PC: 0x00000000800004ec, INSTR: 0x00000a13, REG x20: 0x0000000000000000
PC: 0x00000000800004f0, INSTR: 0x0040006f
PC: 0x00000000800004f4, INSTR: 0x01899413, REG x8: 0x0000000000000000
PC: 0x00000000800004f8, INSTR: 0x00ed9893, REG x17: 0x0000000000000000
PC: 0x00000000800004fc, INSTR: 0x00279493, REG x9: 0x0000000200134620
PC: 0x0000000080000500, INSTR: 0x01c81593, REG x11: 0x3ea515f1a0000000
PC: 0x0000000080000504, INSTR: 0x016e1b93, REG x23: 0x84234c66d8400000
PC: 0x0000000080000508, INSTR: 0x41c95b93, REG x23: 0x0000000000000000
PC: 0x000000008000050c, INSTR: 0x00198993, REG x19: 0x0000000000000001
PC: 0x0000000080000510, INSTR: 0x0029da13, REG x20: 0x0000000000000000
PC: 0x0000000080000514, INSTR: 0xfe0a00e3
PC: 0x00000000800004f4, INSTR: 0x01899413, REG x8: 0x0000000001000000
PC: 0x00000000800004f8, INSTR: 0x00ed9893, REG x17: 0x0000000000000000
PC: 0x00000000800004fc, INSTR: 0x00279493, REG x9: 0x0000000200134620
PC: 0x0000000080000500, INSTR: 0x01c81593, REG x11: 0x3ea515f1a0000000
PC: 0x0000000080000504, INSTR: 0x016e1b93, REG x23: 0x84234c66d8400000
PC: 0x0000000080000508, INSTR: 0x41c95b93, REG x23: 0x0000000000000000
PC: 0x000000008000050c, INSTR: 0x00198993, REG x19: 0x0000000000000002
PC: 0x0000000080000510, INSTR: 0x0029da13, REG x20: 0x0000000000000000
PC: 0x0000000080000514, INSTR: 0xfe0a00e3
PC: 0x00000000800004f4, INSTR: 0x01899413, REG x8: 0x0000000002000000
PC: 0x00000000800004f8, INSTR: 0x00ed9893, REG x17: 0x0000000000000000
PC: 0x00000000800004fc, INSTR: 0x00279493, REG x9: 0x0000000200134620
PC: 0x0000000080000500, INSTR: 0x01c81593, REG x11: 0x3ea515f1a0000000
PC: 0x0000000080000504, INSTR: 0x016e1b93, REG x23: 0x84234c66d8400000
PC: 0x0000000080000508, INSTR: 0x41c95b93, REG x23: 0x0000000000000000
PC: 0x000000008000050c, INSTR: 0x00198993, REG x19: 0x0000000000000003
PC: 0x0000000080000510, INSTR: 0x0029da13, REG x20: 0x0000000000000000
PC: 0x0000000080000514, INSTR: 0xfe0a00e3
PC: 0x00000000800004f4, INSTR: 0x01899413, REG x8: 0x0000000003000000
PC: 0x00000000800004f8, INSTR: 0x00ed9893, REG x17: 0x0000000000000000
PC: 0x00000000800004fc, INSTR: 0x00279493, REG x9: 0x0000000200134620
PC: 0x0000000080000500, INSTR: 0x01c81593, REG x11: 0x3ea515f1a0000000
PC: 0x0000000080000504, INSTR: 0x016e1b93, REG x23: 0x84234c66d8400000
PC: 0x0000000080000508, INSTR: 0x41c95b93, REG x23: 0x0000000000000000
PC: 0x000000008000050c, INSTR: 0x00198993, REG x19: 0x0000000000000004
PC: 0x0000000080000510, INSTR: 0x0029da13, REG x20: 0x0000000000000001
PC: 0x0000000080000514, INSTR: 0xfe0a00e3
PC: 0x0000000080000518, INSTR: 0x0040006f
PC: 0x000000008000051c, INSTR: 0x0121533b, REG x6: 0xffffffff8004ff00
PC: 0x0000000080000520, INSTR: 0x01059293, REG x5: 0x15f1a00000000000
PC: 0x0000000080000524, INSTR: 0x01c61213, REG x4: 0x0800393130000000
PC: 0x0000000080000528, INSTR: 0x018e9413, REG x8: 0x0000000000000000
PC: 0x000000008000052c, INSTR: 0x017fc7b3, REG x15: 0x0000000000000000
PC: 0x0000000080000530, INSTR: 0x0568ca17, REG x20: 0x000000008568c530
PC: 0x0000000080000534, INSTR: 0x41a054b3, REG x9: 0x0000000000000000
PC: 0x0000000080000538, INSTR: 0xcf71c737, REG x14: 0xffffffffcf71c000
PC: 0x000000008000053c, INSTR: 0x03361013
PC: 0x0000000080000540, INSTR: 0x40fb0833, REG x16: 0x000000006f000000
PC: 0x0000000080000544, INSTR: 0x01c276b3, REG x13: 0x0000101000000000
PC: 0x0000000080000548, INSTR: 0x01b21c13, REG x24: 0x8980000000000000
PC: 0x000000008000054c, INSTR: 0x00000d13, REG x26: 0x0000000000000000
PC: 0x0000000080000550, INSTR: 0x00400b13, REG x22: 0x0000000000000004
PC: 0x0000000080000554, INSTR: 0x0040006f
PC: 0x0000000080000558, INSTR: 0x001d0d13, REG x26: 0x0000000000000001
PC: 0x000000008000055c, INSTR: 0xff6d4ee3
PC: 0x0000000080000558, INSTR: 0x001d0d13, REG x26: 0x0000000000000002
PC: 0x000000008000055c, INSTR: 0xff6d4ee3
PC: 0x0000000080000558, INSTR: 0x001d0d13, REG x26: 0x0000000000000003
PC: 0x000000008000055c, INSTR: 0xff6d4ee3
PC: 0x0000000080000558, INSTR: 0x001d0d13, REG x26: 0x0000000000000004
PC: 0x000000008000055c, INSTR: 0xff6d4ee3
PC: 0x0000000080000560, INSTR: 0x0040006f
PC: 0x0000000080000564, INSTR: 0x017b1013
PC: 0x0000000080000568, INSTR: 0x02521793, REG x15: 0x0000000000000000
PC: 0x000000008000056c, INSTR: 0x02819f93, REG x31: 0x3bc5080000000000
PC: 0x0000000080000570, INSTR: 0x01cf949b, REG x9: 0x0000000000000000
PC: 0x0000000080000574, INSTR: 0x009053bb, REG x7: 0x0000000000000000
PC: 0x0000000080000578, INSTR: 0x5551ba93, REG x21: 0x0000000000000000
PC: 0x000000008000057c, INSTR: 0x007388bb, REG x17: 0x0000000000000000
PC: 0x0000000080000580, INSTR: 0x02901613, REG x12: 0x0000000000000000
PC: 0x0000000080000584, INSTR: 0x5599881b, REG x16: 0x000000000000055d
PC: 0x0000000080000588, INSTR: 0x00080337, REG x6: 0x0000000000080000
PC: 0x000000008000058c, INSTR: 0x0373031b, REG x6: 0x0000000000080037
PC: 0x0000000080000590, INSTR: 0x00c31313, REG x6: 0x0000000080037000
PC: 0x0000000080000594, INSTR: 0x03b30313, REG x6: 0x000000008003703b
PC: 0x0000000080000598, INSTR: 0xfe533f83, REG x31: 0x0000000000000000, MEM 0x0000000080037020
PC: 0x000000008000059c, INSTR: 0x4000006f
PC: 0x000000008000099c, INSTR: 0x03d99f93, REG x31: 0x8000000000000000
PC: 0x00000000800009a0, INSTR: 0x02919d13, REG x26: 0x778a100000000000
PC: 0x00000000800009a4, INSTR: 0x00d35533, REG x10: 0x000000008003703b
PC: 0x00000000800009a8, INSTR: 0x00e81513, REG x10: 0x0000000001574000
PC: 0x00000000800009ac, INSTR: 0x01301a13, REG x20: 0x0000000000000000
PC: 0x00000000800009b0, INSTR: 0x01779913, REG x18: 0x0000000000000000
PC: 0x00000000800009b4, INSTR: 0x03661193, REG x3: 0x0000000000000000
PC: 0x00000000800009b8, INSTR: 0x00fc1893, REG x17: 0x0000000000000000
PC: 0x00000000800009bc, INSTR: 0x41fe8633, REG x12: 0x8000000000000000
PC: 0x00000000800009c0, INSTR: 0x00000813, REG x16: 0x0000000000000000
PC: 0x00000000800009c4, INSTR: 0x00000693, REG x13: 0x0000000000000000
PC: 0x00000000800009c8, INSTR: 0x0040006f
PC: 0x00000000800009cc, INSTR: 0x01661013
PC: 0x00000000800009d0, INSTR: 0x03f99c13, REG x24: 0x0000000000000000
PC: 0x00000000800009d4, INSTR: 0x00180813, REG x16: 0x0000000000000001
PC: 0x00000000800009d8, INSTR: 0x00285693, REG x13: 0x0000000000000000
PC: 0x00000000800009dc, INSTR: 0x00654463
PC: 0x00000000800009e4, INSTR: 0xfe0684e3
PC: 0x00000000800009cc, INSTR: 0x01661013
PC: 0x00000000800009d0, INSTR: 0x03f99c13, REG x24: 0x0000000000000000
PC: 0x00000000800009d4, INSTR: 0x00180813, REG x16: 0x0000000000000002
PC: 0x00000000800009d8, INSTR: 0x00285693, REG x13: 0x0000000000000000
PC: 0x00000000800009dc, INSTR: 0x00654463
PC: 0x00000000800009e4, INSTR: 0xfe0684e3
PC: 0x00000000800009cc, INSTR: 0x01661013
PC: 0x00000000800009d0, INSTR: 0x03f99c13, REG x24: 0x0000000000000000
PC: 0x00000000800009d4, INSTR: 0x00180813, REG x16: 0x0000000000000003
PC: 0x00000000800009d8, INSTR: 0x00285693, REG x13: 0x0000000000000000
PC: 0x00000000800009dc, INSTR: 0x00654463
PC: 0x00000000800009e4, INSTR: 0xfe0684e3
PC: 0x00000000800009cc, INSTR: 0x01661013
PC: 0x00000000800009d0, INSTR: 0x03f99c13, REG x24: 0x0000000000000000
PC: 0x00000000800009d4, INSTR: 0x00180813, REG x16: 0x0000000000000004
PC: 0x00000000800009d8, INSTR: 0x00285693, REG x13: 0x0000000000000001
PC: 0x00000000800009dc, INSTR: 0x00654463
PC: 0x00000000800009e4, INSTR: 0xfe0684e3
PC: 0x00000000800009e8, INSTR: 0x0040006f
PC: 0x00000000800009ec, INSTR: 0x00c21593, REG x11: 0x0393130000000000
PC: 0x00000000800009f0, INSTR: 0x00499e93, REG x29: 0x0000000000000040
PC: 0x00000000800009f4, INSTR: 0xde2eea13, REG x20: 0xfffffffffffffde2
PC: 0x00000000800009f8, INSTR: 0x03801413, REG x8: 0x0000000000000000
PC: 0x00000000800009fc, INSTR: 0x00080e37, REG x28: 0x0000000000080000
PC: 0x0000000080000a00, INSTR: 0x027e0e1b, REG x28: 0x0000000000080027
PC: 0x0000000080000a04, INSTR: 0x00ce1e13, REG x28: 0x0000000080027000
PC: 0x0000000080000a08, INSTR: 0xf13e0e13, REG x28: 0x0000000080026f13
PC: 0x0000000080000a0c, INSTR: 0x608e0503, REG x10: 0x0000000000000000, MEM 0x000000008002751b
PC: 0x0000000080000a10, INSTR: 0x009c9793, REG x15: 0x78a1000000000000
PC: 0x0000000080000a14, INSTR: 0x4001fd37, REG x26: 0x000000004001f000
PC: 0x0000000080000a18, INSTR: 0x001d1d13, REG x26: 0x000000008003e000
PC: 0x0000000080000a1c, INSTR: 0x940d0d13, REG x26: 0x000000008003d940
PC: 0x0000000080000a20, INSTR: 0x652d5003, MEM 0x000000008003df92
PC: 0x0000000080000a24, INSTR: 0x00cb9813, REG x16: 0x0000000000000000
PC: 0x0000000080000a28, INSTR: 0x00e01d93, REG x27: 0x0000000000000000
PC: 0x0000000080000a2c, INSTR: 0x32967b97, REG x23: 0x00000000b2967a2c
PC: 0x0000000080000a30, INSTR: 0x00d95213, REG x4: 0x0000000000000000
PC: 0x0000000080000a34, INSTR: 0x01bc1213, REG x4: 0x0000000000000000
PC: 0x0000000080000a38, INSTR: 0x02939513, REG x10: 0x0000000000000000
PC: 0x0000000080000a3c, INSTR: 0x01572c33, REG x24: 0x0000000000000001
PC: 0x0000000080000a40, INSTR: 0x02509213, REG x4: 0x50838d6000000000
PC: 0x0000000080000a44, INSTR: 0x033d1693, REG x13: 0xca00000000000000
PC: 0x0000000080000a48, INSTR: 0x77e6fc93, REG x25: 0x0000000000000000
PC: 0x0000000080000a4c, INSTR: 0x031a9813, REG x16: 0x0000000000000000
PC: 0x0000000080000a50, INSTR: 0x018a6463
PC: 0x0000000080000a54, INSTR: 0x0040006f
PC: 0x0000000080000a58, INSTR: 0x01851913, REG x18: 0x0000000000000000
PC: 0x0000000080000a5c, INSTR: 0x100073b7, REG x7: 0x0000000010007000
PC: 0x0000000080000a60, INSTR: 0x00339393, REG x7: 0x0000000080038000
PC: 0x0000000080000a64, INSTR: 0x1a238393, REG x7: 0x00000000800381a2
PC: 0x0000000080000a68, INSTR: 0xf1c3b723, MEM 0x00000000800380b0: 0x0000000080026f13
PC: 0x0000000080000a6c, INSTR: 0x016bfe33, REG x28: 0x0000000000000004
PC: 0x0000000080000a70, INSTR: 0x0044d89b, REG x17: 0x0000000000000000
PC: 0x0000000080000a74, INSTR: 0x013d9313, REG x6: 0x0000000000000000
PC: 0x0000000080000a78, INSTR: 0x01003d33, REG x26: 0x0000000000000000
PC: 0x0000000080000a7c, INSTR: 0x03181e93, REG x29: 0x0000000000000000
PC: 0x0000000080000a80, INSTR: 0x008504b3, REG x9: 0x0000000000000000
PC: 0x0000000080000a84, INSTR: 0x01fc1f93, REG x31: 0x0000000080000000
PC: 0x0000000080000a88, INSTR: 0x4001bf37, REG x30: 0x000000004001b000
PC: 0x0000000080000a8c, INSTR: 0x001f1f13, REG x30: 0x0000000080036000
PC: 0x0000000080000a90, INSTR: 0x637f0f13, REG x30: 0x0000000080036637
PC: 0x0000000080000a94, INSTR: 0x2adf2083, REG x1: 0x0000000000000000, MEM 0x00000000800368e4
PC: 0x0000000080000a98, INSTR: 0x01f23cb3, REG x25: 0x0000000000000000
PC: 0x0000000080000a9c, INSTR: 0x6596a497, REG x9: 0x00000000e596aa9c
PC: 0x0000000080000aa0, INSTR: 0x02ac1893, REG x17: 0x0000040000000000
PC: 0x0000000080000aa4, INSTR: 0x003c1f13, REG x30: 0x0000000000000008
PC: 0x0000000080000aa8, INSTR: 0x46a0b993, REG x19: 0x0000000000000001
PC: 0x0000000080000aac, INSTR: 0x00001f17, REG x30: 0x0000000080001aac
PC: 0x0000000080000ab0, INSTR: 0xa2cf0f13, REG x30: 0x00000000800014d8
PC: 0x0000000080000ab4, INSTR: 0x000f00e7, REG x1: 0x0000000080000ab8
PC: 0x00000000800014d8, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x00000000800014dc, INSTR: 0x01013023, MEM 0x000000008004fef0: 0x0000000000000000
PC: 0x00000000800014e0, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x00000000800014e4, INSTR: 0x01e13023, MEM 0x000000008004fee0: 0x00000000800014d8
PC: 0x00000000800014e8, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x00000000800014ec, INSTR: 0x00b13023, MEM 0x000000008004fed0: 0x0393130000000000
PC: 0x00000000800014f0, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x00000000800014f4, INSTR: 0x01213023, MEM 0x000000008004fec0: 0x0000000000000000
PC: 0x00000000800014f8, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x00000000800014fc, INSTR: 0x00613023, MEM 0x000000008004feb0: 0x0000000000000000
PC: 0x0000000080001500, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001504, INSTR: 0x00813023, MEM 0x000000008004fea0: 0x0000000000000000
PC: 0x0000000080001508, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x000000008000150c, INSTR: 0x01613023, MEM 0x000000008004fe90: 0x0000000000000004
PC: 0x0000000080001510, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x0000000080001514, INSTR: 0x00a13023, MEM 0x000000008004fe80: 0x0000000000000000
PC: 0x0000000080001518, INSTR: 0xff010113, REG x2: 0x000000008004fe70
PC: 0x000000008000151c, INSTR: 0x01113023, MEM 0x000000008004fe70: 0x0000040000000000
PC: 0x0000000080001520, INSTR: 0x40d30833, REG x16: 0x3600000000000000
PC: 0x0000000080001524, INSTR: 0x00876f33, REG x30: 0xffffffffcf71c000
PC: 0x0000000080001528, INSTR: 0x009275b3, REG x11: 0x0000000000000000
PC: 0x000000008000152c, INSTR: 0x01d26933, REG x18: 0x50838d6000000000
PC: 0x0000000080001530, INSTR: 0x00731b13, REG x22: 0x0000000000000000
PC: 0x0000000080001534, INSTR: 0x02389893, REG x17: 0x0000000000000000
PC: 0x0000000080001538, INSTR: 0x031c1513, REG x10: 0x0002000000000000
PC: 0x000000008000153c, INSTR: 0x01959533, REG x10: 0x0000000000000000
PC: 0x0000000080001540, INSTR: 0x08005b37, REG x22: 0x0000000008005000
PC: 0x0000000080001544, INSTR: 0x004b1b13, REG x22: 0x0000000080050000
PC: 0x0000000080001548, INSTR: 0x0f3b0b13, REG x22: 0x00000000800500f3
PC: 0x000000008000154c, INSTR: 0xe19b6403, REG x8: 0x0000000000000000, MEM 0x000000008004ff0c
PC: 0x0000000080001550, INSTR: 0x02611313, REG x6: 0x013f9c0000000000
PC: 0x0000000080001554, INSTR: 0x00013883, REG x17: 0x0000040000000000, MEM 0x000000008004fe70
PC: 0x0000000080001558, INSTR: 0x01010113, REG x2: 0x000000008004fe80
PC: 0x000000008000155c, INSTR: 0x00013503, REG x10: 0x0000000000000000, MEM 0x000000008004fe80
PC: 0x0000000080001560, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x0000000080001564, INSTR: 0x00013b03, REG x22: 0x0000000000000004, MEM 0x000000008004fe90
PC: 0x0000000080001568, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x000000008000156c, INSTR: 0x00013403, REG x8: 0x0000000000000000, MEM 0x000000008004fea0
PC: 0x0000000080001570, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x0000000080001574, INSTR: 0x00013303, REG x6: 0x0000000000000000, MEM 0x000000008004feb0
PC: 0x0000000080001578, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x000000008000157c, INSTR: 0x00013903, REG x18: 0x0000000000000000, MEM 0x000000008004fec0
PC: 0x0000000080001580, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x0000000080001584, INSTR: 0x00013583, REG x11: 0x0393130000000000, MEM 0x000000008004fed0
PC: 0x0000000080001588, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x000000008000158c, INSTR: 0x00013f03, REG x30: 0x00000000800014d8, MEM 0x000000008004fee0
PC: 0x0000000080001590, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x0000000080001594, INSTR: 0x00013803, REG x16: 0x0000000000000000, MEM 0x000000008004fef0
PC: 0x0000000080001598, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x000000008000159c, INSTR: 0x00008067
PC: 0x0000000080000ab8, INSTR: 0x400210b7, REG x1: 0x0000000040021000
PC: 0x0000000080000abc, INSTR: 0x00109093, REG x1: 0x0000000080042000
PC: 0x0000000080000ac0, INSTR: 0xc6e08093, REG x1: 0x0000000080041c6e
PC: 0x0000000080000ac4, INSTR: 0x7ca0bb03, REG x22: 0x0000000000000000, MEM 0x0000000080042438
PC: 0x0000000080000ac8, INSTR: 0x03759513, REG x10: 0x0000000000000000
PC: 0x0000000080000acc, INSTR: 0x3f80006f
PC: 0x0000000080000ec4, INSTR: 0x00051e13, REG x28: 0x0000000000000000
PC: 0x0000000080000ec8, INSTR: 0xad5d3913, REG x18: 0x0000000000000001
PC: 0x0000000080000ecc, INSTR: 0x79fd0f13, REG x30: 0x000000000000079f
PC: 0x0000000080000ed0, INSTR: 0x01219493, REG x9: 0x0000000000000000
PC: 0x0000000080000ed4, INSTR: 0x01a35bbb, REG x23: 0x0000000000000000
PC: 0x0000000080000ed8, INSTR: 0x020f9013
PC: 0x0000000080000edc, INSTR: 0x01091a93, REG x21: 0x0000000000010000
PC: 0x0000000080000ee0, INSTR: 0x01979c93, REG x25: 0x0000000000000000
PC: 0x0000000080000ee4, INSTR: 0x028a1793, REG x15: 0xfffde20000000000
PC: 0x0000000080000ee8, INSTR: 0xd282a393, REG x7: 0x0000000000000000
PC: 0x0000000080000eec, INSTR: 0x0b03c913, REG x18: 0x00000000000000b0
PC: 0x0000000080000ef0, INSTR: 0x02589a13, REG x20: 0x0000000000000000
PC: 0x0000000080000ef4, INSTR: 0x01299b13, REG x22: 0x0000000000040000
PC: 0x0000000080000ef8, INSTR: 0x41ee0c3b, REG x24: 0xfffffffffffff861
PC: 0x0000000080000efc, INSTR: 0x00000293, REG x5: 0x0000000000000000
PC: 0x0000000080000f00, INSTR: 0x00400693, REG x13: 0x0000000000000004
PC: 0x0000000080000f04, INSTR: 0x0040006f
PC: 0x0000000080000f08, INSTR: 0x00049613, REG x12: 0x0000000000000000
PC: 0x0000000080000f0c, INSTR: 0x00128293, REG x5: 0x0000000000000001
PC: 0x0000000080000f10, INSTR: 0xfed2ece3
PC: 0x0000000080000f08, INSTR: 0x00049613, REG x12: 0x0000000000000000
PC: 0x0000000080000f0c, INSTR: 0x00128293, REG x5: 0x0000000000000002
PC: 0x0000000080000f10, INSTR: 0xfed2ece3
PC: 0x0000000080000f08, INSTR: 0x00049613, REG x12: 0x0000000000000000
PC: 0x0000000080000f0c, INSTR: 0x00128293, REG x5: 0x0000000000000003
PC: 0x0000000080000f10, INSTR: 0xfed2ece3
PC: 0x0000000080000f08, INSTR: 0x00049613, REG x12: 0x0000000000000000
PC: 0x0000000080000f0c, INSTR: 0x00128293, REG x5: 0x0000000000000004
PC: 0x0000000080000f10, INSTR: 0xfed2ece3
PC: 0x0000000080000f14, INSTR: 0x0040006f
PC: 0x0000000080000f18, INSTR: 0x00d29d93, REG x27: 0x0000000000008000
PC: 0x0000000080000f1c, INSTR: 0x03259493, REG x9: 0x0000000000000000
PC: 0x0000000080000f20, INSTR: 0x0d5b1863
PC: 0x0000000080000ff0, INSTR: 0x014f1c93, REG x25: 0x0000000079f00000
