PC: 0x0000000080000000, INSTR: 0x080055b7, REG x11: 0x0000000008005000
PC: 0x0000000080001fc0, INSTR: 0x01213023, MEM 0x000000008004fec0: 0x0000000000000004
PC: 0x0000000080001fc4, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x0000000080001fc8, INSTR: 0x01413023, MEM 0x000000008004feb0: 0x0000000000000000
PC: 0x0000000080001fcc, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001fd0, INSTR: 0x00113023, MEM 0x000000008004fea0: 0x00000000800005bc
PC: 0x0000000080001fd4, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x0000000080001fd8, INSTR: 0x01b13023, MEM 0x000000008004fe90: 0x0000000000000004
PC: 0x0000000080001fdc, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x0000000080001fe0, INSTR: 0x00a13023, MEM 0x000000008004fe80: 0x0000000000000004
PC: 0x0000000080001fe4, INSTR: 0xff010113, REG x2: 0x000000008004fe70
PC: 0x0000000080001fe8, INSTR: 0x01813023, MEM 0x000000008004fe70: 0x6358fe91cb0afd60
PC: 0x0000000080001fec, INSTR: 0xff010113, REG x2: 0x000000008004fe60
PC: 0x0000000080001ff0, INSTR: 0x01f13023, MEM 0x000000008004fe60: 0x0000000000000002
PC: 0x0000000080001ff4, INSTR: 0xff010113, REG x2: 0x000000008004fe50
PC: 0x0000000080001ff8, INSTR: 0x01313023, MEM 0x000000008004fe50: 0x0000000000000004
PC: 0x0000000080001ffc, INSTR: 0xff010113, REG x2: 0x000000008004fe40
PC: 0x0000000080002000, INSTR: 0x01a13023, MEM 0x000000008004fe40: 0x0000000000000004
PC: 0x0000000080002004, INSTR: 0xff010113, REG x2: 0x000000008004fe30
PC: 0x0000000080002008, INSTR: 0x00e13023, MEM 0x000000008004fe30: 0x0000000000000004
PC: 0x000000008000200c, INSTR: 0x00000d93, REG x27: 0x0000000000000000
PC: 0x0000000080002010, INSTR: 0x00400093, REG x1: 0x0000000000000004
PC: 0x0000000080002014, INSTR: 0x0040006f
PC: 0x0000000080002018, INSTR: 0x001d8d93, REG x27: 0x0000000000000001
PC: 0x000000008000201c, INSTR: 0xfe1deee3
PC: 0x0000000080002018, INSTR: 0x001d8d93, REG x27: 0x0000000000000002
PC: 0x000000008000201c, INSTR: 0xfe1deee3
PC: 0x0000000080002018, INSTR: 0x001d8d93, REG x27: 0x0000000000000003
PC: 0x000000008000201c, INSTR: 0xfe1deee3
PC: 0x0000000080002018, INSTR: 0x001d8d93, REG x27: 0x0000000000000004
PC: 0x000000008000201c, INSTR: 0xfe1deee3
PC: 0x0000000080002020, INSTR: 0x0040006f
PC: 0x0000000080002024, INSTR: 0x005d8933, REG x18: 0x0000000000000008
PC: 0x0000000080002028, INSTR: 0x10009c37, REG x24: 0x0000000010009000
PC: 0x000000008000202c, INSTR: 0x55fc0c1b, REG x24: 0x000000001000955f
PC: 0x0000000080002030, INSTR: 0x003c1c13, REG x24: 0x000000008004aaf8
PC: 0x0000000080002034, INSTR: 0xd2cc2a03, REG x20: 0x0000000000000000, MEM 0x000000008004a824
PC: 0x0000000080002038, INSTR: 0x00000513, REG x10: 0x0000000000000000
PC: 0x000000008000203c, INSTR: 0x00400e13, REG x28: 0x0000000000000004
PC: 0x0000000080002040, INSTR: 0x0040006f
PC: 0x0000000080002044, INSTR: 0x00150513, REG x10: 0x0000000000000001
PC: 0x0000000080002048, INSTR: 0xffc56ee3
PC: 0x0000000080002044, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x0000000080002048, INSTR: 0xffc56ee3
PC: 0x0000000080002044, INSTR: 0x00150513, REG x10: 0x0000000000000003
PC: 0x0000000080002048, INSTR: 0xffc56ee3
PC: 0x0000000080002044, INSTR: 0x00150513, REG x10: 0x0000000000000004
PC: 0x0000000080002048, INSTR: 0xffc56ee3
PC: 0x000000008000204c, INSTR: 0x0040006f
PC: 0x0000000080002050, INSTR: 0x00080737, REG x14: 0x0000000000080000
PC: 0x0000000080002054, INSTR: 0x04d7071b, REG x14: 0x000000000008004d
PC: 0x0000000080002058, INSTR: 0x00c71713, REG x14: 0x000000008004d000
PC: 0x000000008000205c, INSTR: 0xaab70713, REG x14: 0x000000008004caab
PC: 0x0000000080002060, INSTR: 0x6b471fa3, MEM 0x000000008004d16a: 0x0000000000000000
PC: 0x0000000080002064, INSTR: 0x01a41d33, REG x26: 0x0000000000000040
PC: 0x0000000080002068, INSTR: 0x00000f13, REG x30: 0x0000000000000000
PC: 0x000000008000206c, INSTR: 0x00400f93, REG x31: 0x0000000000000004
PC: 0x0000000080002070, INSTR: 0x0040006f
PC: 0x0000000080002074, INSTR: 0x001f0f13, REG x30: 0x0000000000000001
PC: 0x0000000080002078, INSTR: 0xffff6ee3
PC: 0x0000000080002074, INSTR: 0x001f0f13, REG x30: 0x0000000000000002
PC: 0x0000000080002078, INSTR: 0xffff6ee3
PC: 0x0000000080002074, INSTR: 0x001f0f13, REG x30: 0x0000000000000003
PC: 0x0000000080002078, INSTR: 0xffff6ee3
PC: 0x0000000080002074, INSTR: 0x001f0f13, REG x30: 0x0000000000000004
PC: 0x0000000080002078, INSTR: 0xffff6ee3
PC: 0x000000008000207c, INSTR: 0x0040006f
PC: 0x0000000080002080, INSTR: 0x00000993, REG x19: 0x0000000000000000
PC: 0x0000000080002084, INSTR: 0x00400593, REG x11: 0x0000000000000004
PC: 0x0000000080002088, INSTR: 0x0040006f
PC: 0x000000008000208c, INSTR: 0x019c0dbb, REG x27: 0x00000000635ea117
PC: 0x0000000080002090, INSTR: 0x00198993, REG x19: 0x0000000000000001
PC: 0x0000000080002094, INSTR: 0xfeb9ece3
PC: 0x000000008000208c, INSTR: 0x019c0dbb, REG x27: 0x00000000635ea117
PC: 0x0000000080002090, INSTR: 0x00198993, REG x19: 0x0000000000000002
PC: 0x0000000080002094, INSTR: 0xfeb9ece3
PC: 0x000000008000208c, INSTR: 0x019c0dbb, REG x27: 0x00000000635ea117
PC: 0x0000000080002090, INSTR: 0x00198993, REG x19: 0x0000000000000003
PC: 0x0000000080002094, INSTR: 0xfeb9ece3
PC: 0x000000008000208c, INSTR: 0x019c0dbb, REG x27: 0x00000000635ea117
PC: 0x0000000080002090, INSTR: 0x00198993, REG x19: 0x0000000000000004
PC: 0x0000000080002094, INSTR: 0xfeb9ece3
PC: 0x0000000080002098, INSTR: 0x0040006f
PC: 0x000000008000209c, INSTR: 0x00a1f463
PC: 0x00000000800020a4, INSTR: 0x00013703, REG x14: 0x0000000000000004, MEM 0x000000008004fe30
PC: 0x00000000800020a8, INSTR: 0x01010113, REG x2: 0x000000008004fe40
PC: 0x00000000800020ac, INSTR: 0x00013d03, REG x26: 0x0000000000000004, MEM 0x000000008004fe40
PC: 0x00000000800020b0, INSTR: 0x01010113, REG x2: 0x000000008004fe50
PC: 0x00000000800020b4, INSTR: 0x00013983, REG x19: 0x0000000000000004, MEM 0x000000008004fe50
PC: 0x00000000800020b8, INSTR: 0x01010113, REG x2: 0x000000008004fe60
PC: 0x00000000800020bc, INSTR: 0x00013f83, REG x31: 0x0000000000000002, MEM 0x000000008004fe60
PC: 0x00000000800020c0, INSTR: 0x01010113, REG x2: 0x000000008004fe70
PC: 0x00000000800020c4, INSTR: 0x00013c03, REG x24: 0x6358fe91cb0afd60, MEM 0x000000008004fe70
PC: 0x00000000800020c8, INSTR: 0x01010113, REG x2: 0x000000008004fe80
PC: 0x00000000800020cc, INSTR: 0x00013503, REG x10: 0x0000000000000004, MEM 0x000000008004fe80
PC: 0x00000000800020d0, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x00000000800020d4, INSTR: 0x00013d83, REG x27: 0x0000000000000004, MEM 0x000000008004fe90
PC: 0x00000000800020d8, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x00000000800020dc, INSTR: 0x00013083, REG x1: 0x00000000800005bc, MEM 0x000000008004fea0
PC: 0x00000000800020e0, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x00000000800020e4, INSTR: 0x00013a03, REG x20: 0x0000000000000000, MEM 0x000000008004feb0
PC: 0x00000000800020e8, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x00000000800020ec, INSTR: 0x00013903, REG x18: 0x0000000000000004, MEM 0x000000008004fec0
PC: 0x00000000800020f0, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x00000000800020f4, INSTR: 0x00013583, REG x11: 0x68881bee7da4d465, MEM 0x000000008004fed0
PC: 0x00000000800020f8, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x00000000800020fc, INSTR: 0x00013f03, REG x30: 0x00000000800473b3, MEM 0x000000008004fee0
PC: 0x0000000080002100, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x0000000080002104, INSTR: 0x00013e03, REG x28: 0x5f56c20c48ffe9d2, MEM 0x000000008004fef0
PC: 0x0000000080002108, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x000000008000210c, INSTR: 0x00008067
PC: 0x00000000800005bc, INSTR: 0x00000413, REG x8: 0x0000000000000000
PC: 0x00000000800005c0, INSTR: 0x00400a13, REG x20: 0x0000000000000004
PC: 0x00000000800005c4, INSTR: 0x0040006f
PC: 0x00000000800005c8, INSTR: 0x00140413, REG x8: 0x0000000000000001
PC: 0x00000000800005cc, INSTR: 0x0124c463
PC: 0x00000000800005d0, INSTR: 0x0040006f
PC: 0x00000000800005d4, INSTR: 0x0140e463
PC: 0x00000000800005d8, INSTR: 0x0040006f
PC: 0x00000000800005dc, INSTR: 0xff4466e3
PC: 0x00000000800005c8, INSTR: 0x00140413, REG x8: 0x0000000000000002
PC: 0x00000000800005cc, INSTR: 0x0124c463
PC: 0x00000000800005d0, INSTR: 0x0040006f
PC: 0x00000000800005d4, INSTR: 0x0140e463
PC: 0x00000000800005d8, INSTR: 0x0040006f
PC: 0x00000000800005dc, INSTR: 0xff4466e3
PC: 0x00000000800005c8, INSTR: 0x00140413, REG x8: 0x0000000000000003
PC: 0x00000000800005cc, INSTR: 0x0124c463
PC: 0x00000000800005d0, INSTR: 0x0040006f
PC: 0x00000000800005d4, INSTR: 0x0140e463
PC: 0x00000000800005d8, INSTR: 0x0040006f
PC: 0x00000000800005dc, INSTR: 0xff4466e3
PC: 0x00000000800005c8, INSTR: 0x00140413, REG x8: 0x0000000000000004
PC: 0x00000000800005cc, INSTR: 0x0124c463
PC: 0x00000000800005d0, INSTR: 0x0040006f
PC: 0x00000000800005d4, INSTR: 0x0140e463
PC: 0x00000000800005d8, INSTR: 0x0040006f
PC: 0x00000000800005dc, INSTR: 0xff4466e3
PC: 0x00000000800005e0, INSTR: 0x0040006f
PC: 0x00000000800005e4, INSTR: 0x084fea63
PC: 0x0000000080000678, INSTR: 0xed0fece3
PC: 0x0000000080000550, INSTR: 0x40395a3b, REG x20: 0x0000000000000000
PC: 0x0000000080000554, INSTR: 0x73000313, REG x6: 0x0000000000000730
PC: 0x0000000080000558, INSTR: 0x001f8f93, REG x31: 0x0000000000000003
PC: 0x000000008000055c, INSTR: 0x00000d13, REG x26: 0x0000000000000000
PC: 0x0000000080000560, INSTR: 0x00400713, REG x14: 0x0000000000000004
PC: 0x0000000080000564, INSTR: 0x008cf463
PC: 0x000000008000056c, INSTR: 0x001d0d13, REG x26: 0x0000000000000001
PC: 0x0000000080000570, INSTR: 0xfeed6ee3
PC: 0x000000008000056c, INSTR: 0x001d0d13, REG x26: 0x0000000000000002
PC: 0x0000000080000570, INSTR: 0xfeed6ee3
PC: 0x000000008000056c, INSTR: 0x001d0d13, REG x26: 0x0000000000000003
PC: 0x0000000080000570, INSTR: 0xfeed6ee3
PC: 0x000000008000056c, INSTR: 0x001d0d13, REG x26: 0x0000000000000004
PC: 0x0000000080000570, INSTR: 0xfeed6ee3
PC: 0x0000000080000574, INSTR: 0x0040006f
PC: 0x0000000080000578, INSTR: 0x00000513, REG x10: 0x0000000000000000
PC: 0x000000008000057c, INSTR: 0x00400293, REG x5: 0x0000000000000004
PC: 0x0000000080000580, INSTR: 0x0040006f
PC: 0x0000000080000584, INSTR: 0x00150513, REG x10: 0x0000000000000001
PC: 0x0000000080000588, INSTR: 0x00000193, REG x3: 0x0000000000000000
PC: 0x000000008000058c, INSTR: 0x00400e93, REG x29: 0x0000000000000004
PC: 0x0000000080000590, INSTR: 0x00176463
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000001
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000002
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000003
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000004
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x00000000800005a0, INSTR: 0x0040006f
PC: 0x00000000800005a4, INSTR: 0xfe5560e3
PC: 0x0000000080000584, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x0000000080000588, INSTR: 0x00000193, REG x3: 0x0000000000000000
PC: 0x000000008000058c, INSTR: 0x00400e93, REG x29: 0x0000000000000004
PC: 0x0000000080000590, INSTR: 0x00176463
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000001
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000002
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000003
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000004
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x00000000800005a0, INSTR: 0x0040006f
PC: 0x00000000800005a4, INSTR: 0xfe5560e3
PC: 0x0000000080000584, INSTR: 0x00150513, REG x10: 0x0000000000000003
PC: 0x0000000080000588, INSTR: 0x00000193, REG x3: 0x0000000000000000
PC: 0x000000008000058c, INSTR: 0x00400e93, REG x29: 0x0000000000000004
PC: 0x0000000080000590, INSTR: 0x00176463
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000001
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000002
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000003
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000004
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x00000000800005a0, INSTR: 0x0040006f
PC: 0x00000000800005a4, INSTR: 0xfe5560e3
PC: 0x0000000080000584, INSTR: 0x00150513, REG x10: 0x0000000000000004
PC: 0x0000000080000588, INSTR: 0x00000193, REG x3: 0x0000000000000000
PC: 0x000000008000058c, INSTR: 0x00400e93, REG x29: 0x0000000000000004
PC: 0x0000000080000590, INSTR: 0x00176463
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000001
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000002
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000003
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x0000000080000598, INSTR: 0x00118193, REG x3: 0x0000000000000004
PC: 0x000000008000059c, INSTR: 0xffd1eee3
PC: 0x00000000800005a0, INSTR: 0x0040006f
PC: 0x00000000800005a4, INSTR: 0xfe5560e3
PC: 0x00000000800005a8, INSTR: 0x0040006f
PC: 0x00000000800005ac, INSTR: 0x7614b893, REG x17: 0x0000000000000001
PC: 0x00000000800005b0, INSTR: 0x00002b17, REG x22: 0x00000000800025b0
PC: 0x00000000800005b4, INSTR: 0x9f4b0b13, REG x22: 0x0000000080001fa4
PC: 0x00000000800005b8, INSTR: 0x000b00e7, REG x1: 0x00000000800005bc
PC: 0x0000000080001fa4, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x0000000080001fa8, INSTR: 0x01c13023, MEM 0x000000008004fef0: 0x5f56c20c48ffe9d2
PC: 0x0000000080001fac, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001fb0, INSTR: 0x01e13023, MEM 0x000000008004fee0: 0x00000000800473b3
PC: 0x0000000080001fb4, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x0000000080001fb8, INSTR: 0x00b13023, MEM 0x000000008004fed0: 0x68881bee7da4d465
PC: 0x0000000080001fbc, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001fc0, INSTR: 0x01213023, MEM 0x000000008004fec0: 0x0000000000000004
PC: 0x0000000080001fc4, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x0000000080001fc8, INSTR: 0x01413023, MEM 0x000000008004feb0: 0x0000000000000000
PC: 0x0000000080001fcc, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001fd0, INSTR: 0x00113023, MEM 0x000000008004fea0: 0x00000000800005bc
PC: 0x0000000080001fd4, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x0000000080001fd8, INSTR: 0x01b13023, MEM 0x000000008004fe90: 0x0000000000000004
PC: 0x0000000080001fdc, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x0000000080001fe0, INSTR: 0x00a13023, MEM 0x000000008004fe80: 0x0000000000000004
PC: 0x0000000080001fe4, INSTR: 0xff010113, REG x2: 0x000000008004fe70
PC: 0x0000000080001fe8, INSTR: 0x01813023, MEM 0x000000008004fe70: 0x6358fe91cb0afd60
PC: 0x0000000080001fec, INSTR: 0xff010113, REG x2: 0x000000008004fe60
PC: 0x0000000080001ff0, INSTR: 0x01f13023, MEM 0x000000008004fe60: 0x0000000000000003
PC: 0x0000000080001ff4, INSTR: 0xff010113, REG x2: 0x000000008004fe50
PC: 0x0000000080001ff8, INSTR: 0x01313023, MEM 0x000000008004fe50: 0x0000000000000004
PC: 0x0000000080001ffc, INSTR: 0xff010113, REG x2: 0x000000008004fe40
PC: 0x0000000080002000, INSTR: 0x01a13023, MEM 0x000000008004fe40: 0x0000000000000004
PC: 0x0000000080002004, INSTR: 0xff010113, REG x2: 0x000000008004fe30
PC: 0x0000000080002008, INSTR: 0x00e13023, MEM 0x000000008004fe30: 0x0000000000000004
PC: 0x000000008000200c, INSTR: 0x00000d93, REG x27: 0x0000000000000000
PC: 0x0000000080002010, INSTR: 0x00400093, REG x1: 0x0000000000000004
PC: 0x0000000080002014, INSTR: 0x0040006f
PC: 0x0000000080002018, INSTR: 0x001d8d93, REG x27: 0x0000000000000001
PC: 0x000000008000201c, INSTR: 0xfe1deee3
PC: 0x0000000080002018, INSTR: 0x001d8d93, REG x27: 0x0000000000000002
PC: 0x000000008000201c, INSTR: 0xfe1deee3
PC: 0x0000000080002018, INSTR: 0x001d8d93, REG x27: 0x0000000000000003
PC: 0x000000008000201c, INSTR: 0xfe1deee3
PC: 0x0000000080002018, INSTR: 0x001d8d93, REG x27: 0x0000000000000004
PC: 0x000000008000201c, INSTR: 0xfe1deee3
PC: 0x0000000080002020, INSTR: 0x0040006f
PC: 0x0000000080002024, INSTR: 0x005d8933, REG x18: 0x0000000000000008
PC: 0x0000000080002028, INSTR: 0x10009c37, REG x24: 0x0000000010009000
PC: 0x000000008000202c, INSTR: 0x55fc0c1b, REG x24: 0x000000001000955f
PC: 0x0000000080002030, INSTR: 0x003c1c13, REG x24: 0x000000008004aaf8
PC: 0x0000000080002034, INSTR: 0xd2cc2a03, REG x20: 0x0000000000000000, MEM 0x000000008004a824
PC: 0x0000000080002038, INSTR: 0x00000513, REG x10: 0x0000000000000000
PC: 0x000000008000203c, INSTR: 0x00400e13, REG x28: 0x0000000000000004
PC: 0x0000000080002040, INSTR: 0x0040006f
PC: 0x0000000080002044, INSTR: 0x00150513, REG x10: 0x0000000000000001
PC: 0x0000000080002048, INSTR: 0xffc56ee3
PC: 0x0000000080002044, INSTR: 0x00150513, REG x10: 0x0000000000000002
PC: 0x0000000080002048, INSTR: 0xffc56ee3
PC: 0x0000000080002044, INSTR: 0x00150513, REG x10: 0x0000000000000003
PC: 0x0000000080002048, INSTR: 0xffc56ee3
PC: 0x0000000080002044, INSTR: 0x00150513, REG x10: 0x0000000000000004
PC: 0x0000000080002048, INSTR: 0xffc56ee3
PC: 0x000000008000204c, INSTR: 0x0040006f
PC: 0x0000000080002050, INSTR: 0x00080737, REG x14: 0x0000000000080000
PC: 0x0000000080002054, INSTR: 0x04d7071b, REG x14: 0x000000000008004d
PC: 0x0000000080002058, INSTR: 0x00c71713, REG x14: 0x000000008004d000
PC: 0x000000008000205c, INSTR: 0xaab70713, REG x14: 0x000000008004caab
PC: 0x0000000080002060, INSTR: 0x6b471fa3, MEM 0x000000008004d16a: 0x0000000000000000
PC: 0x0000000080002064, INSTR: 0x01a41d33, REG x26: 0x0000000000000040
PC: 0x0000000080002068, INSTR: 0x00000f13, REG x30: 0x0000000000000000
PC: 0x000000008000206c, INSTR: 0x00400f93, REG x31: 0x0000000000000004
PC: 0x0000000080002070, INSTR: 0x0040006f
PC: 0x0000000080002074, INSTR: 0x001f0f13, REG x30: 0x0000000000000001
PC: 0x0000000080002078, INSTR: 0xffff6ee3
PC: 0x0000000080002074, INSTR: 0x001f0f13, REG x30: 0x0000000000000002
PC: 0x0000000080002078, INSTR: 0xffff6ee3
PC: 0x0000000080002074, INSTR: 0x001f0f13, REG x30: 0x0000000000000003
PC: 0x0000000080002078, INSTR: 0xffff6ee3
PC: 0x0000000080002074, INSTR: 0x001f0f13, REG x30: 0x0000000000000004
PC: 0x0000000080002078, INSTR: 0xffff6ee3
PC: 0x000000008000207c, INSTR: 0x0040006f
PC: 0x0000000080002080, INSTR: 0x00000993, REG x19: 0x0000000000000000
PC: 0x0000000080002084, INSTR: 0x00400593, REG x11: 0x0000000000000004
PC: 0x0000000080002088, INSTR: 0x0040006f
PC: 0x000000008000208c, INSTR: 0x019c0dbb, REG x27: 0x00000000635ea117
PC: 0x0000000080002090, INSTR: 0x00198993, REG x19: 0x0000000000000001
PC: 0x0000000080002094, INSTR: 0xfeb9ece3
PC: 0x000000008000208c, INSTR: 0x019c0dbb, REG x27: 0x00000000635ea117
PC: 0x0000000080002090, INSTR: 0x00198993, REG x19: 0x0000000000000002
PC: 0x0000000080002094, INSTR: 0xfeb9ece3
PC: 0x000000008000208c, INSTR: 0x019c0dbb, REG x27: 0x00000000635ea117
PC: 0x0000000080002090, INSTR: 0x00198993, REG x19: 0x0000000000000003
PC: 0x0000000080002094, INSTR: 0xfeb9ece3
PC: 0x000000008000208c, INSTR: 0x019c0dbb, REG x27: 0x00000000635ea117
PC: 0x0000000080002090, INSTR: 0x00198993, REG x19: 0x0000000000000004
PC: 0x0000000080002094, INSTR: 0xfeb9ece3
PC: 0x0000000080002098, INSTR: 0x0040006f
PC: 0x000000008000209c, INSTR: 0x00a1f463
PC: 0x00000000800020a4, INSTR: 0x00013703, REG x14: 0x0000000000000004, MEM 0x000000008004fe30
PC: 0x00000000800020a8, INSTR: 0x01010113, REG x2: 0x000000008004fe40
PC: 0x00000000800020ac, INSTR: 0x00013d03, REG x26: 0x0000000000000004, MEM 0x000000008004fe40
PC: 0x00000000800020b0, INSTR: 0x01010113, REG x2: 0x000000008004fe50
PC: 0x00000000800020b4, INSTR: 0x00013983, REG x19: 0x0000000000000004, MEM 0x000000008004fe50
PC: 0x00000000800020b8, INSTR: 0x01010113, REG x2: 0x000000008004fe60
PC: 0x00000000800020bc, INSTR: 0x00013f83, REG x31: 0x0000000000000003, MEM 0x000000008004fe60
PC: 0x00000000800020c0, INSTR: 0x01010113, REG x2: 0x000000008004fe70
PC: 0x00000000800020c4, INSTR: 0x00013c03, REG x24: 0x6358fe91cb0afd60, MEM 0x000000008004fe70
PC: 0x00000000800020c8, INSTR: 0x01010113, REG x2: 0x000000008004fe80
PC: 0x00000000800020cc, INSTR: 0x00013503, REG x10: 0x0000000000000004, MEM 0x000000008004fe80
PC: 0x00000000800020d0, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x00000000800020d4, INSTR: 0x00013d83, REG x27: 0x0000000000000004, MEM 0x000000008004fe90
PC: 0x00000000800020d8, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x00000000800020dc, INSTR: 0x00013083, REG x1: 0x00000000800005bc, MEM 0x000000008004fea0
PC: 0x00000000800020e0, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x00000000800020e4, INSTR: 0x00013a03, REG x20: 0x0000000000000000, MEM 0x000000008004feb0
PC: 0x00000000800020e8, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x00000000800020ec, INSTR: 0x00013903, REG x18: 0x0000000000000004, MEM 0x000000008004fec0
PC: 0x00000000800020f0, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x00000000800020f4, INSTR: 0x00013583, REG x11: 0x68881bee7da4d465, MEM 0x000000008004fed0
PC: 0x00000000800020f8, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x00000000800020fc, INSTR: 0x00013f03, REG x30: 0x00000000800473b3, MEM 0x000000008004fee0
PC: 0x0000000080002100, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x0000000080002104, INSTR: 0x00013e03, REG x28: 0x5f56c20c48ffe9d2, MEM 0x000000008004fef0
PC: 0x0000000080002108, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x000000008000210c, INSTR: 0x00008067
PC: 0x00000000800005bc, INSTR: 0x00000413, REG x8: 0x0000000000000000
PC: 0x00000000800005c0, INSTR: 0x00400a13, REG x20: 0x0000000000000004
PC: 0x00000000800005c4, INSTR: 0x0040006f
PC: 0x00000000800005c8, INSTR: 0x00140413, REG x8: 0x0000000000000001
PC: 0x00000000800005cc, INSTR: 0x0124c463
PC: 0x00000000800005d0, INSTR: 0x0040006f
PC: 0x00000000800005d4, INSTR: 0x0140e463
PC: 0x00000000800005d8, INSTR: 0x0040006f
PC: 0x00000000800005dc, INSTR: 0xff4466e3
PC: 0x00000000800005c8, INSTR: 0x00140413, REG x8: 0x0000000000000002
PC: 0x00000000800005cc, INSTR: 0x0124c463
PC: 0x00000000800005d0, INSTR: 0x0040006f
PC: 0x00000000800005d4, INSTR: 0x0140e463
PC: 0x00000000800005d8, INSTR: 0x0040006f
PC: 0x00000000800005dc, INSTR: 0xff4466e3
PC: 0x00000000800005c8, INSTR: 0x00140413, REG x8: 0x0000000000000003
PC: 0x00000000800005cc, INSTR: 0x0124c463
PC: 0x00000000800005d0, INSTR: 0x0040006f
PC: 0x00000000800005d4, INSTR: 0x0140e463
PC: 0x00000000800005d8, INSTR: 0x0040006f
PC: 0x00000000800005dc, INSTR: 0xff4466e3
PC: 0x00000000800005c8, INSTR: 0x00140413, REG x8: 0x0000000000000004
PC: 0x00000000800005cc, INSTR: 0x0124c463
PC: 0x00000000800005d0, INSTR: 0x0040006f
PC: 0x00000000800005d4, INSTR: 0x0140e463
PC: 0x00000000800005d8, INSTR: 0x0040006f
PC: 0x00000000800005dc, INSTR: 0xff4466e3
PC: 0x00000000800005e0, INSTR: 0x0040006f
PC: 0x00000000800005e4, INSTR: 0x084fea63
PC: 0x0000000080000678, INSTR: 0xed0fece3
