PC: 0x0000000080000000, INSTR: 0x08005337, REG x6: 0x0000000008005000
PC: 0x0000000080001308, INSTR: 0x00013d03, REG x26: 0x7173fe8d71b6ed47, MEM 0x000000008004fe70
PC: 0x000000008000130c, INSTR: 0x01010113, REG x2: 0x000000008004fe80
PC: 0x0000000080001310, INSTR: 0x00013603, REG x12: 0xb0f88bc2226e8aeb, MEM 0x000000008004fe80
PC: 0x0000000080001314, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x0000000080001318, INSTR: 0x00013f83, REG x31: 0x681b78296a2c57d8, MEM 0x000000008004fe90
PC: 0x000000008000131c, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001320, INSTR: 0x00013c03, REG x24: 0xdc0f2518d6dd41bc, MEM 0x000000008004fea0
PC: 0x0000000080001324, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x0000000080001328, INSTR: 0x00013083, REG x1: 0x0000000080000440, MEM 0x000000008004feb0
PC: 0x000000008000132c, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001330, INSTR: 0x00013303, REG x6: 0x88b306b88aa44d8c, MEM 0x000000008004fec0
PC: 0x0000000080001334, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x0000000080001338, INSTR: 0x00013c83, REG x25: 0xb447737c63c128e9, MEM 0x000000008004fed0
PC: 0x000000008000133c, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001340, INSTR: 0x00013903, REG x18: 0x1257553c2a3ac935, MEM 0x000000008004fee0
PC: 0x0000000080001344, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x0000000080001348, INSTR: 0x00013e03, REG x28: 0xb5e13ec56894d18f, MEM 0x000000008004fef0
PC: 0x000000008000134c, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x0000000080001350, INSTR: 0x00008067
PC: 0x0000000080000440, INSTR: 0x00f31b3b, REG x22: 0x0000000044d8c000
PC: 0x0000000080000444, INSTR: 0x408d5513, REG x10: 0x007173fe8d71b6ed
PC: 0x0000000080000448, INSTR: 0x423e5693, REG x13: 0xfffffffff6bc27d8
PC: 0x000000008000044c, INSTR: 0x200115b7, REG x11: 0x0000000020011000
PC: 0x0000000080000450, INSTR: 0x00259593, REG x11: 0x0000000080044000
PC: 0x0000000080000454, INSTR: 0x81d58593, REG x11: 0x000000008004381d
PC: 0x0000000080000458, INSTR: 0x10359da3, MEM 0x0000000080043938: 0x0000000000007967
PC: 0x000000008000045c, INSTR: 0x42b7d293, REG x5: 0xfffffffffff4e8b9
PC: 0x0000000080000460, INSTR: 0x00000893, REG x17: 0x0000000000000000
PC: 0x0000000080000464, INSTR: 0x00400493, REG x9: 0x0000000000000004
PC: 0x0000000080000468, INSTR: 0x0040006f
PC: 0x000000008000046c, INSTR: 0x419cd193, REG x3: 0xffffffda23b9be31
PC: 0x0000000080000470, INSTR: 0x6a71031b, REG x6: 0xffffffff800505a7
PC: 0x0000000080000474, INSTR: 0x33317513, REG x10: 0x0000000000000300
PC: 0x0000000080000478, INSTR: 0x438b5a93, REG x21: 0x0000000000000000
PC: 0x000000008000047c, INSTR: 0x100076b7, REG x13: 0x0000000010007000
PC: 0x0000000080000480, INSTR: 0x61f6869b, REG x13: 0x000000001000761f
PC: 0x0000000080000484, INSTR: 0x00369693, REG x13: 0x000000008003b0f8
PC: 0x0000000080000488, INSTR: 0xae86d983, REG x19: 0x0000000000000000, MEM 0x000000008003abe0
PC: 0x000000008000048c, INSTR: 0xa27aaa13, REG x20: 0x0000000000000000
PC: 0x0000000080000490, INSTR: 0xd257b813, REG x16: 0x0000000000000001
PC: 0x0000000080000494, INSTR: 0x00080337, REG x6: 0x0000000000080000
PC: 0x0000000080000498, INSTR: 0x0373031b, REG x6: 0x0000000000080037
PC: 0x000000008000049c, INSTR: 0x00c31313, REG x6: 0x0000000080037000
PC: 0x00000000800004a0, INSTR: 0x5e730313, REG x6: 0x00000000800375e7
PC: 0x00000000800004a4, INSTR: 0x72a311a3, MEM 0x0000000080037d0a: 0x0000000000000300
PC: 0x00000000800004a8, INSTR: 0x00188893, REG x17: 0x0000000000000001
PC: 0x00000000800004ac, INSTR: 0xfc98e0e3
PC: 0x000000008000046c, INSTR: 0x419cd193, REG x3: 0xffffffda23b9be31
PC: 0x0000000080000470, INSTR: 0x6a71031b, REG x6: 0xffffffff800505a7
PC: 0x0000000080000474, INSTR: 0x33317513, REG x10: 0x0000000000000300
PC: 0x0000000080000478, INSTR: 0x438b5a93, REG x21: 0x0000000000000000
PC: 0x000000008000047c, INSTR: 0x100076b7, REG x13: 0x0000000010007000
PC: 0x0000000080000480, INSTR: 0x61f6869b, REG x13: 0x000000001000761f
PC: 0x0000000080000484, INSTR: 0x00369693, REG x13: 0x000000008003b0f8
PC: 0x0000000080000488, INSTR: 0xae86d983, REG x19: 0x0000000000000000, MEM 0x000000008003abe0
PC: 0x000000008000048c, INSTR: 0xa27aaa13, REG x20: 0x0000000000000000
PC: 0x0000000080000490, INSTR: 0xd257b813, REG x16: 0x0000000000000001
PC: 0x0000000080000494, INSTR: 0x00080337, REG x6: 0x0000000000080000
PC: 0x0000000080000498, INSTR: 0x0373031b, REG x6: 0x0000000000080037
PC: 0x000000008000049c, INSTR: 0x00c31313, REG x6: 0x0000000080037000
PC: 0x00000000800004a0, INSTR: 0x5e730313, REG x6: 0x00000000800375e7
PC: 0x00000000800004a4, INSTR: 0x72a311a3, MEM 0x0000000080037d0a: 0x0000000000000300
PC: 0x00000000800004a8, INSTR: 0x00188893, REG x17: 0x0000000000000002
PC: 0x00000000800004ac, INSTR: 0xfc98e0e3
PC: 0x000000008000046c, INSTR: 0x419cd193, REG x3: 0xffffffda23b9be31
PC: 0x0000000080000470, INSTR: 0x6a71031b, REG x6: 0xffffffff800505a7
PC: 0x0000000080000474, INSTR: 0x33317513, REG x10: 0x0000000000000300
PC: 0x0000000080000478, INSTR: 0x438b5a93, REG x21: 0x0000000000000000
PC: 0x000000008000047c, INSTR: 0x100076b7, REG x13: 0x0000000010007000
PC: 0x0000000080000480, INSTR: 0x61f6869b, REG x13: 0x000000001000761f
PC: 0x0000000080000484, INSTR: 0x00369693, REG x13: 0x000000008003b0f8
PC: 0x0000000080000488, INSTR: 0xae86d983, REG x19: 0x0000000000000000, MEM 0x000000008003abe0
PC: 0x000000008000048c, INSTR: 0xa27aaa13, REG x20: 0x0000000000000000
PC: 0x0000000080000490, INSTR: 0xd257b813, REG x16: 0x0000000000000001
PC: 0x0000000080000494, INSTR: 0x00080337, REG x6: 0x0000000000080000
PC: 0x0000000080000498, INSTR: 0x0373031b, REG x6: 0x0000000000080037
PC: 0x000000008000049c, INSTR: 0x00c31313, REG x6: 0x0000000080037000
PC: 0x00000000800004a0, INSTR: 0x5e730313, REG x6: 0x00000000800375e7
PC: 0x00000000800004a4, INSTR: 0x72a311a3, MEM 0x0000000080037d0a: 0x0000000000000300
PC: 0x00000000800004a8, INSTR: 0x00188893, REG x17: 0x0000000000000003
PC: 0x00000000800004ac, INSTR: 0xfc98e0e3
PC: 0x000000008000046c, INSTR: 0x419cd193, REG x3: 0xffffffda23b9be31
PC: 0x0000000080000470, INSTR: 0x6a71031b, REG x6: 0xffffffff800505a7
PC: 0x0000000080000474, INSTR: 0x33317513, REG x10: 0x0000000000000300
PC: 0x0000000080000478, INSTR: 0x438b5a93, REG x21: 0x0000000000000000
PC: 0x000000008000047c, INSTR: 0x100076b7, REG x13: 0x0000000010007000
PC: 0x0000000080000480, INSTR: 0x61f6869b, REG x13: 0x000000001000761f
PC: 0x0000000080000484, INSTR: 0x00369693, REG x13: 0x000000008003b0f8
PC: 0x0000000080000488, INSTR: 0xae86d983, REG x19: 0x0000000000000000, MEM 0x000000008003abe0
PC: 0x000000008000048c, INSTR: 0xa27aaa13, REG x20: 0x0000000000000000
PC: 0x0000000080000490, INSTR: 0xd257b813, REG x16: 0x0000000000000001
PC: 0x0000000080000494, INSTR: 0x00080337, REG x6: 0x0000000000080000
PC: 0x0000000080000498, INSTR: 0x0373031b, REG x6: 0x0000000000080037
PC: 0x000000008000049c, INSTR: 0x00c31313, REG x6: 0x0000000080037000
PC: 0x00000000800004a0, INSTR: 0x5e730313, REG x6: 0x00000000800375e7
PC: 0x00000000800004a4, INSTR: 0x72a311a3, MEM 0x0000000080037d0a: 0x0000000000000300
PC: 0x00000000800004a8, INSTR: 0x00188893, REG x17: 0x0000000000000004
PC: 0x00000000800004ac, INSTR: 0xfc98e0e3
PC: 0x00000000800004b0, INSTR: 0x0040006f
PC: 0x00000000800004b4, INSTR: 0x43ef5513, REG x10: 0x0000000000000001
PC: 0x00000000800004b8, INSTR: 0x42d4d293, REG x5: 0x0000000000000000
PC: 0x00000000800004bc, INSTR: 0x41c85b93, REG x23: 0x0000000000000000
PC: 0x00000000800004c0, INSTR: 0x4001f737, REG x14: 0x000000004001f000
PC: 0x00000000800004c4, INSTR: 0x00171713, REG x14: 0x000000008003e000
PC: 0x00000000800004c8, INSTR: 0x2cd70713, REG x14: 0x000000008003e2cd
PC: 0x00000000800004cc, INSTR: 0x4eb71403, REG x8: 0x0000000000000000, MEM 0x000000008003e7b8
PC: 0x00000000800004d0, INSTR: 0x4138df13, REG x30: 0x0000000000000000
PC: 0x00000000800004d4, INSTR: 0x10009437, REG x8: 0x0000000010009000
PC: 0x00000000800004d8, INSTR: 0xe6b4041b, REG x8: 0x0000000010008e6b
PC: 0x00000000800004dc, INSTR: 0x00341413, REG x8: 0x0000000080047358
PC: 0x00000000800004e0, INSTR: 0xf5243023, MEM 0x0000000080047298: 0x1257553c2a3ac935
PC: 0x00000000800004e4, INSTR: 0xee286a17, REG x20: 0x000000006e2864e4
PC: 0x00000000800004e8, INSTR: 0x439c5513, REG x10: 0xffffffffffffffee
PC: 0x00000000800004ec, INSTR: 0x00373233, REG x4: 0x0000000000000001
PC: 0x00000000800004f0, INSTR: 0x40da5213, REG x4: 0x0000000000037143
PC: 0x00000000800004f4, INSTR: 0x00b9d463
PC: 0x00000000800004f8, INSTR: 0x0040006f
PC: 0x00000000800004fc, INSTR: 0x437c5e93, REG x29: 0xffffffffffffffb8
PC: 0x0000000080000500, INSTR: 0x40ee5f13, REG x30: 0xfffed784fb15a253
PC: 0x0000000080000504, INSTR: 0x42e85793, REG x15: 0x0000000000000000
PC: 0x0000000080000508, INSTR: 0x43fe5693, REG x13: 0xffffffffffffffff
PC: 0x000000008000050c, INSTR: 0x2563ee13, REG x28: 0x11b1f3d00488a65e
PC: 0x0000000080000510, INSTR: 0x00370463
PC: 0x0000000080000514, INSTR: 0x0040006f
PC: 0x0000000080000518, INSTR: 0x436a5593, REG x11: 0x0000000000000000
PC: 0x000000008000051c, INSTR: 0x080039b7, REG x19: 0x0000000008003000
PC: 0x0000000080000520, INSTR: 0x00499993, REG x19: 0x0000000080030000
PC: 0x0000000080000524, INSTR: 0x78f98993, REG x19: 0x000000008003078f
PC: 0x0000000080000528, INSTR: 0xef598203, REG x4: 0x0000000000000000, MEM 0x0000000080030684
PC: 0x000000008000052c, INSTR: 0x31936217, REG x4: 0x00000000b193652c
PC: 0x0000000080000530, INSTR: 0x15e3a213, REG x4: 0x0000000000000000
PC: 0x0000000080000534, INSTR: 0x42ded293, REG x5: 0xffffffffffffffff
PC: 0x0000000080000538, INSTR: 0x40d15813, REG x16: 0x0000000000040027
PC: 0x000000008000053c, INSTR: 0x08005937, REG x18: 0x0000000008005000
PC: 0x0000000080000540, INSTR: 0x00491913, REG x18: 0x0000000080050000
PC: 0x0000000080000544, INSTR: 0x3ce90913, REG x18: 0x00000000800503ce
PC: 0x0000000080000548, INSTR: 0xa4091e23, MEM 0x000000008004fe2a: 0x0000000000000000
PC: 0x000000008000054c, INSTR: 0x40865593, REG x11: 0xffb0f88bc2226e8a
PC: 0x0000000080000550, INSTR: 0x00080537, REG x10: 0x0000000000080000
PC: 0x0000000080000554, INSTR: 0x0415051b, REG x10: 0x0000000000080041
PC: 0x0000000080000558, INSTR: 0x00c51513, REG x10: 0x0000000080041000
PC: 0x000000008000055c, INSTR: 0x58750513, REG x10: 0x0000000080041587
PC: 0x0000000080000560, INSTR: 0xc7c54c03, REG x24: 0x0000000000000000, MEM 0x0000000080041203
PC: 0x0000000080000564, INSTR: 0x4317d093, REG x1: 0x0000000000000000
PC: 0x0000000080000568, INSTR: 0x004b9db3, REG x27: 0x0000000000000000
PC: 0x000000008000056c, INSTR: 0x41544893, REG x17: 0x000000008004774d
PC: 0x0000000080000570, INSTR: 0x40745a13, REG x20: 0x00000000010008e6
PC: 0x0000000080000574, INSTR: 0x41b4d593, REG x11: 0x0000000000000000
PC: 0x0000000080000578, INSTR: 0x42bcda13, REG x20: 0xfffffffffff688ee
PC: 0x000000008000057c, INSTR: 0x10009f37, REG x30: 0x0000000010009000
PC: 0x0000000080000580, INSTR: 0x92ff0f1b, REG x30: 0x000000001000892f
PC: 0x0000000080000584, INSTR: 0x003f1f13, REG x30: 0x0000000080044978
PC: 0x0000000080000588, INSTR: 0x2b0f0983, REG x19: 0x0000000000000000, MEM 0x0000000080044c28
PC: 0x000000008000058c, INSTR: 0x4001b6b7, REG x13: 0x000000004001b000
PC: 0x0000000080000590, INSTR: 0x00169693, REG x13: 0x0000000080036000
PC: 0x0000000080000594, INSTR: 0xa5a68693, REG x13: 0x0000000080035a5a
PC: 0x0000000080000598, INSTR: 0xbf66b483, REG x9: 0x0000000000000000, MEM 0x0000000080035650
PC: 0x000000008000059c, INSTR: 0x4189d51b, REG x10: 0x0000000000000000
PC: 0x00000000800005a0, INSTR: 0x0040006f
PC: 0x00000000800005a4, INSTR: 0x43a05213, REG x4: 0x0000000000000000
PC: 0x00000000800005a8, INSTR: 0x01540b3b, REG x22: 0xffffffff80047358
PC: 0x00000000800005ac, INSTR: 0x4223d813, REG x16: 0x00000000046c7cf4
PC: 0x00000000800005b0, INSTR: 0xb0b44c13, REG x24: 0xffffffff7ffb8853
PC: 0x00000000800005b4, INSTR: 0x00737933, REG x18: 0x0000000000002402
PC: 0x00000000800005b8, INSTR: 0x00000b93, REG x23: 0x0000000000000000
PC: 0x00000000800005bc, INSTR: 0x00000d93, REG x27: 0x0000000000000000
PC: 0x00000000800005c0, INSTR: 0x0040006f
PC: 0x00000000800005c4, INSTR: 0x42a6d713, REG x14: 0x0000000000000000
PC: 0x00000000800005c8, INSTR: 0x001b8b93, REG x23: 0x0000000000000001
PC: 0x00000000800005cc, INSTR: 0x002bdd93, REG x27: 0x0000000000000000
PC: 0x00000000800005d0, INSTR: 0xfe0d8ae3
PC: 0x00000000800005c4, INSTR: 0x42a6d713, REG x14: 0x0000000000000000
PC: 0x00000000800005c8, INSTR: 0x001b8b93, REG x23: 0x0000000000000002
PC: 0x00000000800005cc, INSTR: 0x002bdd93, REG x27: 0x0000000000000000
PC: 0x00000000800005d0, INSTR: 0xfe0d8ae3
PC: 0x00000000800005c4, INSTR: 0x42a6d713, REG x14: 0x0000000000000000
PC: 0x00000000800005c8, INSTR: 0x001b8b93, REG x23: 0x0000000000000003
PC: 0x00000000800005cc, INSTR: 0x002bdd93, REG x27: 0x0000000000000000
PC: 0x00000000800005d0, INSTR: 0xfe0d8ae3
PC: 0x00000000800005c4, INSTR: 0x42a6d713, REG x14: 0x0000000000000000
PC: 0x00000000800005c8, INSTR: 0x001b8b93, REG x23: 0x0000000000000004
PC: 0x00000000800005cc, INSTR: 0x002bdd93, REG x27: 0x0000000000000001
PC: 0x00000000800005d0, INSTR: 0xfe0d8ae3
PC: 0x00000000800005d4, INSTR: 0x0040006f
PC: 0x00000000800005d8, INSTR: 0x1b43b393, REG x7: 0x0000000000000000
PC: 0x00000000800005dc, INSTR: 0x43535793, REG x15: 0x0000000000000000
PC: 0x00000000800005e0, INSTR: 0x645000ef, REG x1: 0x00000000800005e4
PC: 0x0000000080001424, INSTR: 0xff010113, REG x2: 0x000000008004fef0
PC: 0x0000000080001428, INSTR: 0x01513023, MEM 0x000000008004fef0: 0x0000000000000000
PC: 0x000000008000142c, INSTR: 0xff010113, REG x2: 0x000000008004fee0
PC: 0x0000000080001430, INSTR: 0x01013023, MEM 0x000000008004fee0: 0x00000000046c7cf4
PC: 0x0000000080001434, INSTR: 0xff010113, REG x2: 0x000000008004fed0
PC: 0x0000000080001438, INSTR: 0x01713023, MEM 0x000000008004fed0: 0x0000000000000004
PC: 0x000000008000143c, INSTR: 0xff010113, REG x2: 0x000000008004fec0
PC: 0x0000000080001440, INSTR: 0x01213023, MEM 0x000000008004fec0: 0x0000000000002402
PC: 0x0000000080001444, INSTR: 0xff010113, REG x2: 0x000000008004feb0
PC: 0x0000000080001448, INSTR: 0x01913023, MEM 0x000000008004feb0: 0xb447737c63c128e9
PC: 0x000000008000144c, INSTR: 0xff010113, REG x2: 0x000000008004fea0
PC: 0x0000000080001450, INSTR: 0x01413023, MEM 0x000000008004fea0: 0xfffffffffff688ee
PC: 0x0000000080001454, INSTR: 0xff010113, REG x2: 0x000000008004fe90
PC: 0x0000000080001458, INSTR: 0x01b13023, MEM 0x000000008004fe90: 0x0000000000000001
PC: 0x000000008000145c, INSTR: 0xff010113, REG x2: 0x000000008004fe80
PC: 0x0000000080001460, INSTR: 0x00813023, MEM 0x000000008004fe80: 0x0000000080047358
PC: 0x0000000080001464, INSTR: 0xff010113, REG x2: 0x000000008004fe70
PC: 0x0000000080001468, INSTR: 0x00c13023, MEM 0x000000008004fe70: 0xb0f88bc2226e8aeb
PC: 0x000000008000146c, INSTR: 0x439dda93, REG x21: 0x0000000000000000
PC: 0x0000000080001470, INSTR: 0x00a68633, REG x12: 0x0000000080035a5a
PC: 0x0000000080001474, INSTR: 0x01605c93, REG x25: 0x0000000000000000
PC: 0x0000000080001478, INSTR: 0x40115613, REG x12: 0x0000000040027f38
PC: 0x000000008000147c, INSTR: 0x436b5a13, REG x20: 0xffffffffffffffff
PC: 0x0000000080001480, INSTR: 0x4185d413, REG x8: 0x0000000000000000
PC: 0x0000000080001484, INSTR: 0x424e5813, REG x16: 0x00000000011b1f3d
PC: 0x0000000080001488, INSTR: 0x41ebdb93, REG x23: 0x0000000000000000
PC: 0x000000008000148c, INSTR: 0x00080937, REG x18: 0x0000000000080000
PC: 0x0000000080001490, INSTR: 0x0419091b, REG x18: 0x0000000000080041
PC: 0x0000000080001494, INSTR: 0x00c91913, REG x18: 0x0000000080041000
PC: 0x0000000080001498, INSTR: 0x59590913, REG x18: 0x0000000080041595
PC: 0x000000008000149c, INSTR: 0x46790ca3, MEM 0x0000000080041a0e: 0x0000000000000000
PC: 0x00000000800014a0, INSTR: 0x017b7db3, REG x27: 0x0000000000000000
PC: 0x00000000800014a4, INSTR: 0x00013603, REG x12: 0xb0f88bc2226e8aeb, MEM 0x000000008004fe70
PC: 0x00000000800014a8, INSTR: 0x01010113, REG x2: 0x000000008004fe80
PC: 0x00000000800014ac, INSTR: 0x00013403, REG x8: 0x0000000080047358, MEM 0x000000008004fe80
PC: 0x00000000800014b0, INSTR: 0x01010113, REG x2: 0x000000008004fe90
PC: 0x00000000800014b4, INSTR: 0x00013d83, REG x27: 0x0000000000000001, MEM 0x000000008004fe90
PC: 0x00000000800014b8, INSTR: 0x01010113, REG x2: 0x000000008004fea0
PC: 0x00000000800014bc, INSTR: 0x00013a03, REG x20: 0xfffffffffff688ee, MEM 0x000000008004fea0
PC: 0x00000000800014c0, INSTR: 0x01010113, REG x2: 0x000000008004feb0
PC: 0x00000000800014c4, INSTR: 0x00013c83, REG x25: 0xb447737c63c128e9, MEM 0x000000008004feb0
PC: 0x00000000800014c8, INSTR: 0x01010113, REG x2: 0x000000008004fec0
PC: 0x00000000800014cc, INSTR: 0x00013903, REG x18: 0x0000000000002402, MEM 0x000000008004fec0
PC: 0x00000000800014d0, INSTR: 0x01010113, REG x2: 0x000000008004fed0
PC: 0x00000000800014d4, INSTR: 0x00013b83, REG x23: 0x0000000000000004, MEM 0x000000008004fed0
PC: 0x00000000800014d8, INSTR: 0x01010113, REG x2: 0x000000008004fee0
PC: 0x00000000800014dc, INSTR: 0x00013803, REG x16: 0x00000000046c7cf4, MEM 0x000000008004fee0
PC: 0x00000000800014e0, INSTR: 0x01010113, REG x2: 0x000000008004fef0
PC: 0x00000000800014e4, INSTR: 0x00013a83, REG x21: 0x0000000000000000, MEM 0x000000008004fef0
PC: 0x00000000800014e8, INSTR: 0x01010113, REG x2: 0x000000008004ff00
PC: 0x00000000800014ec, INSTR: 0x00008067
PC: 0x00000000800005e4, INSTR: 0x20012bb7, REG x23: 0x0000000020012000
PC: 0x00000000800005e8, INSTR: 0xd53b8b9b, REG x23: 0x0000000020011d53
PC: 0x00000000800005ec, INSTR: 0x002b9b93, REG x23: 0x000000008004754c
PC: 0x00000000800005f0, INSTR: 0x34cbae23, MEM 0x00000000800478a8: 0x00000000226e8aeb
PC: 0x00000000800005f4, INSTR: 0x00080ab7, REG x21: 0x0000000000080000
PC: 0x00000000800005f8, INSTR: 0x03fa8a9b, REG x21: 0x000000000008003f
PC: 0x00000000800005fc, INSTR: 0x00ca9a93, REG x21: 0x000000008003f000
PC: 0x0000000080000600, INSTR: 0x221a8a93, REG x21: 0x000000008003f221
PC: 0x0000000080000604, INSTR: 0x650aaba3, MEM 0x000000008003f878: 0x00000000046c7cf4
PC: 0x0000000080000608, INSTR: 0x86d7c693, REG x13: 0xfffffffffffff86d
PC: 0x000000008000060c, INSTR: 0x40c9d313, REG x6: 0x0000000000000000
PC: 0x0000000080000610, INSTR: 0x42d6d013
PC: 0x0000000080000614, INSTR: 0x400252b7, REG x5: 0x0000000040025000
PC: 0x0000000080000618, INSTR: 0x00129293, REG x5: 0x000000008004a000
PC: 0x000000008000061c, INSTR: 0x65a28293, REG x5: 0x000000008004a65a
PC: 0x0000000080000620, INSTR: 0x7532c603, REG x12: 0x0000000000000000, MEM 0x000000008004adad
PC: 0x0000000080000624, INSTR: 0x41495993, REG x19: 0x0000000000000000
PC: 0x0000000080000628, INSTR: 0x01b2931b, REG x6: 0xffffffffd0000000
PC: 0x000000008000062c, INSTR: 0x40c85493, REG x9: 0x00000000000046c7
PC: 0x0000000080000630, INSTR: 0x409ad593, REG x11: 0x00000000004001f9
PC: 0x0000000080000634, INSTR: 0x401ed813, REG x16: 0xffffffffffffffdc
PC: 0x0000000080000638, INSTR: 0x0718d663
PC: 0x00000000800006a4, INSTR: 0x1cd10a1b, REG x20: 0xffffffff800500cd
PC: 0x00000000800006a8, INSTR: 0x423ed213, REG x4: 0xffffffffffffffff
PC: 0x00000000800006ac, INSTR: 0x4397d793, REG x15: 0x0000000000000000
PC: 0x00000000800006b0, INSTR: 0x2000b6b7, REG x13: 0x000000002000b000
PC: 0x00000000800006b4, INSTR: 0x00269693, REG x13: 0x000000008002c000
PC: 0x00000000800006b8, INSTR: 0xea968693, REG x13: 0x000000008002bea9
PC: 0x00000000800006bc, INSTR: 0xeb36da83, REG x21: 0x0000000000000000, MEM 0x000000008002bd5c
PC: 0x00000000800006c0, INSTR: 0x200116b7, REG x13: 0x0000000020011000
PC: 0x00000000800006c4, INSTR: 0x00269693, REG x13: 0x0000000080044000
PC: 0x00000000800006c8, INSTR: 0x2c068693, REG x13: 0x00000000800442c0
PC: 0x00000000800006cc, INSTR: 0x50669c83, REG x25: 0x0000000000000000, MEM 0x00000000800447c6
PC: 0x00000000800006d0, INSTR: 0x4029d413, REG x8: 0x0000000000000000
PC: 0x00000000800006d4, INSTR: 0x016b8433, REG x8: 0x000000000008e8a4
PC: 0x00000000800006d8, INSTR: 0x40027db7, REG x27: 0x0000000040027000
PC: 0x00000000800006dc, INSTR: 0x803d8d9b, REG x27: 0x0000000040026803
PC: 0x00000000800006e0, INSTR: 0x001d9d93, REG x27: 0x000000008004d006
PC: 0x00000000800006e4, INSTR: 0x0d9d8783, REG x15: 0x0000000000000000, MEM 0x000000008004d0df
PC: 0x00000000800006e8, INSTR: 0x413a5c13, REG x24: 0xfffffffffffff000
PC: 0x00000000800006ec, INSTR: 0x42325f93, REG x31: 0xffffffffffffffff
PC: 0x00000000800006f0, INSTR: 0x019d169b, REG x13: 0xffffffff8e000000
PC: 0x00000000800006f4, INSTR: 0x2a10006f
PC: 0x0000000080001194, INSTR: 0xed1ff06f
PC: 0x0000000080001064, INSTR: 0x405fd51b, REG x10: 0xffffffffffffffff
PC: 0x0000000080001068, INSTR: 0x42e6db93, REG x23: 0xffffffffffffffff
PC: 0x000000008000106c, INSTR: 0x10b5aa37, REG x20: 0x0000000010b5a000
PC: 0x0000000080001070, INSTR: 0x40f3da13, REG x20: 0x0000000000000000
PC: 0x0000000080001074, INSTR: 0x42dd5793, REG x15: 0x0000000000038b9f
PC: 0x0000000080001078, INSTR: 0x400006b3, REG x13: 0x0000000000000000
PC: 0x000000008000107c, INSTR: 0x400adb93, REG x23: 0x0000000000000000
PC: 0x0000000080001080, INSTR: 0x4328d613, REG x12: 0x0000000000000000
PC: 0x0000000080001084, INSTR: 0x20c22293, REG x5: 0x0000000000000001
PC: 0x0000000080001088, INSTR: 0x31c70217, REG x4: 0x00000000b1c71088
PC: 0x000000008000108c, INSTR: 0x43e35e13, REG x28: 0xffffffffffffffff
PC: 0x0000000080001090, INSTR: 0xcde3e6b7, REG x13: 0xffffffffcde3e000
PC: 0x0000000080001094, INSTR: 0x00000593, REG x11: 0x0000000000000000
PC: 0x0000000080001098, INSTR: 0x00400893, REG x17: 0x0000000000000004
PC: 0x000000008000109c, INSTR: 0x0040006f
PC: 0x00000000800010a0, INSTR: 0x412cdf93, REG x31: 0x0000000000000000
PC: 0x00000000800010a4, INSTR: 0x00158593, REG x11: 0x0000000000000001
PC: 0x00000000800010a8, INSTR: 0xff15ece3
PC: 0x00000000800010a0, INSTR: 0x412cdf93, REG x31: 0x0000000000000000
PC: 0x00000000800010a4, INSTR: 0x00158593, REG x11: 0x0000000000000002
PC: 0x00000000800010a8, INSTR: 0xff15ece3
PC: 0x00000000800010a0, INSTR: 0x412cdf93, REG x31: 0x0000000000000000
PC: 0x00000000800010a4, INSTR: 0x00158593, REG x11: 0x0000000000000003
PC: 0x00000000800010a8, INSTR: 0xff15ece3
PC: 0x00000000800010a0, INSTR: 0x412cdf93, REG x31: 0x0000000000000000
PC: 0x00000000800010a4, INSTR: 0x00158593, REG x11: 0x0000000000000004
PC: 0x00000000800010a8, INSTR: 0xff15ece3
PC: 0x00000000800010ac, INSTR: 0x0040006f
PC: 0x00000000800010b0, INSTR: 0x00400413, REG x8: 0x0000000000000004
PC: 0x00000000800010b4, INSTR: 0x00100793, REG x15: 0x0000000000000001
PC: 0x00000000800010b8, INSTR: 0x0040006f
PC: 0x00000000800010bc, INSTR: 0xfff40413, REG x8: 0x0000000000000003
PC: 0x00000000800010c0, INSTR: 0xfef47ee3
PC: 0x00000000800010bc, INSTR: 0xfff40413, REG x8: 0x0000000000000002
PC: 0x00000000800010c0, INSTR: 0xfef47ee3
PC: 0x00000000800010bc, INSTR: 0xfff40413, REG x8: 0x0000000000000001
PC: 0x00000000800010c0, INSTR: 0xfef47ee3
PC: 0x00000000800010bc, INSTR: 0xfff40413, REG x8: 0x0000000000000000
PC: 0x00000000800010c0, INSTR: 0xfef47ee3
PC: 0x00000000800010c4, INSTR: 0x0040006f
PC: 0x00000000800010c8, INSTR: 0x42ced813, REG x16: 0xffffffffffffffff
PC: 0x00000000800010cc, INSTR: 0x41aad593, REG x11: 0x0000000000000000
PC: 0x00000000800010d0, INSTR: 0x42df5293, REG x5: 0x0000000000000000
PC: 0x00000000800010d4, INSTR: 0x01e4d23b, REG x4: 0x0000000000000000
